uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,collegeId,is_latest
5203106_mlb,5203106,mlb,Breidy Encarnacion,Breidy,Encarnacion,RP,95.0,False,185.0,75.0,24.0,2000-11-09T08:00Z,,Tamayo,,Dominican Republic,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
5202445_mlb,5202445,mlb,Isaiah Drake,Isaiah,Drake,OF,39.0,False,180.0,72.0,20.0,2005-07-15T07:00Z,,Atlanta,GA,United States,,,,,,,,ATL,2025-10-11T22:43:10.948991,,1
5202389_mlb,5202389,mlb,Thomas Bruss,Thomas,Bruss,RP,,False,280.0,80.0,26.0,1999-05-18T07:00Z,,,,,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5202292_mlb,5202292,mlb,Eric Adler,Eric,Adler,RP,36.0,False,210.0,74.0,24.0,2000-10-12T07:00Z,,Melbourne,FL,United States,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5202269_mlb,5202269,mlb,Braden Nett,Braden,Nett,SP,96.0,False,185.0,75.0,23.0,2002-06-18T07:00Z,,Troy,MO,United States,,,,,,,,ATH,2025-10-11T22:43:10.948991,,1
5202266_mlb,5202266,mlb,David Martin,David,Martin,C,8.0,False,185.0,71.0,24.0,2000-10-28T07:00Z,,Chino Hills,CA,United States,,,,,,,,ARI,2025-10-11T22:43:10.948991,,1
5202264_mlb,5202264,mlb,Alexis Hernandez,Alexis,Hernandez,RF,63.0,False,170.0,72.0,23.0,2002-10-05T07:00Z,,,,,,,,,,,,TOR,2025-10-11T22:43:10.948991,,1
5202263_mlb,5202263,mlb,Daniel Martinez,Daniel,Martinez,RP,58.0,False,190.0,71.0,27.0,1998-07-28T07:00Z,,Riverside,CA,United States,,,,,,,,ATL,2025-10-11T22:43:10.948991,,1
5202262_mlb,5202262,mlb,Christopher Morales,Christopher,Morales,LF,,False,170.0,73.0,23.0,2002-09-30T07:00Z,,San Pedro de Macoris,,Dominican Republic,,,,,,,,HOU,2025-10-11T22:43:10.948991,,1
5202261_mlb,5202261,mlb,Bryson Horne,Bryson,Horne,1B,88.0,False,220.0,70.0,26.0,1999-03-06T08:00Z,,Blountstown,FL,United States,,,,,,,,ATL,2025-10-11T22:43:10.948991,,1
5202260_mlb,5202260,mlb,Ryan Johnson,Ryan,Johnson,3B,96.0,False,175.0,71.0,24.0,2000-12-27T08:00Z,,Mesa,AZ,United States,,,,,,,,HOU,2025-10-11T22:43:10.948991,,1
5202259_mlb,5202259,mlb,Bryan Broecker,Bryan,Broecker,C,61.0,False,200.0,74.0,23.0,2002-01-26T08:00Z,,Chicago,IL,United States,,,,,,,,TB,2025-10-11T22:43:10.948991,,1
5202257_mlb,5202257,mlb,Louis Albrecht,Louis,Albrecht,C,98.0,False,210.0,71.0,23.0,2001-11-07T08:00Z,,Bellevue,WA,United States,,,,,,,,PHI,2025-10-11T22:43:10.948991,,1
5201987_mlb,5201987,mlb,Pedro Santos,Pedro,Santos,RP,76.0,False,205.0,76.0,25.0,2000-01-07T08:00Z,,Sancti Spíritus,,Cuba,,,,,,,,ATH,2025-10-11T22:43:10.948991,,1
5201985_mlb,5201985,mlb,Luinder Avila,Luinder,Avila,RP,58.0,True,195.0,75.0,24.0,2001-08-21T07:00Z,1.0,Caracas,,Venezuela,2025.0,,,,,,,KC,2025-10-11T22:43:10.948991,,1
5201984_mlb,5201984,mlb,Johnny Ascanio,Johnny,Ascanio,SS,9.0,False,189.0,68.0,22.0,2003-07-04T07:00Z,,San Juan de los Morros,,Venezuela,,,,,,,,CIN,2025-10-11T22:43:10.948991,,1
5201983_mlb,5201983,mlb,John Ingle,John,Ingle,C,12.0,False,190.0,68.0,23.0,2002-02-23T08:00Z,,Asheville,NC,United States,,,,,,,,CLE,2025-10-11T22:43:10.948991,,1
5201977_mlb,5201977,mlb,Paxton Thompson,Paxton,Thompson,RP,86.0,False,205.0,73.0,26.0,1999-10-05T07:00Z,,Saint Michael,MN,United States,,,,,,,,PHI,2025-10-11T22:43:10.948991,,1
5201976_mlb,5201976,mlb,Reidis Sena,Reidis,Sena,RP,58.0,False,160.0,70.0,24.0,2001-04-07T07:00Z,,,,,,,,,,,,BOS,2025-10-11T22:43:10.948991,,1
5201969_mlb,5201969,mlb,Joshua Cornielly,Joshua,Cornielly,RP,46.0,False,175.0,74.0,24.0,2001-01-15T08:00Z,,Caracas,,Venezuela,,,,,,,,NYM,2025-10-11T22:43:10.948991,,1
5201968_mlb,5201968,mlb,James Loper,James,Loper,RP,6.0,False,215.0,76.0,25.0,1999-11-08T08:00Z,,Honolulu,HI,United States,,,,,,,,NYM,2025-10-11T22:43:10.948991,,1
5202472_mlb,5202472,mlb,Dominic Tamez,Dominic,Tamez,C,87.0,False,205.0,70.0,24.0,2001-01-12T08:00Z,,Dallas,TX,United States,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5202474_mlb,5202474,mlb,Logan Evans,Logan,Evans,SP,73.0,False,215.0,76.0,24.0,2001-06-05T07:00Z,1.0,Ann Arbor,MI,United States,2025.0,,,,,,,SEA,2025-10-11T22:43:10.948991,,1
5203103_mlb,5203103,mlb,John Mabry,John,Mabry,2B,57.0,False,170.0,72.0,25.0,2000-04-25T07:00Z,,Creve Coeur,MO,United States,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
5137660_mlb,5137660,mlb,Jose Diaz,Jose,Diaz,RP,89.0,False,200.0,77.0,25.0,2000-05-12T07:00Z,,Nagua,,Dominican Republic,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5124075_mlb,5124075,mlb,Diego Benitez,Diego,Benitez,SS,92.0,False,180.0,72.0,20.0,2004-11-19T08:00Z,,,,,,,,,,,,ATL,2025-10-11T22:43:10.948991,,1
5124114_mlb,5124114,mlb,David Festa,David,Festa,SP,58.0,True,185.0,78.0,25.0,2000-03-08T08:00Z,2.0,Verona,NJ,United States,2024.0,,,2021.0,13.0,399.0,MIN,MIN,2025-10-11T22:43:10.948991,,1
5124025_mlb,5124025,mlb,Tyler Collins,Tyler,Collins,CF,,False,180.0,71.0,22.0,2003-03-06T08:00Z,,,,,,,,,,,,ATL,2025-10-11T22:43:10.948991,,1
5124164_mlb,5124164,mlb,Angel Arevalo,Angel,Arevalo,2B,98.0,False,160.0,71.0,22.0,2003-10-02T07:00Z,,Caracas,,Venezuela,,,,,,,,ATH,2025-10-11T22:43:10.948991,,1
5125630_mlb,5125630,mlb,Gustavo Campero,Gustavo,Campero,RF,51.0,False,183.0,66.0,28.0,1997-09-20T07:00Z,2.0,Santa Cruz de Lorica,,Colombia,2024.0,,,,,,,LAA,2025-10-11T22:43:10.948991,,1
5125536_mlb,5125536,mlb,Adam Wolf,Adam,Wolf,SP,86.0,False,215.0,78.0,28.0,1996-12-26T08:00Z,,Norwalk,OH,United States,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5125533_mlb,5125533,mlb,James Burnette,James,Burnette,RP,70.0,False,205.0,74.0,26.0,1998-10-19T07:00Z,,Chicago,IL,United States,,,,,,,,TOR,2025-10-11T22:43:10.948991,,1
5125288_mlb,5125288,mlb,Kyle Virbitsky,Kyle,Virbitsky,SP,88.0,False,235.0,79.0,27.0,1998-10-08T07:00Z,,Media,PA,United States,,Penn State,direct,2021.0,17.0,518.0,OAK,BAL,2025-10-11T22:43:10.948991,213.0,1
5125259_mlb,5125259,mlb,Moises Castillo,Moises,Castillo,SS,83.0,False,170.0,72.0,26.0,1999-07-14T07:00Z,,La Romana,,Dominican Republic,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5125258_mlb,5125258,mlb,Declan Cronin,Declan,Cronin,RP,51.0,False,225.0,76.0,28.0,1997-09-24T07:00Z,2.0,Glen Ridge,NJ,United States,2023.0,,,,,,,,2025-10-11T22:43:10.948991,,1
5125257_mlb,5125257,mlb,Fraser Ellard,Fraser,Ellard,RP,55.0,True,220.0,75.0,27.0,1997-11-06T08:00Z,2.0,Roswell,GA,United States,2024.0,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5125246_mlb,5125246,mlb,Dana Brown,Dana,Brown,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5125245_mlb,5125245,mlb,Jun-Seok Shim,Jun-Seok,Shim,SP,,False,215.0,76.0,21.0,2004-04-09T07:00Z,,Seoul,,South Korea,,,,,,,,PIT,2025-10-11T22:43:10.948991,,1
5125168_mlb,5125168,mlb,Jefry Yan,Jefry,Yan,RP,67.0,False,185.0,75.0,29.0,1996-08-17T07:00Z,,San Rafael del Yuma,,Dominican Republic,,,,,,,,COL,2025-10-11T22:43:10.948991,,1
5125167_mlb,5125167,mlb,Robert Garcia,Robert,Garcia,RP,62.0,True,236.0,76.0,29.0,1996-06-14T07:00Z,3.0,Manteca,CA,United States,2023.0,,,,,,,TEX,2025-10-11T22:43:10.948991,,1
5125166_mlb,5125166,mlb,Dylan Bice,Dylan,Bice,RP,74.0,False,220.0,76.0,28.0,1997-08-17T07:00Z,,Ringgold,GA,United States,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
5125093_mlb,5125093,mlb,Andrew Baker,Andrew,Baker,RP,90.0,False,190.0,73.0,25.0,2000-03-24T08:00Z,,Montgomery,AL,United States,,,,,,,,PHI,2025-10-11T22:43:10.948991,,1
5124653_mlb,5124653,mlb,Byron Chourio,Byron,Chourio,CF,82.0,False,171.0,74.0,20.0,2005-05-20T07:00Z,,Merida,,Venezuela,,,,,,,,MIN,2025-10-11T22:43:10.948991,,1
5124556_mlb,5124556,mlb,CJ Stubbs,CJ,Stubbs,C,36.0,True,207.0,75.0,28.0,1996-11-12T08:00Z,1.0,San Diego,CA,United States,2025.0,,,,,,,WSH,2025-10-11T22:43:10.948991,,1
5124532_mlb,5124532,mlb,Evan McKendry,Evan,McKendry,SP,66.0,False,200.0,75.0,27.0,1998-02-06T08:00Z,,Pembroke Pines,FL,United States,,,,,,,,MIL,2025-10-11T22:43:10.948991,,1
5124302_mlb,5124302,mlb,Nate Hadley,Nate,Hadley,RP,,False,182.0,71.0,29.0,1995-12-07T08:00Z,,Santa Monica,CA,United States,,,,,,,,COL,2025-10-11T22:43:10.948991,,1
5124254_mlb,5124254,mlb,Dalton Roach,Dalton,Roach,RP,94.0,False,210.0,74.0,29.0,1996-04-08T07:00Z,,Eau Claire,WI,United States,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5124253_mlb,5124253,mlb,Nicholas Raposo,Nicholas,Raposo,C,71.0,False,210.0,69.0,27.0,1998-06-03T07:00Z,,Providence,RI,United States,,,,,,,,SEA,2025-10-11T22:43:10.948991,,1
5124252_mlb,5124252,mlb,Ryan Loutos,Ryan,Loutos,RP,52.0,True,240.0,77.0,26.0,1999-01-29T08:00Z,2.0,Elk Grove Village,IL,United States,2024.0,,,,,,,WSH,2025-10-11T22:43:10.948991,,1
5124166_mlb,5124166,mlb,Yosy Galan,Yosy,Galan,RF,45.0,False,200.0,76.0,24.0,2001-04-25T07:00Z,,Santo Domingo,,Dominican Republic,,,,,,,,TEX,2025-10-11T22:43:10.948991,,1
5124163_mlb,5124163,mlb,Miguel Ullola,Miguel,Ullola,SP,78.0,False,205.0,73.0,23.0,2002-06-19T07:00Z,,Puerto Plata,,Dominican Republic,,,,,,,,HOU,2025-10-11T22:43:10.948991,,1
5123765_mlb,5123765,mlb,Inohan Paniagua,Inohan,Paniagua,SP,82.0,False,148.0,73.0,25.0,2000-02-06T08:00Z,,Bonao,,Dominican Republic,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5137689_mlb,5137689,mlb,Layant Tapia,Layant,Tapia,SS,97.0,False,160.0,73.0,23.0,2002-01-04T08:00Z,,Bani,,Dominican Republic,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5124026_mlb,5124026,mlb,T.J. White,T.J.,White,1B,93.0,False,210.0,74.0,22.0,2003-07-23T07:00Z,,Spartanburg,SC,United States,,,,,,,,WSH,2025-10-11T22:43:10.948991,,1
5124102_mlb,5124102,mlb,Tony Blanco Jr.,Tony,Blanco Jr.,DH,99.0,False,243.0,78.0,20.0,2005-05-14T07:00Z,,Boston,MA,United States,,,,,,,,PIT,2025-10-11T22:43:10.948991,,1
5124113_mlb,5124113,mlb,Hao-Yu Lee,Hao-Yu,Lee,2B,85.0,False,190.0,69.0,22.0,2003-02-03T08:00Z,,New Taipei,,Taiwan,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5124112_mlb,5124112,mlb,Luis Serna,Luis,Serna,SP,66.0,False,162.0,71.0,21.0,2004-07-20T07:00Z,,San Luis Rio Colorado,,Mexico,,,,,,,,NYY,2025-10-11T22:43:10.948991,,1
5124111_mlb,5124111,mlb,Jaison Chourio,Jaison,Chourio,CF,29.0,False,162.0,73.0,20.0,2005-05-19T07:00Z,,Maracaibo,,Venezuela,,,,,,,,CLE,2025-10-11T22:43:10.948991,,1
5124110_mlb,5124110,mlb,Cristhian Vaquero,Cristhian,Vaquero,RF,92.0,False,180.0,75.0,21.0,2004-09-13T07:00Z,,Havana,,Cuba,,,,,,,,WSH,2025-10-11T22:43:10.948991,,1
5124109_mlb,5124109,mlb,Ryan Reckley,Ryan,Reckley,SS,79.0,False,160.0,70.0,21.0,2004-09-06T07:00Z,,Nassau,,Bahamas,,,,,,,,SF,2025-10-11T22:43:10.948991,,1
5124108_mlb,5124108,mlb,Roderick Arias,Roderick,Arias,SS,84.0,False,178.0,72.0,21.0,2004-09-09T07:00Z,,San Pedro de Macoris,,Dominican Republic,,,,,,,,NYY,2025-10-11T22:43:10.948991,,1
5124107_mlb,5124107,mlb,Ricardo Cabrera,Ricardo,Cabrera,SS,39.0,False,201.0,72.0,20.0,2004-10-31T07:00Z,,Pariaguan,,Venezuela,,,,,,,,CIN,2025-10-11T22:43:10.948991,,1
5124106_mlb,5124106,mlb,William Bergolla Jr.,William,Bergolla Jr.,2B,80.0,False,165.0,69.0,20.0,2004-10-20T07:00Z,,Valencia,,Venezuela,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5124104_mlb,5124104,mlb,Samuel Munoz,Samuel,Munoz,CF,93.0,False,190.0,75.0,21.0,2004-09-22T07:00Z,,Santo Domingo,,Dominican Republic,,,,,,,,LAD,2025-10-11T22:43:10.948991,,1
5131883_mlb,5131883,mlb,Adam Leverett,Adam,Leverett,RP,20.0,False,190.0,76.0,27.0,1998-09-19T07:00Z,,Macon,GA,United States,,,,,,,,TB,2025-10-11T22:43:10.948991,,1
5124103_mlb,5124103,mlb,Lazaro Montes,Lazaro,Montes,RF,99.0,False,210.0,77.0,20.0,2004-10-22T07:00Z,,Havana,,Cuba,,,,,,,,SEA,2025-10-11T22:43:10.948991,,1
5124101_mlb,5124101,mlb,Jonathan Mejia,Jonathan,Mejia,SS,52.0,False,185.0,72.0,20.0,2005-04-12T07:00Z,,La Romana,,Dominican Republic,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5137688_mlb,5137688,mlb,Matt Archer,Matt,Archer,2B,87.0,False,180.0,70.0,25.0,2000-08-13T07:00Z,,West Islip,NY,United States,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
5124100_mlb,5124100,mlb,Simon Juan,Simon,Juan,RF,2.0,False,195.0,72.0,20.0,2005-07-13T07:00Z,,Santiago,,Dominican Republic,,,,,,,,NYM,2025-10-11T22:43:10.948991,,1
5124099_mlb,5124099,mlb,Yasser Mercedes,Yasser,Mercedes,CF,1.0,False,175.0,74.0,20.0,2004-11-16T08:00Z,,Rio Piedras,,Puerto Rico,,,,,,,,MIN,2025-10-11T22:43:10.948991,,1
5124098_mlb,5124098,mlb,Randy De Jesus,Randy,De Jesus,RF,48.0,False,210.0,76.0,20.0,2005-02-13T08:00Z,,Bonao,,Dominican Republic,,,,,,,,LAA,2025-10-11T22:43:10.948991,,1
5124097_mlb,5124097,mlb,Michael Arroyo,Michael,Arroyo,SS,96.0,False,160.0,70.0,20.0,2004-11-03T08:00Z,,Cartagena,,Colombia,,,,,,,,SEA,2025-10-11T22:43:10.948991,,1
5124093_mlb,5124093,mlb,Yu-Min Lin,Yu-Min,Lin,SP,89.0,False,160.0,71.0,22.0,2003-07-12T07:00Z,,Taitung,,Taiwan,,,,,,,,ARI,2025-10-11T22:43:10.948991,,1
5124091_mlb,5124091,mlb,Jose Gerardo,Jose,Gerardo,RF,7.0,False,179.0,73.0,20.0,2005-06-12T07:00Z,,Bani,,Dominican Republic,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
5124077_mlb,5124077,mlb,Rayne Doncon,Rayne,Doncon,3B,12.0,False,176.0,73.0,22.0,2003-09-22T07:00Z,,San Pedro de Macoris,,Dominican Republic,,,,,,,,MIN,2025-10-11T22:43:10.948991,,1
5124076_mlb,5124076,mlb,Leonardo Bernal,Leonardo,Bernal,C,96.0,False,245.0,72.0,21.0,2004-02-13T08:00Z,,Panama City,,Panama,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5124162_mlb,5124162,mlb,Thayron Liranzo,Thayron,Liranzo,C,84.0,False,195.0,74.0,22.0,2003-07-05T07:00Z,,San Francisco de Macoris,,Dominican Republic,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5131857_mlb,5131857,mlb,Jorge Benitez,Jorge,Benitez,SP,92.0,False,155.0,74.0,26.0,1999-06-02T07:00Z,,San Juan,,Puerto Rico,,,,,,,,LAD,2025-10-11T22:43:10.948991,,1
5128588_mlb,5128588,mlb,Colby Holcombe,Colby,Holcombe,SP,,False,250.0,78.0,,,,Florence,AL,United States,,Mississippi State,direct,2024.0,9.0,277.0,TOR,TOR,2025-10-11T22:43:10.948991,344.0,1
5128616_mlb,5128616,mlb,Andrew Fischer,Andrew,Fischer,3B,,False,210.0,73.0,21.0,2004-05-25T07:00Z,,Manasquan,NJ,United States,,Tennessee,direct,2025.0,1.0,20.0,MIL,MIL,2025-10-11T22:43:10.948991,2633.0,1
5017220_mlb,5017220,mlb,Darel Rafael Belen,Darel,Belen,OF,47.0,False,204.0,76.0,25.0,2000-05-21T07:00Z,,,,,,,,,,,,BOS,2025-10-11T22:43:10.948991,,1
5017217_mlb,5017217,mlb,Andy Vladimir Santana,Andy,Santana,RP,99.0,False,190.0,75.0,25.0,1999-10-27T07:00Z,,,,,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5017425_mlb,5017425,mlb,Abdiel Medina,Abdiel,Medina,P,90.0,False,155.0,71.0,23.0,2002-01-20T08:00Z,,Aguadulce,,Panama,,,,,,,,SEA,2025-10-11T22:43:10.948991,,1
5017401_mlb,5017401,mlb,Albert Jerez,Albert,Jerez,SS,43.0,False,165.0,74.0,24.0,2001-05-18T07:00Z,,Acarigua,,Venezuela,,,,,,,,PHI,2025-10-11T22:43:10.948991,,1
5017353_mlb,5017353,mlb,Noah Williamson,Noah,Williamson,OF,50.0,False,220.0,75.0,25.0,2000-08-23T07:00Z,,Mountain View,CA,United States,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
5017280_mlb,5017280,mlb,Sander Mora,Sander,Mora,SS,90.0,False,155.0,69.0,24.0,2001-02-23T08:00Z,,San Felipe,,Venezuela,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5017256_mlb,5017256,mlb,Patrick Copen,Patrick,Copen,SP,95.0,False,220.0,78.0,23.0,2002-02-15T08:00Z,,Parkersburg,WV,United States,,Marshall,direct,,,,,LAD,2025-10-11T22:43:10.948991,276.0,1
5017237_mlb,5017237,mlb,Adanson Cruz,Adanson,Cruz,RF,79.0,False,175.0,74.0,25.0,2000-10-06T07:00Z,,,,,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5017236_mlb,5017236,mlb,Carlos Mendoza,Carlos,Mendoza,3B,81.0,False,165.0,67.0,25.0,1999-12-14T08:00Z,,Miami,FL,United States,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5017234_mlb,5017234,mlb,Darlin Alexander Moquete,Darlin,Moquete,RF,81.0,False,175.0,69.0,26.0,1999-09-19T07:00Z,,Bani,,Dominican Republic,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5017233_mlb,5017233,mlb,Jakob Goldfarb,Jakob,Goldfarb,C,70.0,False,196.0,73.0,29.0,1996-06-23T07:00Z,,Scottsdale,AZ,United States,,Oregon,direct,,,,,PIT,2025-10-11T22:43:10.948991,2483.0,1
5017232_mlb,5017232,mlb,Jacob Bryan Sweeney,Jacob,Sweeney,P,26.0,False,240.0,79.0,25.0,2000-06-14T07:00Z,,,,,,,,,,,,PIT,2025-10-11T22:43:10.948991,,1
5017231_mlb,5017231,mlb,Maicor Eduardo Leon,Maicor,Leon,RP,69.0,False,165.0,69.0,24.0,2001-03-06T08:00Z,,,,,,,,,,,,TB,2025-10-11T22:43:10.948991,,1
5017230_mlb,5017230,mlb,Felix Antonio Salguera,Felix,Salguera,C,86.0,False,171.0,72.0,23.0,2002-03-01T08:00Z,,,,,,,,,,,,TB,2025-10-11T22:43:10.948991,,1
5017229_mlb,5017229,mlb,Oneill Abdul Manzueta,Oneill,Manzueta,LF,58.0,False,190.0,71.0,24.0,2001-02-07T08:00Z,,Santo Domingo,,Dominican Republic,,,,,,,,TB,2025-10-11T22:43:10.948991,,1
5017228_mlb,5017228,mlb,Diego Viloria,Diego,Viloria,C,28.0,False,165.0,70.0,22.0,2003-02-23T08:00Z,,Caracas,,Venezuela,,,,,,,,BOS,2025-10-11T22:43:10.948991,,1
5017227_mlb,5017227,mlb,Luis Ravelo,Luis,Ravelo,SS,77.0,False,187.0,73.0,21.0,2003-11-05T08:00Z,,Santo Domingo,,Dominican Republic,,,,,,,,BOS,2025-10-11T22:43:10.948991,,1
5017226_mlb,5017226,mlb,Abraham Liendo,Abraham,Liendo,2B,17.0,False,170.0,68.0,21.0,2004-02-01T08:00Z,,Maracay,,Venezuela,,,,,,,,BOS,2025-10-11T22:43:10.948991,,1
5017225_mlb,5017225,mlb,Kevin Ismael Villavicencio,Kevin,Villavicencio,SS,49.0,False,172.0,70.0,21.0,2003-11-24T08:00Z,,Baja California Sur,,Mexico,,,,,,,,NYM,2025-10-11T22:43:10.948991,,1
5017224_mlb,5017224,mlb,Cesar Berbesi,Cesar,Berbesi,SS,71.0,False,160.0,69.0,25.0,2000-04-13T07:00Z,,Maracay,,Venezuela,,,,,,,,NYM,2025-10-11T22:43:10.948991,,1
5017223_mlb,5017223,mlb,Ronald Rosario,Ronald,Rosario,C,16.0,False,175.0,71.0,22.0,2003-01-01T08:00Z,,Palo Negro,,Venezuela,,,,,,,,BOS,2025-10-11T22:43:10.948991,,1
5017222_mlb,5017222,mlb,Johnfrank Salazar,Johnfrank,Salazar,3B,89.0,False,159.0,73.0,22.0,2003-08-05T07:00Z,,Barcelona,,Venezuela,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5073992_mlb,5073992,mlb,Javier Sanoja,Javier,Sanoja,2B,46.0,True,150.0,67.0,23.0,2002-09-03T07:00Z,2.0,Maracay,,Venezuela,2024.0,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
5017459_mlb,5017459,mlb,Brennon Mcnair,Brennon,Mcnair,3B,75.0,False,185.0,70.0,23.0,2002-09-15T07:00Z,,Flowood,MS,United States,,,,,,,,KC,2025-10-11T22:43:10.948991,,1
5017434_mlb,5017434,mlb,Angel Gonzalez,Angel,Gonzalez,P,83.0,False,175.0,74.0,23.0,2002-08-26T07:00Z,,Manati,,Puerto Rico,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5017215_mlb,5017215,mlb,Bryan Jose Serra,Bryan,Serra,2B,,False,173.0,70.0,27.0,1998-09-07T07:00Z,,,,,,,,,,,,CHC,2025-10-11T22:43:10.948991,,1
5073989_mlb,5073989,mlb,Bryan Henry Pope,Bryan,Pope,RP,68.0,False,195.0,74.0,26.0,1999-01-27T08:00Z,,Mission Viejo,CA,United States,,,,,,,,STL,2025-10-11T22:43:10.948991,,1
5310960_mlb,5310960,mlb,Dylan Ross,Dylan,Ross,RP,50.0,True,251.0,77.0,25.0,2000-09-01T07:00Z,,Statesboro,GA,United States,,,,,,,,NYM,2025-10-11T22:43:10.948991,,1
5017216_mlb,5017216,mlb,Danis Correa,Danis,Correa,RP,87.0,False,150.0,71.0,26.0,1999-08-26T07:00Z,,Cartagena,,Colombia,,,,,,,,ATH,2025-10-11T22:43:10.948991,,1
5017214_mlb,5017214,mlb,Gregori Antonio Montano,Gregori,Montano,RP,,False,175.0,71.0,26.0,1999-08-18T07:00Z,,,,,,,,,,,,CHC,2025-10-11T22:43:10.948991,,1
5017213_mlb,5017213,mlb,Ryan  Wilson,Ryan ,Wilson,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017212_mlb,5017212,mlb,Steve  Jasinski,Steve ,Jasinski,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017211_mlb,5017211,mlb,Zee  Zdenek,Zee ,Zdenek,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017210_mlb,5017210,mlb,Ty  Krauss,Ty ,Krauss,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017208_mlb,5017208,mlb,Jae-Young  Kim,Jae-Young ,Kim,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017207_mlb,5017207,mlb,Josiah  Shepherd,Josiah ,Shepherd,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017182_mlb,5017182,mlb,Carlos Dominguez,Carlos,Dominguez,CF,,False,190.0,73.0,26.0,1999-10-11T07:00Z,,San Pedro de Macoris,,Dominican Republic,,,,,,,,NYM,2025-10-11T22:43:10.948991,,1
5017181_mlb,5017181,mlb,Angeudis Santos,Angeudis,Santos,2B,97.0,False,168.0,76.0,24.0,2001-09-19T07:00Z,,Santiago,,Dominican Republic,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
5017180_mlb,5017180,mlb,Alexander Cornwell,Alexander,Cornwell,RP,94.0,False,202.0,72.0,26.0,1999-05-09T07:00Z,,Glendale,CA,United States,,USC,direct,2021.0,15.0,451.0,STL,STL,2025-10-11T22:43:10.948991,30.0,1
5017179_mlb,5017179,mlb,Kellen  Martin,Kellen ,Martin,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017178_mlb,5017178,mlb,Matt  Carlyon,Matt ,Carlyon,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017176_mlb,5017176,mlb,Frank Nigro,Frank,Nigro,C,81.0,False,200.0,75.0,28.0,1997-08-01T07:00Z,,Stony Point,NY,United States,,,,,,,,MIN,2025-10-11T22:43:10.948991,,1
5017175_mlb,5017175,mlb,Carlos Aguiar,Carlos,Aguiar,LF,31.0,False,175.0,74.0,24.0,2001-08-28T07:00Z,,Valencia,,Venezuela,,,,,,,,MIN,2025-10-11T22:43:10.948991,,1
5017174_mlb,5017174,mlb,Cesar Calderon,Cesar,Calderon,SS,54.0,False,170.0,74.0,23.0,2001-11-01T08:00Z,,Santo Domingo,,Dominican Republic,,,,,,,,DET,2025-10-11T22:43:10.948991,,1
5017173_mlb,5017173,mlb,Sean  Cassidy,Sean ,Cassidy,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
5017107_mlb,5017107,mlb,Jace Avina,Jace,Avina,LF,77.0,False,180.0,71.0,22.0,2003-06-06T07:00Z,,Reno,NV,United States,,,,,,,,NYY,2025-10-11T22:43:10.948991,,1
