uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,is_latest
7435_nfl,7435,nfl,Leonard Renfro,Leonard,Renfro,DT,,False,291.0,74.0,55.0,1970-06-29T07:00Z,2.0,Detroit,MI,,1993.0,Colorado,38.0,direct,,,,,PHI,2025-10-11T16:21:53.132055,1
4361308_nfl,4361308,nfl,Ross Reiter,Ross,Reiter,LS,,False,235.0,72.0,,,,Phoenix,AZ,USA,,Colorado State,36.0,collegeAthlete,,,,,NE,2025-10-11T16:21:53.132055,1
16834_nfl,16834,nfl,Trevor Reilly,Trevor,Reilly,LB,51.0,False,240.0,77.0,37.0,1988-01-17T08:00Z,3.0,Valley Center,CA,,2014.0,Utah,254.0,collegeAthlete,2014.0,7.0,233.0,NYJ,NE,2025-10-11T16:21:53.132055,1
2507413_nfl,2507413,nfl,Mike Reilly,Mike,Reilly,LB,57.0,False,261.0,75.0,33.0,1991-12-14T08:00Z,,,,,2016.0,William & Mary,2729.0,collegeAthlete,,,,,PIT,2025-10-11T16:21:53.132055,1
2974328_nfl,2974328,nfl,Brandon Reilly,Brandon,Reilly,WR,83.0,False,200.0,74.0,32.0,1993-09-24T07:00Z,1.0,Grand Island,NE,,2017.0,Nebraska,158.0,collegeAthlete,,,,,PIT,2025-10-11T16:21:53.132055,1
14930_nfl,14930,nfl,Riley Reiff,Riley,Reiff,OT,74.0,False,310.0,78.0,36.0,1988-12-01T08:00Z,12.0,Parkston,SD,USA,2012.0,Iowa,2294.0,collegeAthlete,2012.0,1.0,23.0,DET,NE,2025-10-11T16:21:53.132055,1
4251125_nfl,4251125,nfl,Winston Reid,Winston,Reid,LB,59.0,False,225.0,72.0,26.0,1999-08-03T07:00Z,2.0,West Jordan,UT,USA,,Weber State,2692.0,collegeAthlete,,,,,CLE,2025-10-11T16:21:53.132055,1
9681_nfl,9681,nfl,Willie Reid,Willie,Reid,WR,,False,192.0,70.0,43.0,1982-09-19T07:00Z,4.0,Kathleen,GA,,2006.0,Florida State,52.0,collegeAthlete,2006.0,3.0,95.0,PIT,PIT,2025-10-11T16:21:53.132055,1
4686342_nfl,4686342,nfl,Trevor Reid,Trevor,Reid,OT,,False,307.0,77.0,25.0,2000-04-28T07:00Z,,Griffin,GA,USA,,Louisville,97.0,collegeAthlete,,,,,MIN,2025-10-11T16:21:53.132055,1
1712_nfl,1712,nfl,Spencer Reid,Spencer,Reid,LB,,False,247.0,73.0,49.0,1976-02-08T08:00Z,3.0,,,American Samoa,,Connecticut College,39.0,direct,,,,,IND,2025-10-11T16:21:53.132055,1
3060187_nfl,3060187,nfl,Austin Rehkow,Austin,Rehkow,P,5.0,False,208.0,75.0,30.0,1995-03-17T08:00Z,,,,,2018.0,Idaho,70.0,collegeAthlete,,,,,IND,2025-10-11T16:21:53.132055,1
5748_nfl,5748,nfl,Jacques Reeves,Jacques,Reeves,CB,35.0,False,188.0,71.0,43.0,1982-10-08T07:00Z,6.0,Lancaster,TX,,2004.0,Purdue,2509.0,collegeAthlete,2004.0,7.0,223.0,DAL,KC,2025-10-11T16:21:53.132055,1
15860_nfl,15860,nfl,Jordan Reed,Jordan,Reed,TE,81.0,False,242.0,74.0,35.0,1990-07-03T07:00Z,8.0,New London,CT,USA,2013.0,Florida,57.0,collegeAthlete,2013.0,3.0,85.0,WSH,SF,2025-10-11T16:21:53.132055,1
16697_nfl,16697,nfl,Jeremy Reeves,Jeremy,Reeves,DB,41.0,False,176.0,67.0,36.0,1989-09-15T07:00Z,1.0,,,,2014.0,Iowa State,66.0,collegeAthlete,,,,,NYJ,2025-10-11T16:21:53.132055,1
2100_nfl,2100,nfl,John Reeves,John,Reeves,LB,52.0,False,236.0,75.0,50.0,1975-02-23T08:00Z,2.0,Bradenton,FL,,,Purdue,2509.0,direct,,,,,SD,2025-10-11T16:21:53.132055,1
15152_nfl,15152,nfl,Micanor Regis,Micanor,Regis,DT,72.0,False,330.0,75.0,35.0,1989-11-03T08:00Z,1.0,,,,2012.0,Miami,2390.0,collegeAthlete,,,,,CAR,2025-10-11T16:21:53.132055,1
4399_nfl,4399,nfl,Jeff Reed,Jeff,Reed,PK,,False,225.0,71.0,46.0,1979-04-09T08:00Z,10.0,Kansas City,MO,,2002.0,North Carolina,153.0,collegeAthlete,,,,,PIT,2025-10-11T16:21:53.132055,1
13999_nfl,13999,nfl,Jah Reid,Jah,Reid,OT,75.0,False,325.0,79.0,37.0,1988-07-21T07:00Z,7.0,Kissimmee,FL,,2011.0,UCF,2116.0,collegeAthlete,2011.0,3.0,85.0,BAL,HOU,2025-10-11T16:21:53.132055,1
3148929_nfl,3148929,nfl,Sammis Reyes,Sammis,Reyes,TE,48.0,False,240.0,79.0,29.0,1995-10-19T07:00Z,2.0,Santiago,,Chile,,Loyola New Orleans,100.0,direct,,,,,MIN,2025-10-11T16:21:53.132055,1
2578314_nfl,2578314,nfl,Jake Reed,Jake,Reed,C,69.0,False,298.0,75.0,33.0,1992-08-26T07:00Z,,,,,2016.0,Indiana,84.0,collegeAthlete,,,,,ATL,2025-10-11T16:21:53.132055,1
4876995_nfl,4876995,nfl,Ja'seem Reed,Ja'seem,Reed,WR,88.0,False,195.0,74.0,22.0,2003-03-21T08:00Z,,Thousand Oaks,CA,USA,,San Diego,301.0,collegeAthlete,,,,,CAR,2025-10-11T16:21:53.132055,1
4691043_nfl,4691043,nfl,Nikko Reed,Nikko,Reed,CB,46.0,True,180.0,70.0,22.0,2003-03-03T08:00Z,,Oakland,CA,USA,,Oregon,2483.0,collegeAthlete,,,,,LAC,2025-10-11T16:21:53.132055,1
12717_nfl,12717,nfl,Nick Reed,Nick,Reed,DE,66.0,False,250.0,74.0,38.0,1987-09-01T07:00Z,3.0,Oakland,CA,,2009.0,Oregon,2483.0,collegeAthlete,2009.0,7.0,247.0,SEA,MIN,2025-10-11T16:21:53.132055,1
7864_nfl,7864,nfl,Michael Reed,Michael,Reed,DB,31.0,False,180.0,69.0,53.0,1972-08-16T07:00Z,2.0,Wilmington,DE,,1995.0,Boston College,103.0,direct,,,,,CAR,2025-10-11T16:21:53.132055,1
2986493_nfl,2986493,nfl,Marcus Reed,Marcus,Reed,OL,62.0,False,345.0,75.0,33.0,1992-06-16T07:00Z,,,,,2015.0,Fayetteville State,2220.0,direct,,,,,KC,2025-10-11T16:21:53.132055,1
3124634_nfl,3124634,nfl,Malik Reed,Malik,Reed,LB,47.0,False,235.0,74.0,29.0,1996-08-05T07:00Z,5.0,Dothan,AL,USA,2019.0,Nevada,2440.0,collegeAthlete,,,,,MIA,2025-10-11T16:21:53.132055,1
2972090_nfl,2972090,nfl,Kalan Reed,Kalan,Reed,CB,39.0,False,199.0,71.0,31.0,1993-12-29T08:00Z,3.0,Dallas,TX,,2016.0,Southern Miss,2572.0,collegeAthlete,2016.0,7.0,253.0,TEN,SEA,2025-10-11T16:21:53.132055,1
3121655_nfl,3121655,nfl,Justus Reed,Justus,Reed,DE,79.0,False,255.0,75.0,,,,Clearwater,FL,USA,,Virginia Tech,259.0,collegeAthlete,,,,,WSH,2025-10-11T16:21:53.132055,1
3564_nfl,3564,nfl,Josh Reed,Josh,Reed,WR,,False,210.0,70.0,45.0,1980-05-01T07:00Z,9.0,Rayne,LA,USA,2002.0,LSU,99.0,collegeAthlete,2002.0,2.0,36.0,BUF,BUF,2025-10-11T16:21:53.132055,1
3044729_nfl,3044729,nfl,Jalen Reeves-Maybin,Jalen,Reeves-Maybin,LB,42.0,False,226.0,73.0,30.0,1995-01-31T08:00Z,8.0,Clarksville,TN,USA,2017.0,Tennessee,2633.0,collegeAthlete,2017.0,4.0,124.0,DET,DET,2025-10-11T16:21:53.132055,1
5208436_nfl,5208436,nfl,Louis Rees-Zammit,Louis,Rees-Zammit,WR,89.0,False,209.0,74.0,24.0,2001-02-02T08:00Z,1.0,Penarth,,Wales,,,,,,,,,JAX,2025-10-11T16:21:53.132055,1
3929653_nfl,3929653,nfl,John Reid,John,Reid,CB,,False,187.0,70.0,29.0,1996-05-15T07:00Z,4.0,Mount Laurel,NJ,USA,2020.0,Penn State,213.0,collegeAthlete,2020.0,4.0,141.0,HOU,MIN,2025-10-11T16:21:53.132055,1
8198_nfl,8198,nfl,Albert Reese,Albert,Reese,DT,71.0,False,275.0,78.0,52.0,1973-04-29T08:00Z,1.0,Mobile,AL,,,Grambling,2755.0,direct,,,,,SF,2025-10-11T16:21:53.132055,1
17032_nfl,17032,nfl,Bernard Reedy,Bernard,Reedy,WR,18.0,False,175.0,68.0,33.0,1991-12-31T08:00Z,2.0,,,,2014.0,Toledo,2649.0,collegeAthlete,,,,,TB,2025-10-11T16:21:53.132055,1
4362249_nfl,4362249,nfl,Jayden Reed,Jayden,Reed,WR,11.0,False,187.0,71.0,25.0,2000-04-28T07:00Z,3.0,Naperville,IL,USA,,Michigan State,127.0,collegeAthlete,2023.0,2.0,50.0,GB,GB,2025-10-11T16:21:53.132055,1
16542_nfl,16542,nfl,Jarvis Reed,Jarvis,Reed,LB,47.0,False,245.0,73.0,35.0,1990-07-12T07:00Z,,,,,2013.0,Prairie View A&M,2504.0,direct,,,,,GB,2025-10-11T16:21:53.132055,1
16696_nfl,16696,nfl,Greg Reid,Greg,Reid,DB,39.0,False,190.0,68.0,35.0,1990-09-08T07:00Z,,,,,2014.0,Florida State,52.0,collegeAthlete,,,,,LAR,2025-10-11T16:21:53.132055,1
2755_nfl,2755,nfl,James Reed,James,Reed,DT,,False,286.0,72.0,48.0,1977-02-03T08:00Z,8.0,Saginaw,MI,,2001.0,Iowa State,66.0,collegeAthlete,2001.0,7.0,206.0,NYJ,KC,2025-10-11T16:21:53.132055,1
2466016_nfl,2466016,nfl,Greg Reid,Greg,Reid,DB,39.0,False,190.0,68.0,,,,Valdosta,GA,USA,,Florida State,52.0,collegeAthlete,,,,,LAR,2025-10-11T16:21:53.132055,1
6633_nfl,6633,nfl,Walter Reeves,Walter,Reeves,TE,46.0,False,270.0,76.0,59.0,1965-12-16T08:00Z,8.0,Eufaula,AL,,1989.0,Auburn,2.0,direct,,,,,SD,2025-10-11T16:21:53.132055,1
16824_nfl,16824,nfl,Tevin Reese,Tevin,Reese,WR,16.0,False,170.0,71.0,34.0,1991-01-02T08:00Z,1.0,,,,2014.0,Baylor,239.0,collegeAthlete,2014.0,7.0,240.0,SD,CIN,2025-10-11T16:21:53.132055,1
8165_nfl,8165,nfl,Jerry Reese,Jerry,Reese,WR,81.0,False,190.0,71.0,52.0,1973-03-18T08:00Z,1.0,Berkeley,CA,,,Heidelberg,191.0,direct,,,,,BUF,2025-10-11T16:21:53.132055,1
15227_nfl,15227,nfl,Antwuan Reed,Antwuan,Reed,CB,34.0,False,190.0,70.0,35.0,1989-11-29T08:00Z,,,,,2012.0,Pittsburgh,221.0,collegeAthlete,,,,,CLE,2025-10-11T16:21:53.132055,1
6_nfl,6,nfl,Andre Reed,Andre,Reed,WR,84.0,False,190.0,74.0,61.0,1964-01-29T08:00Z,16.0,Allentown,PA,,1985.0,Kutztown,2315.0,direct,,,,,WSH,2025-10-11T16:21:53.132055,1
3051861_nfl,3051861,nfl,Jason Reese,Jason,Reese,TE,48.0,False,250.0,77.0,30.0,1995-09-09T07:00Z,,,,,2018.0,Missouri,142.0,collegeAthlete,,,,,CAR,2025-10-11T16:21:53.132055,1
1576_nfl,1576,nfl,Izell Reese,Izell,Reese,FS,43.0,False,195.0,74.0,51.0,1974-05-07T07:00Z,7.0,Dothan,AL,,1998.0,California State Uni,501.0,direct,,,,,BUF,2025-10-11T16:21:53.132055,1
1535_nfl,1535,nfl,Ike Reese,Ike,Reese,LB,98.0,False,222.0,74.0,51.0,1973-10-16T07:00Z,9.0,Jacksonville,NC,,1998.0,Michigan State,127.0,direct,,,,,ATL,2025-10-11T16:21:53.132055,1
4034956_nfl,4034956,nfl,David Reese,David,Reese,LB,49.0,False,238.0,73.0,27.0,1997-12-16T08:00Z,,Fort Pierce,FL,USA,2020.0,Florida,57.0,collegeAthlete,,,,,MIN,2025-10-11T16:21:53.132055,1
2530757_nfl,2530757,nfl,Josh Reese,Josh,Reese,WR,89.0,False,180.0,72.0,34.0,1991-01-03T08:00Z,,,,,2015.0,UCF,2116.0,collegeAthlete,,,,,PHI,2025-10-11T16:21:53.132055,1
14028_nfl,14028,nfl,Stevan Ridley,Stevan,Ridley,RB,22.0,False,220.0,71.0,36.0,1989-01-27T08:00Z,6.0,Natchez,MS,,2011.0,LSU,99.0,collegeAthlete,2011.0,3.0,73.0,NE,PIT,2025-10-11T16:21:53.132055,1
17035_nfl,17035,nfl,Alvin Scioneaux,Alvin,Scioneaux,LB,48.0,False,232.0,74.0,34.0,1991-05-02T07:00Z,,,,,2014.0,Wofford,2747.0,collegeAthlete,,,,,LAC,2025-10-11T16:21:53.132055,1
3548_nfl,3548,nfl,Javon Walker,Javon,Walker,WR,,False,209.0,75.0,46.0,1978-10-14T07:00Z,9.0,Lafayette,LA,USA,2002.0,Florida State,52.0,collegeAthlete,2002.0,1.0,20.0,GB,OAK,2025-10-11T16:21:53.132055,1
7279_nfl,7279,nfl,Tyrone Rodgers,Tyrone,Rodgers,DT,,False,266.0,75.0,56.0,1969-04-27T08:00Z,3.0,Longview,TX,,,Washington,264.0,direct,,,,,SEA,2025-10-11T16:21:53.132055,1
6929_nfl,6929,nfl,Tracy Darin Rogers,Tracy,Rogers,LB,52.0,False,240.0,74.0,58.0,1967-08-13T07:00Z,7.0,Taft,CA,,1989.0,Fresno State,278.0,direct,,,,,KC,2025-10-11T16:21:53.132055,1
3052894_nfl,3052894,nfl,Isaac Rochell,Isaac,Rochell,DE,96.0,False,280.0,76.0,30.0,1995-04-22T07:00Z,6.0,Mcdonough,GA,USA,2017.0,Notre Dame,87.0,collegeAthlete,2017.0,7.0,225.0,LAC,LV,2025-10-11T16:21:53.132055,1
16786_nfl,16786,nfl,Richard Rodgers,Richard,Rodgers,TE,82.0,False,257.0,76.0,33.0,1992-01-22T08:00Z,7.0,Worcester,MA,USA,2014.0,California,25.0,collegeAthlete,2014.0,3.0,98.0,GB,LAC,2025-10-11T16:21:53.132055,1
13444_nfl,13444,nfl,Zac Robinson,Zac,Robinson,QB,5.0,False,218.0,75.0,39.0,1986-09-29T07:00Z,2.0,Littleton,CO,USA,2010.0,Oklahoma State,197.0,collegeAthlete,2010.0,7.0,250.0,NE,CIN,2025-10-11T16:21:53.132055,1
8451_nfl,8451,nfl,Shaun Cody,Shaun,Cody,DT,95.0,False,307.0,76.0,42.0,1983-01-22T08:00Z,8.0,,,,2005.0,USC,30.0,collegeAthlete,2005.0,2.0,37.0,DET,HOU,2025-10-11T16:21:53.132055,1
4877817_nfl,4877817,nfl,Jailin Walker,Jailin,Walker,LB,57.0,False,219.0,72.0,,,,Richmond,VA,USA,,Indiana,84.0,collegeAthlete,,,,,LV,2025-10-11T16:21:53.132055,1
5206_nfl,5206,nfl,Travaris Robinson,Travaris,Robinson,DB,39.0,False,193.0,70.0,44.0,1981-09-01T07:00Z,2.0,Miami,FL,,,Auburn,2.0,collegeAthlete,,,,,ATL,2025-10-11T16:21:53.132055,1
1154_nfl,1154,nfl,Jay Riemersma,Jay,Riemersma,TE,85.0,False,256.0,77.0,52.0,1973-05-17T07:00Z,9.0,Evansville,IN,,1996.0,Michigan,130.0,direct,,,,,PIT,2025-10-11T16:21:53.132055,1
4428367_nfl,4428367,nfl,Tayvion Robinson,Tayvion,Robinson,WR,39.0,False,191.0,70.0,,,,Virginia Beach,VA,USA,,Kentucky,96.0,collegeAthlete,,,,,CAR,2025-10-11T16:21:53.132055,1
4690179_nfl,4690179,nfl,Tavius Robinson,Tavius,Robinson,LB,95.0,True,262.0,78.0,26.0,1999-01-03T08:00Z,3.0,Guelph,ON,Canada,,Ole Miss,145.0,collegeAthlete,2023.0,4.0,124.0,BAL,BAL,2025-10-11T16:21:53.132055,1
3049337_nfl,3049337,nfl,Simeyon Robinson,Simeyon,Robinson,DT,74.0,False,265.0,74.0,,,,,,,2018.0,James Madison,256.0,collegeAthlete,,,,,CIN,2025-10-11T16:21:53.132055,1
10562_nfl,10562,nfl,Ryne Robinson,Ryne,Robinson,WR,10.0,False,179.0,69.0,40.0,1984-11-04T08:00Z,3.0,Toledo,OH,,2007.0,Miami (OH),193.0,collegeAthlete,2007.0,4.0,118.0,CAR,CAR,2025-10-11T16:21:53.132055,1
16531_nfl,16531,nfl,Ryan Robinson,Ryan,Robinson,DE,44.0,False,255.0,76.0,34.0,1990-12-09T08:00Z,2.0,Charleston,SC,,2013.0,Oklahoma State,197.0,collegeAthlete,,,,,SEA,2025-10-11T16:21:53.132055,1
3042718_nfl,3042718,nfl,Rashard Robinson,Rashard,Robinson,CB,28.0,False,177.0,73.0,30.0,1995-07-23T07:00Z,6.0,Pompano Beach,FL,USA,2016.0,LSU,99.0,collegeAthlete,2016.0,4.0,133.0,SF,TB,2025-10-11T16:21:53.132055,1
10698_nfl,10698,nfl,Ramzee Robinson,Ramzee,Robinson,CB,38.0,False,190.0,70.0,41.0,1984-02-20T08:00Z,3.0,Huntsville,AL,,2007.0,Alabama,333.0,collegeAthlete,2007.0,7.0,255.0,DET,DEN,2025-10-11T16:21:53.132055,1
10441_nfl,10441,nfl,Sav Rocca,Sav,Rocca,P,6.0,False,263.0,77.0,51.0,1973-11-20T08:00Z,7.0,,,Australia,2007.0,,,,,,,,WSH,2025-10-11T16:21:53.132055,1
4569587_nfl,4569587,nfl,Wan'Dale Robinson,Wan'Dale,Robinson,WR,17.0,True,185.0,68.0,24.0,2001-01-05T08:00Z,4.0,Frankfort,KY,USA,,Kentucky,96.0,collegeAthlete,2022.0,2.0,43.0,NYG,NYG,2025-10-11T16:21:53.132055,1
11935_nfl,11935,nfl,Will Robinson,Will,Robinson,OT,70.0,False,305.0,77.0,40.0,1984-12-20T08:00Z,4.0,Monterey Park,CA,,2008.0,San Diego State,21.0,collegeAthlete,,,,,NO,2025-10-11T16:21:53.132055,1
3917006_nfl,3917006,nfl,Reggie Robinson II,Reggie,Robinson II,CB,31.0,False,200.0,73.0,28.0,1997-04-14T07:00Z,3.0,Cleburne,TX,USA,2020.0,Tulsa,202.0,collegeAthlete,2020.0,4.0,123.0,DAL,CLE,2025-10-11T16:21:53.132055,1
2977608_nfl,2977608,nfl,James Ross,James,Ross,LB,59.0,False,232.0,73.0,31.0,1994-06-26T07:00Z,,,,,2016.0,Michigan,130.0,collegeAthlete,,,,,LAC,2025-10-11T16:21:53.132055,1
6961_nfl,6961,nfl,John Roper,John,Roper,LB,,False,228.0,73.0,60.0,1965-10-04T07:00Z,5.0,Houston,TX,,1989.0,Texas A&M,245.0,direct,,,,,DAL,2025-10-11T16:21:53.132055,1
4429019_nfl,4429019,nfl,Marcus Rosemy-Jacksaint,Marcus,Rosemy-Jacksaint,WR,43.0,False,205.0,73.0,23.0,2002-01-08T08:00Z,,Pompano Beach,FL,USA,,Georgia,61.0,collegeAthlete,,,,,PHI,2025-10-11T16:21:53.132055,1
2517074_nfl,2517074,nfl,Jake Rodgers,Jake,Rodgers,OT,76.0,False,320.0,78.0,34.0,1991-09-10T07:00Z,2.0,Spokane,WA,,2015.0,Eastern Washington,331.0,collegeAthlete,2015.0,7.0,225.0,ATL,BAL,2025-10-11T16:21:53.132055,1
15131_nfl,15131,nfl,James Rodgers,James,Rodgers,WR,18.0,False,188.0,67.0,36.0,1988-12-20T08:00Z,1.0,Richmond,TX,,2012.0,Oregon State,204.0,collegeAthlete,,,,,ATL,2025-10-11T16:21:53.132055,1
16158_nfl,16158,nfl,Jordan Rodgers,Jordan,Rodgers,QB,,False,212.0,73.0,37.0,1988-08-30T07:00Z,,,,,2013.0,Vanderbilt,238.0,collegeAthlete,,,,,TB,2025-10-11T16:21:53.132055,1
3048915_nfl,3048915,nfl,Na'Ty Rodgers,Na'Ty,Rodgers,OL,69.0,False,302.0,77.0,,,,,,,,Houston,248.0,collegeAthlete,,,,,TB,2025-10-11T16:21:53.132055,1
10546_nfl,10546,nfl,Brian Robison,Brian,Robison,DE,96.0,False,259.0,75.0,42.0,1983-04-27T07:00Z,12.0,Houston,TX,,2007.0,Texas,251.0,collegeAthlete,2007.0,4.0,102.0,MIN,MIN,2025-10-11T16:21:53.132055,1
12592_nfl,12592,nfl,Brian Robiskie,Brian,Robiskie,WR,17.0,False,212.0,76.0,37.0,1987-12-03T08:00Z,6.0,Los Angeles,CA,,2009.0,Ohio State,194.0,collegeAthlete,2009.0,2.0,36.0,CLE,TEN,2025-10-11T16:21:53.132055,1
16532_nfl,16532,nfl,Andrew Robiskie,Andrew,Robiskie,C,66.0,False,297.0,73.0,36.0,1989-05-18T07:00Z,,,,,2013.0,Western Illinois,2710.0,collegeAthlete,,,,,LV,2025-10-11T16:21:53.132055,1
13638_nfl,13638,nfl,Jay Ross,Jay,Ross,DT,69.0,False,319.0,75.0,38.0,1987-10-03T07:00Z,1.0,Wilmington,NC,,2010.0,East Carolina,151.0,collegeAthlete,,,,,BUF,2025-10-11T16:21:53.132055,1
2982839_nfl,2982839,nfl,John Robinson-Woodgett,John,Robinson-Woodgett,FB,42.0,False,247.0,73.0,32.0,1993-08-01T07:00Z,,,,,2017.0,Massachusetts,113.0,collegeAthlete,,,,,NO,2025-10-11T16:21:53.132055,1
324_nfl,324,nfl,Eddie Robinson Jr.,Eddie,Robinson Jr.,LB,55.0,False,243.0,73.0,55.0,1970-04-13T08:00Z,11.0,New Orleans,LA,USA,1992.0,Alabama State,2011.0,direct,,,,,BUF,2025-10-11T16:21:53.132055,1
4241474_nfl,4241474,nfl,Brian Robinson Jr.,Brian,Robinson Jr.,RB,3.0,True,225.0,73.0,26.0,1999-03-22T08:00Z,4.0,Tuscaloosa,AL,USA,,Alabama,333.0,collegeAthlete,2022.0,3.0,98.0,WSH,SF,2025-10-11T16:21:53.132055,1
2983209_nfl,2983209,nfl,Chester Rogers,Chester,Rogers,WR,80.0,False,180.0,73.0,31.0,1994-01-12T08:00Z,6.0,Huntsville,AL,USA,2016.0,Grambling,2755.0,collegeAthlete,,,,,CLE,2025-10-11T16:21:53.132055,1
7358_nfl,7358,nfl,Rafael Robinson,Rafael,Robinson,DB,37.0,False,200.0,71.0,56.0,1969-06-19T07:00Z,6.0,Marshall,TX,,,Wisconsin,275.0,direct,,,,,TEN,2025-10-11T16:21:53.132055,1
4692048_nfl,4692048,nfl,Que Robinson,Que,Robinson,LB,51.0,True,243.0,76.0,24.0,2001-05-12T07:00Z,,Birmingham,AL,USA,,Alabama,333.0,collegeAthlete,2025.0,4.0,134.0,DEN,DEN,2025-10-11T16:21:53.132055,1
13238_nfl,13238,nfl,Patrick Robinson,Patrick,Robinson,CB,21.0,False,191.0,71.0,38.0,1987-09-07T07:00Z,12.0,Miami,FL,USA,2010.0,Florida State,52.0,collegeAthlete,2010.0,1.0,32.0,NO,NO,2025-10-11T16:21:53.132055,1
4567095_nfl,4567095,nfl,Keilan Robinson,Keilan,Robinson,RB,,False,191.0,68.0,25.0,2000-02-16T08:00Z,2.0,Washington,DC,USA,,Texas,251.0,collegeAthlete,2024.0,5.0,167.0,JAX,NYJ,2025-10-11T16:21:53.132055,1
2512549_nfl,2512549,nfl,Matt Robinson,Matt,Robinson,LB,,False,245.0,75.0,33.0,1991-12-31T08:00Z,,,,,2015.0,Maryland,120.0,collegeAthlete,,,,,JAX,2025-10-11T16:21:53.132055,1
3151089_nfl,3151089,nfl,K Robinson,K,Robinson,LB,52.0,False,238.0,75.0,,,3.0,,,,,,,,,,,,WSH,2025-10-11T16:21:53.132055,1
7415_nfl,7415,nfl,Patrick Robinson,Patrick,Robinson,WR,,False,176.0,68.0,56.0,1969-10-03T07:00Z,2.0,Memphis,TN,,1993.0,Tennessee State,2634.0,direct,,,,,ARI,2025-10-11T16:21:53.132055,1
14948_nfl,14948,nfl,Josh Robinson,Josh,Robinson,CB,29.0,False,200.0,70.0,34.0,1991-01-08T08:00Z,8.0,Fort Lauderdale,FL,,2012.0,UCF,2116.0,collegeAthlete,2012.0,3.0,66.0,MIN,JAX,2025-10-11T16:21:53.132055,1
4249342_nfl,4249342,nfl,Mark Robinson,Mark,Robinson,LB,45.0,True,235.0,71.0,26.0,1999-08-14T07:00Z,4.0,Leesburg,GA,USA,,Ole Miss,145.0,collegeAthlete,2022.0,7.0,225.0,PIT,NYJ,2025-10-11T16:21:53.132055,1
1349_nfl,1349,nfl,Bryan Robinson,Bryan,Robinson,DT,97.0,False,304.0,76.0,51.0,1974-06-22T07:00Z,14.0,Toledo,OH,USA,1997.0,Fresno State,278.0,direct,,,,,ARI,2025-10-11T16:21:53.132055,1
5535_nfl,5535,nfl,Dunta Robinson,Dunta,Robinson,CB,21.0,False,183.0,70.0,43.0,1982-04-11T08:00Z,10.0,Athens,GA,,2004.0,South Carolina,2579.0,collegeAthlete,2004.0,1.0,10.0,HOU,KC,2025-10-11T16:21:53.132055,1
456_nfl,456,nfl,Jeff Robinson,Jeff,Robinson,LS,49.0,False,250.0,76.0,55.0,1970-02-20T08:00Z,16.0,Kennewick,WA,,1993.0,Idaho,70.0,direct,1993.0,4.0,98.0,DEN,SEA,2025-10-11T16:21:53.132055,1
4035604_nfl,4035604,nfl,Janarius Robinson,Janarius,Robinson,DE,98.0,False,263.0,77.0,27.0,1998-05-04T07:00Z,5.0,Panama City,FL,USA,,Florida State,52.0,collegeAthlete,2021.0,4.0,134.0,MIN,KC,2025-10-11T16:21:53.132055,1
4430411_nfl,4430411,nfl,Jammie Robinson,Jammie,Robinson,S,,False,200.0,71.0,24.0,2001-01-24T08:00Z,3.0,Cordele,GA,USA,,Florida State,52.0,collegeAthlete,2023.0,5.0,145.0,CAR,KC,2025-10-11T16:21:53.132055,1
4052042_nfl,4052042,nfl,James Robinson,James,Robinson,RB,26.0,False,219.0,69.0,27.0,1998-08-09T07:00Z,4.0,Rockford,IL,USA,2020.0,Illinois State,2287.0,collegeAthlete,,,,,NO,2025-10-11T16:21:53.132055,1
2574024_nfl,2574024,nfl,Jamal Robinson,Jamal,Robinson,WR,19.0,False,205.0,76.0,32.0,1993-01-13T08:00Z,1.0,New Orleans,LA,,2016.0,Louisiana,309.0,collegeAthlete,,,,,JAX,2025-10-11T16:21:53.132055,1
4612272_nfl,4612272,nfl,Jakob Robinson,Jakob,Robinson,CB,49.0,False,181.0,70.0,25.0,2000-10-04T07:00Z,,Orem,UT,USA,,BYU,252.0,collegeAthlete,,,,,SF,2025-10-11T16:21:53.132055,1
3138756_nfl,3138756,nfl,Jaelin Robinson,Jaelin,Robinson,OT,65.0,False,325.0,78.0,30.0,1995-01-08T08:00Z,,,,,2019.0,Temple,218.0,collegeAthlete,,,,,ATL,2025-10-11T16:21:53.132055,1
4374032_nfl,4374032,nfl,Jaden Robinson,Jaden,Robinson,CB,33.0,False,193.0,72.0,24.0,2000-11-14T08:00Z,,Auburn,WA,USA,,Oregon State,204.0,collegeAthlete,,,,,DEN,2025-10-11T16:21:53.132055,1
5082541_nfl,5082541,nfl,Marquise Robinson,Marquise,Robinson,CB,28.0,False,192.0,72.0,23.0,2002-07-16T07:00Z,,Crosby,MS,USA,,Arkansas,8.0,collegeAthlete,,,,,BAL,2025-10-11T16:21:53.132055,1
4241889_nfl,4241889,nfl,Kenny Robinson,Kenny,Robinson,S,41.0,False,200.0,74.0,26.0,1999-01-08T08:00Z,3.0,Wilkinsburg,PA,USA,2020.0,West Virginia,277.0,collegeAthlete,2020.0,5.0,152.0,CAR,PIT,2025-10-11T16:21:53.132055,1
