uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,is_latest
4063268_nhl,4063268,nhl,Dillon Dube,Dillon,Dube,C,29.0,False,185.0,71.0,27.0,1998-07-20T07:00Z,6.0,Golden,BC,CAN,2018.0,,,,2016.0,2.0,56.0,CGY,CGY,2025-10-11T22:13:50.013680,1
5080173_nhl,5080173,nhl,Sam Rinzel,Sam,Rinzel,D,6.0,True,190.0,77.0,21.0,2004-06-25T07:00Z,,Chanhassen,MN,USA,,,,,2022.0,1.0,25.0,CHI,CHI,2025-10-11T22:13:50.013680,1
4697400_nhl,4697400,nhl,Lukas Reichel,Lukas,Reichel,LW,73.0,True,170.0,72.0,23.0,2002-05-17T07:00Z,5.0,Nuremberg,,GER,2020.0,,,,2020.0,1.0,17.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5080157_nhl,5080157,nhl,Frank Nazar,Frank,Nazar,C,91.0,True,190.0,70.0,21.0,2004-01-14T08:00Z,2.0,Mount Clemens,MI,USA,,,,,2022.0,1.0,13.0,CHI,CHI,2025-10-11T22:13:50.013680,1
4894729_nhl,4894729,nhl,Arvid Soderblom,Arvid,Soderblom,G,40.0,True,180.0,75.0,26.0,1999-08-19T07:00Z,4.0,Goteborg,,SWE,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
4894726_nhl,4894726,nhl,Ethan Del Mastro,Ethan,Del Mastro,D,38.0,False,210.0,76.0,22.0,2003-01-15T08:00Z,2.0,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
4874940_nhl,4874940,nhl,Colton Dach,Colton,Dach,C,34.0,True,196.0,76.0,22.0,2003-01-04T08:00Z,2.0,Fort Saskatchewan,AB,CAN,,,,,2021.0,2.0,62.0,CHI,CHI,2025-10-11T22:13:50.013680,1
4697717_nhl,4697717,nhl,Wyatt Kaiser,Wyatt,Kaiser,D,44.0,True,173.0,72.0,23.0,2002-07-31T07:00Z,3.0,Andover,MN,USA,,Minnesota Duluth,134.0,direct,,,,,CHI,2025-10-11T22:13:50.013680,1
4697681_nhl,4697681,nhl,Louis Crevier,Louis,Crevier,D,46.0,True,228.0,80.0,24.0,2001-05-04T07:00Z,3.0,Quebec City,QC,CAN,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5080227_nhl,5080227,nhl,Ryan Greene,Ryan,Greene,C,20.0,True,195.0,73.0,21.0,2003-10-21T07:00Z,,Paradise Hill,SK,CAN,,,,,2022.0,2.0,57.0,CHI,CHI,2025-10-11T22:13:50.013680,1
4565234_nhl,4565234,nhl,Spencer Knight,Spencer,Knight,G,30.0,True,191.0,75.0,24.0,2001-04-19T07:00Z,4.0,Darien,CT,USA,2019.0,Boston College,103.0,direct,2019.0,1.0,13.0,FLA,CHI,2025-10-11T22:13:50.013680,1
3042062_nhl,3042062,nhl,Jason Dickinson,Jason,Dickinson,C,16.0,True,200.0,74.0,30.0,1995-07-04T07:00Z,10.0,Georgetown,ON,CAN,2016.0,,,,2013.0,1.0,29.0,DAL,CHI,2025-10-11T22:13:50.013680,1
4422415_nhl,4422415,nhl,Ilya Mikheyev,Ilya,Mikheyev,RW,95.0,True,192.0,74.0,31.0,1994-10-10T07:00Z,7.0,Omsk,,RUS,2019.0,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
3944278_nhl,3944278,nhl,Cavan Fitzgerald,Cavan,Fitzgerald,D,79.0,True,190.0,73.0,29.0,1996-08-23T07:00Z,,Boston,MA,USA,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
3942746_nhl,3942746,nhl,Brett Seney,Brett,Seney,LW,62.0,True,156.0,69.0,29.0,1996-02-28T08:00Z,2.0,London,ON,CAN,2018.0,Merrimack,2771.0,direct,2015.0,6.0,157.0,NJ,CHI,2025-10-11T22:13:50.013680,1
3151322_nhl,3151322,nhl,Sam Lafferty,Sam,Lafferty,C,24.0,True,205.0,74.0,30.0,1995-03-06T08:00Z,7.0,Hollidaysburg,PA,USA,2019.0,,,,2014.0,4.0,113.0,PIT,CHI,2025-10-11T22:13:50.013680,1
3115033_nhl,3115033,nhl,Ryan Donato,Ryan,Donato,C,8.0,True,190.0,72.0,29.0,1996-04-09T07:00Z,9.0,Boston,MA,USA,2018.0,Harvard,108.0,direct,2014.0,2.0,56.0,BOS,CHI,2025-10-11T22:13:50.013680,1
3069448_nhl,3069448,nhl,Matt Grzelcyk,Matt,Grzelcyk,D,48.0,True,180.0,70.0,31.0,1994-01-05T08:00Z,9.0,Charlestown,MA,USA,2016.0,Boston University,104.0,direct,2012.0,3.0,85.0,BOS,CHI,2025-10-11T22:13:50.013680,1
4565266_nhl,4565266,nhl,Alex Vlasic,Alex,Vlasic,D,72.0,True,217.0,78.0,24.0,2001-06-05T07:00Z,4.0,Wilmette,IL,USA,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5149125_nhl,5149125,nhl,Connor Bedard,Connor,Bedard,C,98.0,True,185.0,70.0,20.0,2005-07-17T07:00Z,3.0,North Vancouver,BC,CAN,,,,,2023.0,1.0,1.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5206648_nhl,5206648,nhl,Artyom Levshunov,Artyom,Levshunov,D,55.0,True,208.0,74.0,19.0,2005-10-28T07:00Z,2.0,Zhlobin,,BLR,,Michigan State,127.0,direct,2024.0,1.0,2.0,CHI,CHI,2025-10-11T22:13:50.013680,1
2017167_nhl,2017167,nhl,Larry Keenan,Larry,Keenan,LW,,False,175.0,70.0,85.0,1940-10-01T08:00Z,,,,,,,,,,,,,DET,2025-10-11T22:13:50.013680,1
4587945_nhl,4587945,nhl,Joe Snively,Joe,Snively,C,21.0,False,176.0,69.0,29.0,1996-01-01T08:00Z,,Herndon,VA,USA,,Yale,43.0,direct,,,,,DET,2025-10-11T22:13:50.013680,1
5291986_nhl,5291986,nhl,Eddie Genborg,Eddie,Genborg,LW,,False,196.0,74.0,18.0,2007-04-20T07:00Z,,Trollhattan,,SWE,,,,,2025.0,2.0,44.0,DET,DET,2025-10-11T22:13:50.013680,1
5291949_nhl,5291949,nhl,Carter Bear,Carter,Bear,LW,,False,179.0,72.0,18.0,2006-11-04T08:00Z,,Winnipeg,MB,CAN,,,,,2025.0,1.0,13.0,DET,DET,2025-10-11T22:13:50.013680,1
5276295_nhl,5276295,nhl,Eduards Tralmaks,Eduards,Tralmaks,LW,,False,213.0,76.0,28.0,1997-02-17T08:00Z,,Riga,,LAT,,,,,,,,,DET,2025-10-11T22:13:50.013680,1
5262198_nhl,5262198,nhl,Ondrej Becher,Ondrej,Becher,C,,False,187.0,73.0,21.0,2004-02-22T08:00Z,,Ostrava,,CZE,,,,,,,,,DET,2025-10-11T22:13:50.013680,1
5101620_nhl,5101620,nhl,Gage Alexander,Gage,Alexander,G,79.0,False,205.0,78.0,23.0,2002-07-02T07:00Z,,Okotoks,AB,CAN,,,,,2021.0,5.0,148.0,ANA,DET,2025-10-11T22:13:50.013680,1
4697766_nhl,4697766,nhl,Eemil Viro,Eemil,Viro,D,51.0,False,165.0,72.0,23.0,2002-04-03T08:00Z,,Vantaa,,FIN,,,,,2020.0,3.0,70.0,DET,DET,2025-10-11T22:13:50.013680,1
5174104_nhl,5174104,nhl,Mitchell Weeks,Mitchell,Weeks,G,0.0,True,187.0,75.0,24.0,2001-06-22T07:00Z,,Barrie,ON,CAN,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5473_nhl,5473,nhl,Jack Campbell,Jack,Campbell,G,32.0,False,207.0,75.0,33.0,1992-01-09T08:00Z,7.0,Port Huron,MI,USA,2013.0,,,,2010.0,1.0,11.0,DAL,DET,2025-10-11T22:13:50.013680,1
3042056_nhl,3042056,nhl,Tyler Bertuzzi,Tyler,Bertuzzi,LW,59.0,True,200.0,74.0,30.0,1995-02-24T08:00Z,8.0,Sudbury,ON,CAN,2016.0,,,,2013.0,2.0,58.0,DET,CHI,2025-10-11T22:13:50.013680,1
3988835_nhl,3988835,nhl,Nolan Stevens,Nolan,Stevens,C,,False,183.0,75.0,29.0,1996-07-22T07:00Z,,Sea Isle City,NJ,USA,2016.0,Northeastern,111.0,direct,2016.0,5.0,125.0,STL,DET,2025-10-11T22:13:50.013680,1
3024816_nhl,3024816,nhl,Austin Czarnik,Austin,Czarnik,C,21.0,False,175.0,69.0,32.0,1992-12-12T08:00Z,2.0,Washington,MI,USA,2016.0,Miami (OH),193.0,direct,,,,,DET,2025-10-11T22:13:50.013680,1
4587916_nhl,4587916,nhl,Dylan McLaughlin,Dylan,McLaughlin,C,,False,187.0,71.0,30.0,1995-06-02T07:00Z,,Lancaster,NY,USA,,,,,,,,,DET,2025-10-11T22:13:50.013680,1
4588050_nhl,4588050,nhl,Victor Brattstrom,Victor,Brattstrom,G,34.0,False,200.0,77.0,28.0,1997-03-22T08:00Z,,Gothenburg,,SWE,,,,,,,,,DET,2025-10-11T22:13:50.013680,1
3942094_nhl,3942094,nhl,Chase Pearson,Chase,Pearson,C,46.0,False,189.0,74.0,28.0,1997-08-23T07:00Z,,Cornwall,ON,CAN,2015.0,Maine,311.0,direct,2015.0,5.0,140.0,DET,DET,2025-10-11T22:13:50.013680,1
2501172_nhl,2501172,nhl,Carter Rowney,Carter,Rowney,RW,37.0,False,208.0,74.0,36.0,1989-05-10T07:00Z,6.0,Sexsmith,AB,CAN,2017.0,North Dakota,155.0,direct,,,,,DET,2025-10-11T22:13:50.013680,1
4063414_nhl,4063414,nhl,Tim Gettinger,Tim,Gettinger,LW,39.0,False,218.0,78.0,27.0,1998-04-14T07:00Z,2.0,Cleveland,OH,USA,2018.0,,,,2016.0,5.0,141.0,NYR,DET,2025-10-11T22:13:50.013680,1
3042044_nhl,3042044,nhl,Andre Burakovsky,Andre,Burakovsky,LW,28.0,True,203.0,75.0,30.0,1995-02-09T08:00Z,12.0,Klagenfurt,,AUT,2014.0,,,,2013.0,1.0,23.0,WSH,CHI,2025-10-11T22:13:50.013680,1
2592095_nhl,2592095,nhl,Teuvo Teravainen,Teuvo,Teravainen,C,86.0,True,191.0,71.0,31.0,1994-09-11T07:00Z,12.0,Helsinki,,FIN,2014.0,,,,2012.0,1.0,18.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5080209_nhl,5080209,nhl,Paul Ludwinski,Paul,Ludwinski,C,90.0,False,183.0,71.0,21.0,2004-04-23T07:00Z,,Pickering,ON,CAN,,,,,2022.0,2.0,39.0,CHI,CHI,2025-10-11T22:13:50.013680,1
3026526_nhl,3026526,nhl,Laurent Brossoit,Laurent,Brossoit,G,39.0,False,203.0,75.0,32.0,1993-03-23T08:00Z,10.0,Port Alberni,BC,CAN,2015.0,,,,2011.0,6.0,164.0,CGY,CHI,2025-10-11T22:13:50.013680,1
4894731_nhl,4894731,nhl,Taige Harding,Taige,Harding,D,47.0,False,235.0,79.0,,,,St. Albert,AB,CAN,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
4874749_nhl,4874749,nhl,Nolan Allan,Nolan,Allan,D,42.0,False,195.0,74.0,22.0,2003-04-28T07:00Z,,Davidson,SK,CAN,,,,,2021.0,1.0,32.0,CHI,CHI,2025-10-11T22:13:50.013680,1
4812385_nhl,4812385,nhl,Jackson Cates,Jackson,Cates,C,63.0,False,190.0,72.0,28.0,1997-09-28T07:00Z,,Stillwater,MN,USA,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
4697787_nhl,4697787,nhl,Landon Slaggert,Landon,Slaggert,LW,84.0,False,180.0,72.0,23.0,2002-06-25T07:00Z,,South Bend,IN,USA,,Notre Dame,87.0,direct,,,,,CHI,2025-10-11T22:13:50.013680,1
4697450_nhl,4697450,nhl,Drew Commesso,Drew,Commesso,G,33.0,False,180.0,74.0,23.0,2002-07-19T07:00Z,,Norwell,MA,USA,,Boston University,104.0,direct,2020.0,2.0,46.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5103278_nhl,5103278,nhl,Ryan Mast,Ryan,Mast,D,58.0,False,213.0,77.0,22.0,2003-01-14T08:00Z,,Bloomfield Hills,MI,USA,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
4392367_nhl,4392367,nhl,Artur Kayumov,Artur,Kayumov,D,,False,176.0,71.0,27.0,1998-02-14T08:00Z,,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5103701_nhl,5103701,nhl,Samuel Savoie,Samuel,Savoie,LW,67.0,False,189.0,70.0,21.0,2004-03-25T08:00Z,,Dalhousie,NB,CAN,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5080148_nhl,5080148,nhl,Kevin Korchinski,Kevin,Korchinski,D,14.0,False,185.0,73.0,21.0,2004-06-21T07:00Z,,Saskatoon,SK,CAN,,,,,2022.0,1.0,7.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5162_nhl,5162,nhl,TJ Brodie,TJ,Brodie,D,78.0,False,187.0,74.0,35.0,1990-06-07T07:00Z,14.0,Chatham,ON,CAN,2010.0,,,,2008.0,4.0,114.0,CGY,CHI,2025-10-11T22:13:50.013680,1
3927_nhl,3927,nhl,Alec Martinez,Alec,Martinez,D,25.0,False,210.0,73.0,38.0,1987-07-26T07:00Z,15.0,Rochester Hills,MI,USA,2009.0,Miami (OH),193.0,direct,2007.0,4.0,95.0,LA,CHI,2025-10-11T22:13:50.013680,1
3853_nhl,3853,nhl,Pat Maroon,Pat,Maroon,LW,77.0,False,234.0,75.0,37.0,1988-04-23T07:00Z,13.0,St. Louis,MO,USA,2011.0,,,,2007.0,6.0,161.0,PHI,CHI,2025-10-11T22:13:50.013680,1
2278_nhl,2278,nhl,Shea Weber,Shea,Weber,D,6.0,False,229.0,76.0,40.0,1985-08-14T07:00Z,16.0,Sicamous,BC,CAN,2006.0,,,,2003.0,2.0,49.0,NSH,CHI,2025-10-11T22:13:50.013680,1
5291967_nhl,5291967,nhl,Mason West,Mason,West,C,,False,218.0,78.0,18.0,2007-08-03T07:00Z,,Edina,MN,USA,,,,,2025.0,1.0,29.0,CHI,CHI,2025-10-11T22:13:50.013680,1
4197161_nhl,4197161,nhl,Joey Anderson,Joey,Anderson,RW,22.0,False,207.0,72.0,27.0,1998-06-19T07:00Z,1.0,Roseville,MN,USA,2018.0,Minnesota Duluth,134.0,direct,2016.0,3.0,73.0,NJ,CHI,2025-10-11T22:13:50.013680,1
5103686_nhl,5103686,nhl,Gavin Hayes,Gavin,Hayes,LW,92.0,False,177.0,73.0,21.0,2004-05-14T07:00Z,,Ypsilanti,MI,USA,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
3942809_nhl,3942809,nhl,Dominic Toninato,Dominic,Toninato,C,25.0,False,201.0,74.0,31.0,1994-03-09T08:00Z,,Duluth,MN,USA,2017.0,Minnesota Duluth,134.0,direct,2012.0,5.0,126.0,TOR,CHI,2025-10-11T22:13:50.013680,1
5136624_nhl,5136624,nhl,Aidan Thompson,Aidan,Thompson,C,78.0,False,180.0,71.0,23.0,2002-02-18T08:00Z,,Fort Collins,CO,USA,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5188573_nhl,5188573,nhl,Jiri Felcman,Jiri,Felcman,C,75.0,False,,,,,,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5188563_nhl,5188563,nhl,Riku Tohila,Riku,Tohila,D,,False,,,,,,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5311053_nhl,5311053,nhl,Ashton Cumby,Ashton,Cumby,D,57.0,False,216.0,77.0,20.0,2005-07-19T07:00Z,,Bonnyville,AB,CAN,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5310647_nhl,5310647,nhl,Jack Pridham,Jack,Pridham,RW,82.0,False,176.0,73.0,20.0,2005-10-08T07:00Z,,Stouffville,ON,CAN,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5302570_nhl,5302570,nhl,Anton Frondell,Anton,Frondell,C,,False,,,,,,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5302569_nhl,5302569,nhl,Stanislav Berezhnoy,Stanislav,Berezhnoy,G,31.0,False,218.0,76.0,22.0,2003-06-07T07:00Z,,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5238144_nhl,5238144,nhl,Anthony Spellacy,Anthony,Spellacy,RW,79.0,False,195.0,74.0,,,,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5216896_nhl,5216896,nhl,Marek Vanacker,Marek,Vanacker,LW,83.0,False,178.0,72.0,19.0,2006-04-12T07:00Z,,Delhi,ON,CAN,,,,,2024.0,1.0,27.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5188603_nhl,5188603,nhl,Dmitry Kuzmin,Dmitry,Kuzmin,D,93.0,False,188.0,70.0,22.0,2003-04-23T07:00Z,,Minsk,,BLR,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
2562618_nhl,2562618,nhl,Connor Murphy,Connor,Murphy,D,5.0,True,212.0,76.0,32.0,1993-03-26T08:00Z,13.0,Dublin,OH,USA,2013.0,,,,2011.0,1.0,20.0,PHX,CHI,2025-10-11T22:13:50.013680,1
3535_nhl,3535,nhl,Nick Foligno,Nick,Foligno,LW,17.0,True,210.0,72.0,37.0,1987-10-31T08:00Z,19.0,Buffalo,NY,USA,2007.0,,,,2006.0,1.0,28.0,OTT,CHI,2025-10-11T22:13:50.013680,1
5188513_nhl,5188513,nhl,Janne Peltonen,Janne,Peltonen,D,,False,,,,,,,,,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5173765_nhl,5173765,nhl,Nick Lardis,Nick,Lardis,LW,76.0,False,165.0,71.0,20.0,2005-07-08T07:00Z,,Oakville,ON,CAN,,,,,,,,,CHI,2025-10-11T22:13:50.013680,1
5149242_nhl,5149242,nhl,Martin Misiak,Martin,Misiak,RW,68.0,False,200.0,74.0,21.0,2004-09-30T07:00Z,,Banska Bystrica,,SVK,,,,,2023.0,2.0,55.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5149231_nhl,5149231,nhl,Roman Kantserov,Roman,Kantserov,D,,False,176.0,69.0,21.0,2004-09-20T07:00Z,,Magnitogorsk,,RUS,,,,,2023.0,2.0,44.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5149222_nhl,5149222,nhl,Adam Gajan,Adam,Gajan,G,0.0,False,180.0,75.0,21.0,2004-05-06T07:00Z,,Poprad,,Czechoslovakia,,Minnesota Duluth,134.0,direct,2023.0,2.0,35.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5149194_nhl,5149194,nhl,Oliver Moore,Oliver,Moore,C,11.0,False,185.0,72.0,20.0,2005-01-22T08:00Z,,Mounds View,MN,USA,,,,,2023.0,1.0,19.0,CHI,CHI,2025-10-11T22:13:50.013680,1
5291935_nhl,5291935,nhl,Anton Frondell,Anton,Frondell,C,,False,205.0,73.0,18.0,2007-05-07T07:00Z,,Trangsund,,SWE,,,,,2025.0,1.0,3.0,CHI,CHI,2025-10-11T22:13:50.013680,1
2525761_nhl,2525761,nhl,Austin Watson,Austin,Watson,LW,24.0,False,238.0,76.0,33.0,1992-01-13T08:00Z,,Ann Arbor,MI,USA,,,,,2010.0,1.0,18.0,NSH,DET,2025-10-11T22:13:50.013680,1
4419719_nhl,4419719,nhl,Emilio Pettersen,Emilio,Pettersen,LW,,False,170.0,70.0,,,,Oslo,,NOR,,Denver,2172.0,direct,,,,,CGY,2025-10-11T22:13:50.013680,1
3020618_nhl,3020618,nhl,Jayson Megna,Jayson,Megna,C,12.0,False,196.0,72.0,35.0,1990-02-01T08:00Z,,Fort Lauderdale,FL,USA,2013.0,Omaha,2437.0,direct,,,,,COL,2025-10-11T22:13:50.013680,1
5209794_nhl,5209794,nhl,Waltteri Ignatjew,Waltteri,Ignatjew,G,,False,200.0,75.0,25.0,1999-12-03T08:00Z,,Helsinki,,FIN,,,,,,,,,CGY,2025-10-11T22:13:50.013680,1
5102715_nhl,5102715,nhl,Joseph Abate,Joseph,Abate,LW,53.0,False,187.0,74.0,27.0,1998-09-26T07:00Z,,Bloomingdale,IL,USA,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5085386_nhl,5085386,nhl,Brett Harrison,Brett,Harrison,C,72.0,False,182.0,74.0,22.0,2003-06-07T07:00Z,,London,ON,CAN,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5080221_nhl,5080221,nhl,Matthew Poitras,Matthew,Poitras,C,51.0,False,180.0,71.0,21.0,2004-03-10T08:00Z,,Brooklin,ON,CAN,,,,,2022.0,2.0,54.0,BOS,BOS,2025-10-11T22:13:50.013680,1
5080207_nhl,5080207,nhl,Fraser Minten,Fraser,Minten,C,93.0,True,204.0,74.0,21.0,2004-07-05T07:00Z,2.0,Vancouver,BC,CAN,,,,,2022.0,2.0,38.0,TOR,BOS,2025-10-11T22:13:50.013680,1
5075578_nhl,5075578,nhl,Matej Blumel,Matej,Blumel,RW,13.0,False,200.0,72.0,25.0,2000-05-31T07:00Z,,Tabor,,CZE,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
4997049_nhl,4997049,nhl,Jake Schmaltz,Jake,Schmaltz,LW,,False,190.0,74.0,24.0,2001-04-24T07:00Z,,McFarland,WI,USA,,North Dakota,155.0,direct,2019.0,7.0,192.0,BOS,BOS,2025-10-11T22:13:50.013680,1
5103687_nhl,5103687,nhl,Georgii Merkulov,Georgii,Merkulov,C,42.0,False,179.0,71.0,25.0,2000-10-10T07:00Z,,Ryazan,,RUS,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
4874738_nhl,4874738,nhl,Fabian Lysell,Fabian,Lysell,RW,23.0,False,181.0,71.0,22.0,2003-01-19T08:00Z,,Goteborg,,SWE,,,,,2021.0,1.0,21.0,BOS,BOS,2025-10-11T22:13:50.013680,1
4587595_nhl,4587595,nhl,John Farinacci,John,Farinacci,C,32.0,False,185.0,73.0,24.0,2001-02-14T08:00Z,,Red Bank,NJ,USA,,Harvard,108.0,direct,,,,,BOS,2025-10-11T22:13:50.013680,1
4712036_nhl,4712036,nhl,Jeremy Swayman,Jeremy,Swayman,G,1.0,True,195.0,75.0,26.0,1998-11-24T08:00Z,6.0,Anchorage,AK,USA,,Maine,311.0,direct,2017.0,4.0,111.0,BOS,BOS,2025-10-11T22:13:50.013680,1
4697689_nhl,4697689,nhl,Riley Duran,Riley,Duran,C,62.0,False,174.0,73.0,23.0,2002-01-25T08:00Z,,Boston,MA,USA,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
4697461_nhl,4697461,nhl,Mason Lohrei,Mason,Lohrei,D,6.0,True,218.0,77.0,24.0,2001-01-17T08:00Z,3.0,Baton Rouge,LA,USA,,,,,2020.0,2.0,58.0,BOS,BOS,2025-10-11T22:13:50.013680,1
4697442_nhl,4697442,nhl,Marat Khusnutdinov,Marat,Khusnutdinov,C,92.0,True,184.0,71.0,23.0,2002-07-17T07:00Z,3.0,Moscow,,RUS,,,,,2020.0,2.0,37.0,MIN,BOS,2025-10-11T22:13:50.013680,1
4588188_nhl,4588188,nhl,Jeffrey Viel,Jeffrey,Viel,LW,48.0,True,214.0,73.0,28.0,1997-01-28T08:00Z,3.0,Rimouski,QC,CAN,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
4587985_nhl,4587985,nhl,Mark Kastelic,Mark,Kastelic,C,47.0,True,234.0,76.0,26.0,1999-03-11T08:00Z,5.0,Phoenix,AZ,USA,2019.0,,,,2019.0,5.0,125.0,OTT,BOS,2025-10-11T22:13:50.013680,1
4894930_nhl,4894930,nhl,Maximus Wanner,Maximus,Wanner,D,64.0,False,185.0,75.0,22.0,2003-03-12T08:00Z,,Estevan,SK,CAN,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
4587574_nhl,4587574,nhl,Michael Callahan,Michael,Callahan,D,79.0,False,199.0,74.0,26.0,1999-09-23T07:00Z,,Franklin,MA,USA,,,,,2018.0,5.0,142.0,ARI,BOS,2025-10-11T22:13:50.013680,1
4895164_nhl,4895164,nhl,Billy Sweezey,Billy,Sweezey,D,58.0,False,205.0,74.0,29.0,1996-02-06T08:00Z,,Hanson,MA,USA,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
4565251_nhl,4565251,nhl,Johnny Beecher,Johnny,Beecher,C,19.0,True,220.0,75.0,24.0,2001-04-05T07:00Z,3.0,Elmira,NY,USA,2019.0,Michigan,130.0,direct,2019.0,1.0,30.0,BOS,BOS,2025-10-11T22:13:50.013680,1
5103899_nhl,5103899,nhl,Roman Bychkov,Roman,Bychkov,D,,False,161.0,71.0,24.0,2001-02-10T08:00Z,,Yaroslavl,,RUS,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188402_nhl,5188402,nhl,Beckett Hendrickson,Beckett,Hendrickson,C,,False,170.0,74.0,,,,Minnetonka,MN,USA,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5302557_nhl,5302557,nhl,Loke Johansson,Loke,Johansson,D,86.0,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5302549_nhl,5302549,nhl,Dalton Bancroft,Dalton,Bancroft,RW,47.0,False,212.0,75.0,24.0,2001-02-26T08:00Z,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5302547_nhl,5302547,nhl,Luke Cavallin,Luke,Cavallin,G,60.0,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5302537_nhl,5302537,nhl,Simon Zajicek,Simon,Zajicek,G,85.0,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188440_nhl,5188440,nhl,Chris Pelosi,Chris,Pelosi,C,,False,183.0,74.0,,,,Sewell,NJ,USA,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188425_nhl,5188425,nhl,Oskar Jellvik,Oskar,Jellvik,LW,,False,180.0,70.0,,,,Taby,,SWE,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5104192_nhl,5104192,nhl,Jackson Edward,Jackson,Edward,D,41.0,False,188.0,75.0,21.0,2004-02-27T08:00Z,,Newmarket,ON,CAN,,,,,2022.0,7.0,200.0,BOS,BOS,2025-10-11T22:13:50.013680,1
5104226_nhl,5104226,nhl,Andre Gasseau,Andre,Gasseau,C,,False,224.0,76.0,22.0,2003-07-03T07:00Z,,Garden Grove,CA,USA,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
3866_nhl,3866,nhl,Ben Bishop,Ben,Bishop,G,,False,215.0,79.0,38.0,1986-11-21T08:00Z,12.0,Denver,CO,USA,2008.0,Maine,311.0,direct,2005.0,3.0,85.0,STL,BUF,2025-10-11T22:13:50.013680,1
5188398_nhl,5188398,nhl,Cole Spicer,Cole,Spicer,C,,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188392_nhl,5188392,nhl,Dans Locmelis,Dans,Locmelis,C,56.0,False,172.0,72.0,21.0,2004-01-21T08:00Z,,Jelgava,,LAT,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188384_nhl,5188384,nhl,Kristian Kostadinski,Kristian,Kostadinski,D,,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188367_nhl,5188367,nhl,Mason Langenbrunner,Mason,Langenbrunner,D,,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188361_nhl,5188361,nhl,Ty Gallagher,Ty,Gallagher,D,,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
5188340_nhl,5188340,nhl,Casper Nassen,Casper,Nassen,RW,,False,,,,,,,,,,,,,,,,,BOS,2025-10-11T22:13:50.013680,1
