"age","years_exp","stats_id","birth_country","competitions","college","full_name","birth_date","practice_participation","depth_chart_position","rotoworld_id","pandascore_id","rotowire_id","active","fantasy_data_id","team","birth_state","weight","opta_id","search_rank","fantasy_positions","status","injury_body_part","sport","injury_notes","high_school","sportradar_id","team_changed_at","first_name","yahoo_id","gsis_id","kalshi_id","birth_city","swish_id","metadata","last_name","hashtag","search_first_name","depth_chart_order","injury_status","position","news_updated","player_id","practice_description","oddsjam_id","team_abbr","search_last_name","height","number","search_full_name","injury_start_date","espn_id","dupes"
NA,NA,NA,NA,"[]","Michigan State","John Lethemon",NA,NA,NA,NA,NA,NA,"True",NA,"DET",NA,195,NA,NA,"","ACT",NA,"nhl",NA,NA,"301d0109-52f7-4e2f-89ef-328aa4100064",NA,"John",NA,NA,NA,NA,9014632,"{'birth_date': '1996-08-15', 'birth_place': 'Northville, MI, USA', 'college': 'Michigan State', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Lethemon","#johnlethemon-NHL-DET-31","john",NA,NA,"G",NA,"2216",NA,NA,NA,"lethemon",75,31,"johnlethemon",NA,NA,1
NA,3,NA,NA,"[]","","Aatu Raty",NA,NA,NA,NA,NA,NA,"True",NA,"VAN",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"813dcf5c-e3e0-43d0-8527-7db0038983a7",NA,"Aatu",NA,NA,NA,NA,9014123,"{'birth_date': '2002-11-14', 'birth_place': 'Oulunsalo,, FIN', 'channel_id': '1159622391408652288', 'college': '', 'draft_pick': '52', 'draft_round': '2', 'draft_year': '2021', 'high_school': '', 'rookie_year': '2022'}","Raty","#aaturaty-NHL-VAN-54","aatu",NA,NA,"C",NA,"2777",NA,NA,NA,"raty",74,54,"aaturaty",NA,4874912,1
NA,3,NA,NA,"[]","","Jet Greaves",NA,NA,NA,NA,NA,NA,"True",NA,"CBJ",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"75c5b550-34bb-4fa4-aecb-27571840df40",NA,"Jet",NA,NA,NA,NA,9014618,"{'birth_date': '2001-03-30', 'birth_place': 'Cambridge, ON, CAN', 'channel_id': '1168259385118437376', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2022'}","Greaves","#jetgreaves-NHL-CBJ-73","jet",NA,NA,"G",NA,"2429",NA,NA,NA,"greaves",72,73,"jetgreaves",NA,4894366,1
NA,NA,NA,NA,"[]","North Dakota","Chris Jandric",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,180,NA,NA,"","ACT",NA,"nhl",NA,NA,"3641b036-046b-4ce6-bc79-c50ed8428001",NA,"Chris",NA,NA,NA,NA,9015672,"{'birth_date': '1998-10-03', 'birth_place': 'Prince George, BC, CAN', 'college': 'North Dakota', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Jandric","#chrisjandric-NHL-MTL-56","chris",NA,NA,"D",NA,"2674",NA,NA,NA,"jandric",71,56,"chrisjandric",NA,NA,1
NA,NA,NA,NA,"[]","","Devon Paliani",NA,NA,NA,NA,NA,NA,"True",NA,"VGK",NA,170,NA,NA,"","ACT",NA,"nhl",NA,NA,"9b3fda17-d370-4e88-bef1-41a2ab3014a6",NA,"Devon",NA,NA,NA,NA,NA,"{'birth_date': '1996-10-10', 'birth_place': 'LaSalle, ON, CAN', 'channel_id': '1274605005126508544', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Paliani","#devonpaliani-NHL-VGK-65","devon",NA,NA,"RW",NA,"4087",NA,NA,NA,"paliani",70,65,"devonpaliani",NA,NA,1
NA,NA,NA,NA,"[]","","Jeremie Bucheler",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,200,NA,NA,"","ACT",NA,"nhl",NA,NA,"ffc2a670-7e21-4f6d-bdeb-21a2194aee4b",NA,"Jeremie",NA,NA,NA,NA,9025126,"{'birth_date': '2000-03-31', 'birth_place': 'St. Laurent, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Bucheler","#jeremiebucheler-NHL-SJ","jeremie",NA,NA,NA,NA,"3470",NA,NA,NA,"bucheler",76,NA,"jeremiebucheler",NA,NA,1
NA,NA,NA,NA,"[]","","Filip Larsson",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"5ff826b6-659a-429f-ab4d-ae0a48f71a78",NA,"Filip",NA,NA,NA,NA,9000952,"{'birth_date': '1998-08-17', 'birth_place': 'Stockholm,, SWE', 'channel_id': '1274484287160193024', 'college': '', 'draft_pick': '167', 'draft_round': '6', 'draft_year': '2016', 'high_school': '', 'rookie_year': ''}","Larsson","#filiplarsson-NHL-PIT-31","filip",NA,NA,"G",NA,"3195",NA,NA,NA,"larsson",74,31,"filiplarsson",NA,4271989,1
NA,NA,NA,NA,"[]","Boston University","Ty Gallagher",NA,NA,NA,NA,NA,NA,"True",NA,"BOS",NA,188,NA,NA,"","ACT",NA,"nhl",NA,NA,"3f1e87b4-81cd-4a9d-825d-61a2db8807bf",NA,"Ty",NA,NA,NA,NA,NA,"{'birth_date': '2003-03-06', 'birth_place': 'Clarkston, MI, USA', 'channel_id': '1274544626149134336', 'college': 'Boston University', 'draft_pick': '217', 'draft_round': '7', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}","Gallagher","#tygallagher-NHL-BOS","ty",NA,NA,"D",NA,"4070",NA,NA,NA,"gallagher",72,NA,"tygallagher",NA,5188361,1
NA,NA,NA,NA,"[]","","Terrell Goldsmith",NA,NA,NA,NA,NA,NA,"True",NA,"UTA",NA,223,NA,NA,"","ACT",NA,"nhl",NA,NA,"e631ef60-badb-4239-a732-f16683a9de89",NA,"Terrell",NA,NA,NA,NA,9015467,"{'birth_date': '2005-05-13', 'birth_place': 'Fort St. James, BC, CAN', 'channel_id': '1274544816021082112', 'college': '', 'draft_pick': '102', 'draft_round': '4', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Goldsmith","#terrellgoldsmith-NHL-UTA-54","terrell",NA,NA,"D",NA,"2029",NA,NA,NA,"goldsmith",76,54,"terrellgoldsmith",NA,5172626,1
NA,8,NA,NA,"[]","Miami (OH)","Chris Wideman",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,181,NA,NA,"","IR",NA,"nhl",NA,NA,"d917f3cb-3ba3-4f77-895d-712eb93f5e0d",NA,"Chris",NA,NA,NA,NA,8475227,"{'birth_date': '1990-01-07', 'birth_place': 'St. Louis, MO, USA', 'college': 'Miami (OH)', 'draft_pick': '100', 'draft_round': '4', 'draft_year': '2009', 'high_school': '', 'rookie_year': '2015'}","Wideman","#chriswideman-NHL-MTL-6","chris",NA,NA,"D",NA,"1551",NA,NA,NA,"wideman",70,6,"chriswideman",NA,2334912,1
NA,3,NA,NA,"[]","","Kevin Mandolese",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,180,NA,NA,"","M-LEAGUE",NA,"nhl",NA,NA,"2a0f951b-520b-48ab-b89d-fda6e74b9619",NA,"Kevin",NA,NA,NA,NA,9012693,"{'birth_date': '2000-08-22', 'birth_place': 'Blainville, QC, CAN', 'channel_id': '1163971152528302080', 'college': '', 'draft_pick': '157', 'draft_round': '6', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2022'}","Mandolese","#kevinmandolese-NHL-MTL-70","kevin",NA,NA,"G",NA,"3070",NA,NA,NA,"mandolese",76,70,"kevinmandolese",NA,4588204,1
NA,NA,NA,NA,"[]","","Cole Clayton",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,200,NA,NA,"","ACT",NA,"nhl",NA,NA,"b83f715a-383d-4218-bfd3-97985353fe37",NA,"Cole",NA,NA,NA,NA,9014613,"{'birth_date': '2000-02-29', 'birth_place': 'Strathmore, AB, CAN', 'channel_id': '1274544655286964224', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Clayton","#coleclayton-NHL-SJ-59","cole",NA,NA,"D",NA,"2434",NA,NA,NA,"clayton",74,59,"coleclayton",NA,4894614,1
NA,NA,NA,NA,"[]","","Reggie Newman",NA,NA,NA,NA,NA,NA,"True",NA,"UTA",NA,194,NA,NA,"","ACT",NA,"nhl",NA,NA,"50a94582-6039-42d4-a4a5-478f9a15086f",NA,"Reggie",NA,NA,NA,NA,9015758,"{'birth_date': '2005-06-08', 'birth_place': 'Kamloops, BC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Newman","#reggienewman-NHL-UTA-47","reggie",NA,NA,"RW",NA,"2951",NA,NA,NA,"newman",74,47,"reggienewman",NA,NA,1
NA,16,NA,NA,"[]","","Erik Karlsson",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"42fa3dcd-0f24-11e2-8525-18a905767e44",NA,"Erik",NA,NA,NA,NA,8474578,"{'birth_date': '1990-05-31', 'birth_place': 'Landsbro,, SWE', 'channel_id': '1157131252311019520', 'college': '', 'draft_pick': '15', 'draft_round': '1', 'draft_year': '2008', 'high_school': '', 'rookie_year': '2009'}","Karlsson","#erikkarlsson-NHL-PIT-65","erik",NA,NA,"D",NA,"1128",NA,NA,NA,"karlsson",72,65,"erikkarlsson",NA,5164,1
NA,3,NA,NA,"[]","Minnesota Duluth","Cole Koepke",NA,NA,NA,NA,NA,NA,"True",NA,"WPG",NA,207,NA,NA,"","ACT",NA,"nhl",NA,NA,"cb78f1f5-6c8d-4dc2-ae75-8a2ebbcb3465",NA,"Cole",NA,NA,NA,NA,9014550,"{'birth_date': '1998-05-17', 'birth_place': 'Two Harbors, MN, USA', 'channel_id': '1157131126104412160', 'college': 'Minnesota Duluth', 'draft_pick': '183', 'draft_round': '6', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2022'}","Koepke","#colekoepke-NHL-WPG-45","cole",NA,NA,"LW",NA,"1915",NA,NA,NA,"koepke",73,45,"colekoepke",NA,4419679,1
NA,17,NA,NA,"[]","","Bryan Little",NA,NA,NA,NA,NA,NA,"True",NA,"WPG",NA,191,NA,NA,"","ACT",NA,"nhl",NA,NA,"4352aba7-0f24-11e2-8525-18a905767e44",NA,"Bryan",NA,NA,NA,NA,8473412,"{'birth_date': '1987-11-12', 'birth_place': 'Edmonton, AB, CAN', 'college': '', 'draft_pick': '12', 'draft_round': '1', 'draft_year': '2006', 'high_school': '', 'rookie_year': '2007'}","Little","#bryanlittle-NHL-WPG","bryan",NA,NA,"C",NA,"3157",NA,NA,NA,"little",72,NA,"bryanlittle",NA,NA,1
NA,10,NA,NA,"[]","","Josh Morrissey",NA,NA,NA,NA,NA,NA,"True",NA,"WPG",NA,195,NA,NA,"","ACT",NA,"nhl",NA,NA,"ea1f39d7-3d60-4dd9-a015-d41e8eb6622d",NA,"Josh",NA,NA,NA,NA,8477504,"{'birth_date': '1995-03-28', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1157131305457045504', 'college': '', 'draft_pick': '13', 'draft_round': '1', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2015'}","Morrissey","#joshmorrissey-NHL-WPG-44","josh",NA,NA,"D",NA,"1790",NA,NA,NA,"morrissey",72,44,"joshmorrissey",NA,3042016,1
NA,NA,NA,NA,"[]","Cornell","Travis Mitchell",NA,NA,NA,NA,NA,NA,"True",NA,"NYI",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"dfc2877d-4774-478f-ba3b-afaf5146c049",NA,"Travis",NA,NA,NA,NA,9015715,"{'birth_date': '1999-11-25', 'birth_place': 'South Lyon, MI, USA', 'channel_id': '1162823524549668864', 'college': 'Cornell', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Mitchell","#travismitchell-NHL-NYI-38","travis",NA,NA,"D",NA,"2894",NA,NA,NA,"mitchell",76,38,"travismitchell",NA,5173614,1
NA,NA,NA,NA,"[]","","Matthew Schaefer",NA,NA,NA,NA,NA,NA,"True",NA,"NYI",NA,186,NA,NA,"","ACT",NA,"nhl",NA,NA,"b311de92-0154-4902-b9c1-08de5a5a453d",NA,"Matthew",NA,NA,NA,NA,NA,"{'birth_date': '2007-09-05', 'birth_place': 'Hamilton, ON, CAN', 'channel_id': '1244526813867163648', 'college': '', 'draft_pick': '1', 'draft_round': '1', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Schaefer","#matthewschaefer-NHL-NYI-48","matthew",NA,NA,"D",NA,"3747",NA,NA,NA,"schaefer",74,48,"matthewschaefer",NA,NA,1
NA,NA,NA,NA,"[]","","Maxim Barbashev",NA,NA,NA,NA,NA,NA,"True",NA,"UTA",NA,191,NA,NA,"","ACT",NA,"nhl",NA,NA,"79e2d14e-3f38-4e10-9e58-92a9ec725bbf",NA,"Maxim",NA,NA,NA,NA,9014930,"{'birth_date': '2003-12-18', 'birth_place': 'Moscow,, RUS', 'channel_id': '1274544808286785536', 'college': '', 'draft_pick': '161', 'draft_round': '5', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}","Barbashev","#maximbarbashev-NHL-UTA-83","maxim",NA,NA,"LW",NA,"2467",NA,NA,NA,"barbashev",74,83,"maximbarbashev",NA,5188328,1
NA,1,NA,NA,"[]","Michigan","Rutger McGroarty",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,212,NA,NA,"","ACT",NA,"nhl",NA,NA,"d8bb3df3-0b32-4294-810a-f8f0c2fdb806",NA,"Rutger",NA,NA,NA,NA,9014744,"{'birth_date': '2004-03-30', 'birth_place': 'Lincoln, NE, USA', 'channel_id': '1211368440208560128', 'college': 'Michigan', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2022', 'high_school': '', 'rookie_year': '2024'}","McGroarty","#rutgermcgroarty-NHL-PIT-2","rutger",NA,NA,"RW",NA,"3450",NA,NA,NA,"mcgroarty",73,2,"rutgermcgroarty",NA,5080158,1
NA,NA,NA,NA,"[]","St. Cloud State","Jaxon Castor",NA,NA,NA,NA,NA,NA,"True",NA,"SEA",NA,200,NA,NA,"","ACT",NA,"nhl",NA,NA,"679433b9-270c-47ed-99de-1e345fe4fcad",NA,"Jaxon",NA,NA,NA,NA,9015658,"{'birth_date': '1997-03-14', 'birth_place': 'Phoenix, AZ, USA', 'college': 'St. Cloud State', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Castor","#jaxoncastor-NHL-SEA","jaxon",NA,NA,"G",NA,"2650",NA,NA,NA,"castor",75,NA,"jaxoncastor",NA,NA,1
NA,NA,NA,NA,"[]","","Felix Gagnon",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,175,NA,NA,"","ACT",NA,"nhl",NA,NA,"e38850cb-d584-41ae-b5b8-8ea26eca39cc",NA,"Felix",NA,NA,NA,NA,NA,"{'birth_date': '2004-06-10', 'birth_place': 'Jonquiere, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Gagnon","#felixgagnon-NHL-SJ-97","felix",NA,NA,"RW",NA,"2387",NA,NA,NA,"gagnon",72,97,"felixgagnon",NA,NA,1
NA,NA,NA,NA,"[]","","Matvei Korotky",NA,NA,NA,NA,NA,NA,"True",NA,"STL",NA,198,NA,NA,"","ACT",NA,"nhl",NA,NA,"30fec36d-8c74-4b24-889a-fbf9ce4feb77",NA,"Matvei",NA,NA,NA,NA,NA,"{'birth_date': '2005-12-23', 'birth_place': 'Krasnoyark,, RUS', 'channel_id': '1275269443231940608', 'college': '', 'draft_pick': '211', 'draft_round': '7', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Korotky","#matveikorotky-NHL-STL","matvei",NA,NA,"C",NA,"3398",NA,NA,NA,"korotky",74,NA,"matveikorotky",NA,5238135,1
NA,NA,NA,NA,"[]","","Hunter St. Martin",NA,NA,NA,NA,NA,NA,"True",NA,"FLA",NA,174,NA,NA,"","ACT",NA,"nhl",NA,NA,"8fbb362b-a290-4cf2-aa57-5f59bb14f231",NA,"Hunter",NA,NA,NA,NA,9025025,"{'birth_date': '2005-06-13', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1157131330509623296', 'college': '', 'draft_pick': '193', 'draft_round': '6', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","St. Martin","#hunterstmartin-NHL-FLA-85","hunter",NA,NA,"LW",NA,"3358",NA,NA,NA,"stmartin",73,85,"hunterstmartin",NA,5237986,1
NA,3,NA,NA,"[]","Minnesota Duluth","Wyatt Kaiser",NA,NA,NA,NA,NA,NA,"True",NA,"CHI",NA,173,NA,NA,"","ACT",NA,"nhl",NA,NA,"68df7ddb-ec5a-4918-9006-16e40c0c047b",NA,"Wyatt",NA,NA,NA,NA,9013646,"{'birth_date': '2002-07-31', 'birth_place': 'Andover, MN, USA', 'channel_id': '1157131046337138694', 'college': 'Minnesota Duluth', 'draft_pick': '81', 'draft_round': '3', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2022'}","Kaiser","#wyattkaiser-NHL-CHI-44","wyatt",NA,NA,"D",NA,"1333",NA,NA,NA,"kaiser",72,44,"wyattkaiser",NA,4697717,1
NA,11,NA,NA,"[]","Boston College","Kevin Hayes",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,217,NA,NA,"","ACT",NA,"nhl",NA,NA,"4512f2eb-e58f-4156-ac4f-e186b9c7171c",NA,"Kevin",NA,NA,NA,NA,8475763,"{'birth_date': '1992-05-08', 'birth_place': 'Dorchester, MA, USA', 'channel_id': '1157131255150563328', 'college': 'Boston College', 'draft_pick': '24', 'draft_round': '1', 'draft_year': '2010', 'high_school': '', 'rookie_year': '2014'}","Hayes","#kevinhayes-NHL-PIT-13","kevin",NA,NA,"RW",NA,"1681",NA,NA,NA,"hayes",75,13,"kevinhayes",NA,5767,1
NA,NA,NA,NA,"[]","","Carson Rehkopf",NA,NA,NA,NA,NA,NA,"True",NA,"SEA",NA,206,NA,NA,"","ACT",NA,"nhl",NA,NA,"0e0c1461-4578-4687-805d-1c3ea9e6226d",NA,"Carson",NA,NA,NA,NA,9015395,"{'birth_date': '2005-01-07', 'birth_place': 'Barrie, ON, CAN', 'channel_id': '1274605044775264256', 'college': '', 'draft_pick': '50', 'draft_round': '2', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Rehkopf","#carsonrehkopf-NHL-SEA-74","carson",NA,NA,"LW",NA,"1972",NA,NA,NA,"rehkopf",75,74,"carsonrehkopf",NA,5149237,1
NA,NA,NA,NA,"[]","","Norwin Panocha",NA,NA,NA,NA,NA,NA,"True",NA,"BUF",NA,189,NA,NA,"","ACT",NA,"nhl",NA,NA,"30bb593e-b10c-4c99-8293-d8f419017e30",NA,"Norwin",NA,NA,NA,NA,9015296,"{'birth_date': '2005-02-24', 'birth_place': 'Bayreuth,, DEU', 'college': '', 'draft_pick': '205', 'draft_round': '7', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Panocha","#norwinpanocha-NHL-BUF-74","norwin",NA,NA,"D",NA,"2106",NA,NA,NA,"panocha",74,74,"norwinpanocha",NA,NA,1
NA,3,NA,NA,"[]","Merrimack","Michael Kesselring",NA,NA,NA,NA,NA,NA,"True",NA,"BUF",NA,215,NA,NA,"","ACT",NA,"nhl",NA,NA,"ff0eb4bf-f189-405a-b295-7bf67b979ff3",NA,"Michael",NA,NA,NA,NA,9014437,"{'birth_date': '2000-01-13', 'birth_place': 'Florence, SC, USA', 'channel_id': '1157131365704028160', 'college': 'Merrimack', 'draft_pick': '164', 'draft_round': '6', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2022'}","Kesselring","#michaelkesselring-NHL-BUF-8","michael",NA,NA,"D",NA,"2982",NA,NA,NA,"kesselring",77,8,"michaelkesselring",NA,4331604,1
NA,NA,NA,NA,"[]","Harvard","Aiden Lane",NA,NA,NA,NA,NA,NA,"True",NA,"CGY",NA,193,NA,NA,"","UDP",NA,"nhl",NA,NA,"7e036c37-a3de-4532-875a-6cfa63b78d92",NA,"Aiden",NA,NA,NA,NA,NA,"{'birth_date': '2007-02-04', 'birth_place': 'Mississauga, ON, CAN', 'channel_id': '1244828809883045888', 'college': 'Harvard', 'draft_pick': '176', 'draft_round': '6', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Lane","#aidenlane-NHL-CGY","aiden",NA,NA,"RW",NA,"3877",NA,NA,NA,"lane",73,NA,"aidenlane",NA,NA,1
NA,NA,NA,NA,"[]","","Thomas Milic",NA,NA,NA,NA,NA,NA,"True",NA,"WPG",NA,179,NA,NA,"","ACT",NA,"nhl",NA,NA,"02ad4a2d-98bf-4163-bee9-611d869e9a11",NA,"Thomas",NA,NA,NA,NA,9014952,"{'birth_date': '2003-04-14', 'birth_place': 'New Westminster, BC, CAN', 'channel_id': '1274605255241244672', 'college': '', 'draft_pick': '151', 'draft_round': '5', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Milic","#thomasmilic-NHL-WPG-32","thomas",NA,NA,"G",NA,"2161",NA,NA,NA,"milic",72,32,"thomasmilic",NA,5188656,1
NA,7,NA,NA,"[]","","Victor Olofsson",NA,NA,NA,NA,NA,NA,"True",NA,"COL",NA,180,NA,NA,"","ACT",NA,"nhl",NA,NA,"179af1df-6148-4ea7-bdb4-125b9a82ea86",NA,"Victor",NA,NA,NA,NA,9012589,"{'birth_date': '1995-07-18', 'birth_place': 'Ornskoldsvik,, SWE', 'channel_id': '1157130903592390656', 'college': '', 'draft_pick': '181', 'draft_round': '7', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2018'}","Olofsson","#victorolofsson-NHL-COL-95","victor",NA,NA,"RW",NA,"1475",NA,NA,NA,"olofsson",71,95,"victorolofsson",NA,3151096,1
NA,NA,NA,NA,"[]","","Ilya Nikolaev",NA,NA,NA,NA,NA,NA,"True",NA,"CGY",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"324f0579-59d3-4adb-b39e-b90a8e4346fd",NA,"Ilya",NA,NA,NA,NA,9014585,"{'birth_date': '2001-06-26', 'birth_place': 'Yaroslavl,, RUS', 'college': '', 'draft_pick': '88', 'draft_round': '3', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}","Nikolaev","#ilyanikolaev-NHL-CGY-77","ilya",NA,NA,"C",NA,"2988",NA,NA,NA,"nikolaev",72,77,"ilyanikolaev",NA,4894245,1
NA,4,NA,NA,"[]","","Jack Quinn",NA,NA,NA,NA,NA,NA,"True",NA,"BUF",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"a6bd3315-d04f-461d-8969-f974197519c2",NA,"Jack",NA,NA,NA,NA,9013517,"{'birth_date': '2001-09-19', 'birth_place': 'Ottawa, ON, CAN', 'channel_id': '1157131139572322304', 'college': '', 'draft_pick': '8', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2021'}","Quinn","#jackquinn-NHL-BUF-22","jack",NA,NA,"RW",NA,"1490",NA,NA,NA,"quinn",73,22,"jackquinn",NA,4697389,1
NA,NA,NA,NA,"[]","","Simon Zajicek",NA,NA,NA,NA,NA,NA,"True",NA,"BOS",NA,187,NA,NA,"","ACT",NA,"nhl",NA,NA,"ade7a68a-4f67-4c5c-90bd-5f2579428f78",NA,"Simon",NA,NA,NA,NA,NA,"{'birth_date': '2001-06-25', 'birth_place': 'Frydlant,, CZE', 'channel_id': '1274544629118701568', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Zajicek","#simonzajicek-NHL-BOS-85","simon",NA,NA,"G",NA,"4072",NA,NA,NA,"zajicek",74,85,"simonzajicek",NA,NA,1
NA,NA,NA,NA,"[]","","Calle Clang",NA,NA,NA,NA,NA,NA,"True",NA,"ANA",NA,194,NA,NA,"","ACT",NA,"nhl",NA,NA,"b7ce1d74-816f-406e-a25b-e9738307190d",NA,"Calle",NA,NA,NA,NA,9013638,"{'birth_date': '2002-05-20', 'birth_place': 'Olofstrom,, SWE', 'channel_id': '1178828944451850240', 'college': '', 'draft_pick': '77', 'draft_round': '3', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}","Clang","#calleclang-NHL-ANA-31","calle",NA,NA,"G",NA,"2700",NA,NA,NA,"clang",74,31,"calleclang",NA,4697668,1
NA,NA,NA,NA,"[]","Minnesota","Javon Moore",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,190,NA,NA,"","UDP",NA,"nhl",NA,NA,"9030357a-f222-4394-8eb5-f3efd3ce49cf",NA,"Javon",NA,NA,NA,NA,NA,"{'birth_date': '2005-12-07', 'birth_place': 'St. Louis Park, MN, USA', 'college': 'Minnesota', 'draft_pick': '112', 'draft_round': '4', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Moore","#javonmoore-NHL-OTT","javon",NA,NA,"LW",NA,"3314",NA,NA,NA,"moore",75,NA,"javonmoore",NA,NA,1
NA,NA,NA,NA,"[]","","Noah Powell",NA,NA,NA,NA,NA,NA,"True",NA,"PHI",NA,201,NA,NA,"","UDP",NA,"nhl",NA,NA,"8c0ad749-3044-4266-b988-0e6a742e546f",NA,"Noah",NA,NA,NA,NA,NA,"{'birth_date': '2005-02-02', 'birth_place': 'Northbrook, IL, USA', 'college': '', 'draft_pick': '148', 'draft_round': '5', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Powell","#noahpowell-NHL-PHI","noah",NA,NA,"RW",NA,"3337",NA,NA,NA,"powell",73,NA,"noahpowell",NA,NA,1
NA,2,NA,NA,"[]","UMass","Scott Morrow",NA,NA,NA,NA,NA,NA,"True",NA,"NYR",NA,210,NA,NA,"","ACT",NA,"nhl",NA,NA,"8e79e2de-184a-4760-8fb5-1d6eeb2aa758",NA,"Scott",NA,NA,NA,NA,9014102,"{'birth_date': '2002-11-01', 'birth_place': 'Darien, CT, USA', 'channel_id': '1192297725983477760', 'college': 'UMass', 'draft_pick': '40', 'draft_round': '2', 'draft_year': '2021', 'high_school': '', 'rookie_year': '2023'}","Morrow","#scottmorrow-NHL-NYR-60","scott",NA,NA,"D",NA,"3189",NA,NA,NA,"morrow",74,60,"scottmorrow",NA,4874882,1
NA,3,NA,NA,"[]","","Robin Salo",NA,NA,NA,NA,NA,NA,"True",NA,"NYI",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"5ab3d699-87be-4cc6-ade0-25b1db46c6af",NA,"Robin",NA,NA,NA,NA,9014022,"{'birth_date': '1998-10-13', 'birth_place': 'Espoo,, FIN', 'college': '', 'draft_pick': '46', 'draft_round': '2', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2021'}","Salo","#robinsalo-NHL-NYI-2","robin",NA,NA,"D",NA,"2820",NA,NA,NA,"salo",74,2,"robinsalo",NA,4233881,1
NA,6,NA,NA,"[]","","Andreas Johnsson",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,194,NA,NA,"","ACT",NA,"nhl",NA,NA,"c2a31775-185e-4630-9b1e-a7d779864128",NA,"Andreas",NA,NA,NA,NA,9006345,"{'birth_date': '1994-11-21', 'birth_place': 'Gavle,, SWE', 'college': '', 'draft_pick': '202', 'draft_round': '7', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2017'}","Johnsson","#andreasjohnsson-NHL-PIT-18","andreas",NA,NA,"LW",NA,"1139",NA,NA,NA,"johnsson",70,18,"andreasjohnsson",NA,NA,1
