"birth_country","birth_date","gsis_id","injury_notes","practice_description","search_full_name","oddsjam_id","sportradar_id","injury_body_part","team","kalshi_id","depth_chart_order","news_updated","opta_id","active","birth_city","competitions","fantasy_data_id","high_school","injury_start_date","swish_id","search_first_name","status","rotowire_id","hashtag","pandascore_id","depth_chart_position","weight","stats_id","full_name","practice_participation","birth_state","height","first_name","rotoworld_id","college","yahoo_id","search_rank","fantasy_positions","metadata","last_name","sport","team_changed_at","injury_status","team_abbr","position","player_id","espn_id","age","number","search_last_name","years_exp","dupes"
NA,"1992-08-21",NA,"",NA,"brycedejeanjones","","67551bfa-b982-4c71-a78c-29db80f77fce","","",NA,NA,NA,NA,"False",NA,"[]",NA,"Taft (CA)",NA,NA,"bryce","RET",NA,"#brycedejeanjones-NBA-FA",NA,"",210,NA,"Bryce Dejean-Jones",NA,NA,78,"Bryce",NA,"Iowa State",NA,NA,"['PG', 'SG']","{'channel_id': '1153292577437405184'}","Dejean-Jones","nba",NA,"",NA,"SG","1628",NA,33,NA,"dejeanjones",1,1
NA,"1994-10-27",NA,"",NA,"timquarterman","","41d83be6-3c9d-4b35-87ab-f5480a877997","","",NA,NA,1582577432550,NA,"True",NA,"[]",NA,"Sol C. Johnson (GA)",NA,NA,"tim","FA",3851,"#timquarterman-NBA-FA",NA,"",190,NA,"Tim Quarterman",NA,NA,78,"Tim",NA,"LSU",NA,NA,"['PG', 'SG']","{'channel_id': '1153292398718111744'}","Quarterman","nba",NA,"",NA,"SG","1742",NA,30,NA,"quarterman",1,1
NA,"1983-06-21",NA,"",NA,"ronnieprice","","1981e577-063e-426a-af2c-adf666403911","","",NA,NA,NA,NA,"False",NA,"[]",NA,"Clear Brook (TX)",NA,NA,"ronnie","RET",NA,"#ronnieprice-NBA-FA",NA,"",190,NA,"Ronnie Price",NA,NA,74,"Ronnie",NA,"Utah Valley",NA,NA,"['PG', 'SG']","{'channel_id': '1153293036671750144'}","Price","nba",NA,"",NA,"PG","1480",NA,42,NA,"price",12,1
NA,"1995-01-03",NA,"",NA,"rondaehollisjefferson","","b0d9c043-32b9-4c79-a692-564e93f62bd3","","",NA,NA,1619683816426,NA,"True",NA,"[]",NA,"Chester (PA)",NA,NA,"rondae","FA",3733,"#rondaehollisjefferson-NBA-FA",NA,"",217,NA,"Rondae Hollis-Jefferson",NA,NA,78,"Rondae",NA,"Arizona",NA,NA,"['PF', 'SF']","{'channel_id': '1153293121442828288'}","Hollis-Jefferson","nba",NA,"",NA,"SF","1611",NA,30,NA,"hollisjefferson",6,1
NA,"1988-04-28",NA,"",NA,"spencerhawes","","ddb5d888-09e5-435a-9009-a2549d8c8382","","",NA,NA,NA,NA,"True",NA,"[]",NA,"Seattle Preparatory School (WA)",NA,NA,"spencer","FA",NA,"#spencerhawes-NBA-FA",NA,"",245,NA,"Spencer Hawes",NA,NA,85,"Spencer",NA,"Washington",NA,944,"['C', 'PF']","{'channel_id': '1153293273503125504'}","Hawes","nba",NA,"",NA,"PF","1055",NA,37,NA,"hawes",10,1
NA,"1997-08-05",NA,"",NA,"jackwhite","593D57BBEA95","54a7404f-3173-4d3e-93ca-6571a183b9a6","","",NA,NA,1712675430671,NA,"True",NA,"[]",NA,"",NA,937674,"jack","FA",5744,"#jackwhite-NBA-FA",NA,"",225,NA,"Jack White",NA,NA,79,"Jack",NA,"Duke",NA,560,"['PF', 'SF']","{'channel_id': '1113936505295863808'}","White","nba",NA,"",NA,"SF","2500",NA,28,NA,"white",1,1
NA,"1985-09-27",NA,"",NA,"anthonymorrow","","294d0821-162a-47d8-9156-6036749ffbf8","","",NA,NA,NA,NA,"False",NA,"[]",NA,"Charlotte Latin (NC)",NA,NA,"anthony","RET",NA,"#anthonymorrow-NBA-FA",NA,"",210,NA,"Anthony Morrow",NA,NA,77,"Anthony",NA,"Georgia Tech",NA,NA,"['PG', 'SG']","{'channel_id': '1153292648254033920'}","Morrow","nba",NA,"",NA,"SG","1261",NA,40,NA,"morrow",9,1
NA,"1980-03-09",NA,"",NA,"mattbarnes","","a0d07bb9-3935-4d53-bdbb-6cb27c1a46b1","","",NA,NA,NA,NA,"False",NA,"[]",NA,"Del Campo (CA)",NA,NA,"matt","RET",NA,"#mattbarnes-NBA-FA",NA,"",226,NA,"Matt Barnes",NA,NA,79,"Matt",NA,"UCLA",NA,NA,"['PF', 'SF']","{'channel_id': '1153292149232521216'}","Barnes","nba",NA,"",NA,"SF","1340",NA,45,NA,"barnes",14,1
NA,"2000-11-25",NA,"",NA,"hunterdickinson","","f4e6ac10-c2d3-4412-b85b-9511b93313e6","","NOP",NA,6,1750998922994,NA,"True",NA,"[]",20003515,"DeMatha Catholic High School (MD)",NA,NA,"hunter","TWO-WAY",6667,"#hunterdickinson-NBA-NOP-4",NA,"C",265,NA,"Hunter Dickinson",NA,NA,86,"Hunter",NA,"Kansas",NA,372,"['C']","{'channel_id': '1244189625732300800'}","Dickinson","nba",NA,"",NA,"C","4799",4432180,24,4,"dickinson",0,1
NA,"1995-02-07",NA,"",NA,"cameronreynolds","","0e04a935-33a2-4426-84a7-41b39854a57a","","",NA,NA,1621010127570,NA,"True",NA,"[]",NA,"Pearland (TX)",NA,NA,"cameron","FA",4472,"#cameronreynolds-NBA-FA",NA,"",225,NA,"Cameron Reynolds",NA,NA,79,"Cameron",NA,"Tulane",NA,NA,"['SF', 'SG']","{'channel_id': '1153292782949912576'}","Reynolds","nba",NA,"",NA,"SG","1919",NA,30,NA,"reynolds",2,1
NA,"1994-04-08",NA,"",NA,"dariosaric","B42E8BC6E6BC","06255060-3d3d-44f6-a776-2aab8e57584a","","SAC",NA,3,1756484424413,NA,"True",NA,"[]",20001597,"",NA,830641,"dario","ACT",3451,"#dariosaric-NBA-SAC-20",NA,"C",225,NA,"Dario Šarić",NA,NA,82,"Dario",NA,"",NA,239,"['C']","{'channel_id': '1115451270392479744'}","Šarić","nba",NA,"",NA,"C","1674",NA,31,20,"saric",8,1
NA,"1994-02-02",NA,"",NA,"antoniuscleveland","","205dab97-c6f6-437f-8f7e-107d060ad27a","","",NA,NA,NA,NA,"True",NA,"[]",NA,"Faith Baptist Christian Academy (GA)",NA,NA,"antonius","FA",NA,"#antoniuscleveland-NBA-FA",NA,"",195,NA,"Antonius Cleveland",NA,NA,77,"Antonius",NA,"Southeast Missouri State",NA,NA,"['PG', 'SG']","{'channel_id': '1153292131956183040'}","Cleveland","nba",NA,"",NA,"SG","1808",NA,31,NA,"cleveland",1,1
NA,"1988-10-25",NA,"",NA,"chandlerparsons","","434e09b0-2da5-44f4-b406-b5a80852d71d","","",NA,NA,1588006890685,NA,"False",NA,"[]",NA,"Lake Howell (FL)",NA,NA,"chandler","RET",3223,"#chandlerparsons-NBA-FA",NA,"",230,NA,"Chandler Parsons",NA,NA,81,"Chandler",NA,"Florida",NA,NA,"['PF', 'SF']","{'channel_id': '1153292239292616704'}","Parsons","nba",NA,"",NA,"SF","1233",NA,36,NA,"parsons",9,1
NA,"1992-04-08",NA,"",NA,"jjobrien","","2ec0dd5b-2bd3-47f8-936c-bc23859a2686","","",NA,NA,NA,NA,"True",NA,"[]",NA,"Alta Loma (CA)",NA,NA,"jj","FA",NA,"#jjobrien-NBA-FA",NA,"",220,NA,"J.J. O'Brien",NA,NA,79,"J.J.",NA,"San Diego State",NA,NA,"['PF', 'SF']","{'channel_id': '1153292701374894080'}","O'Brien","nba",NA,"",NA,"SF","1639",NA,33,NA,"obrien",1,1
NA,"1996-09-07",NA,"",NA,"donovanmitchell","B82A4A0D260A","b6dde96e-3748-4cbe-86d2-798d5dffb3c0","","CLE",NA,1,1753312830377,NA,"True",NA,"[]",20001844,"Brewster Academy (NH)",NA,879707,"donovan","ACT",4166,"#donovanmitchell-NBA-CLE-45",NA,"SG",215,NA,"Donovan Mitchell",NA,NA,75,"Donovan",NA,"Louisville",NA,20,"['PG', 'SG']","{'channel_id': '1113936489470754816'}","Mitchell","nba",NA,"",NA,"SG","1845",3908809,29,45,"mitchell",8,1
NA,"2000-05-24",NA,"",NA,"keyontaejohnson","6222A7DC99D1","29d7b4d4-5aaf-4668-820f-4ab9790cc930","","",NA,NA,1758305723972,NA,"True",NA,"[]",NA,"Oak Hill (VA)",NA,1134160,"keyontae","FA",5963,"#keyontaejohnson-NBA-FA",NA,"",230,NA,"Keyontae Johnson",NA,NA,76,"Keyontae",NA,"Kansas State",NA,NA,"['PF', 'SF']","{'channel_id': '1132347693331402752'}","Johnson","nba",NA,"",NA,"PF","2614",NA,25,NA,"johnson",1,1
NA,"1985-12-02",NA,"",NA,"dorellwright","","c58c6713-f865-49a9-bc27-ccad530b33a8","","",NA,NA,NA,NA,"False",NA,"[]",NA,"South Kent School (CT)",NA,NA,"dorell","RET",NA,"#dorellwright-NBA-FA",NA,"",205,NA,"Dorell Wright",NA,NA,81,"Dorell",NA,"",NA,NA,"['PF', 'SF']","{'channel_id': '1153292545569083392'}","Wright","nba",NA,"",NA,"SF","1452",NA,39,NA,"wright",12,1
NA,"1993-07-20",NA,"",NA,"stevenadams","7B8DDD484254","a208e22a-6b63-45f9-b7c6-bf913a68f3df","","HOU",NA,2,1756891254585,NA,"True",NA,"[]",20000875,"Notre Dame Prep (MA)",NA,679478,"steven","ACT",3445,"#stevenadams-NBA-HOU-12",NA,"C",265,NA,"Steven Adams",NA,NA,83,"Steven",NA,"Pittsburgh",NA,235,"['C']","{'channel_id': '1113936509293035520'}","Adams","nba",NA,"",NA,"C","1432",2991235,32,12,"adams",11,1
NA,"1997-10-12",NA,"",NA,"justinrobinson","","1ccff2d9-b2d4-4a33-a429-b2a7c4600977","","",NA,NA,1640722818804,NA,"True",NA,"[]",NA,"St. James School (MD)",NA,893009,"justin","FA",4894,"#justinrobinson-NBA-FA",NA,"",195,NA,"Justin Robinson",NA,NA,73,"Justin",NA,"Virginia Tech",NA,NA,"['PG', 'SG']","{'channel_id': '1153293021454815232'}","Robinson","nba",NA,"",NA,"PG","2019",NA,27,NA,"robinson",3,1
NA,"2000-10-07",NA,"",NA,"jahmiryoung","C5DB81C4BFAF","d000cb41-2c64-4eb1-9f06-7dc94d63ba03","","MIA",NA,NA,1757592354272,NA,"True",NA,"[]",20003298,"DeMatha Catholic High School (MD)",NA,1176274,"jahmir","ACT",6377,"#jahmiryoung-NBA-MIA-17",NA,"",185,NA,"Jahmir Young",NA,NA,73,"Jahmir",NA,"Maryland",NA,NA,"['PG', 'SG']","{'channel_id': '1144472522960416768'}","Young","nba",NA,"",NA,"PG","2846",4433133,24,17,"young",1,1
NA,"1999-09-12",NA,"",NA,"ejmontgomery","","9a6fa7ec-ff6b-461a-9c42-ce04e0a55fbc","","",NA,NA,NA,NA,"True",NA,"[]",NA,"Wheeler (GA)",NA,NA,"ej","FA",NA,"#ejmontgomery-NBA-FA",NA,"",228,NA,"EJ Montgomery",NA,NA,82,"EJ",NA,"Kentucky",NA,NA,"['PF', 'SF']","{'channel_id': '1153292859445628928'}","Montgomery","nba",NA,"",NA,"PF","2224",NA,26,NA,"montgomery",1,1
NA,"1998-11-24",NA,"",NA,"liangeloball","","7c0d2897-7100-4c67-bc47-c0402ca71912","","",NA,NA,1665857142741,NA,"True",NA,"[]",NA,"Chino Hills (CA)",NA,1260997,"liangelo","FA",5106,"#liangeloball-NBA-FA",NA,"",230,NA,"LiAngelo Ball",NA,NA,77,"LiAngelo",NA,"UCLA",NA,449,"['PG', 'SG']","{'channel_id': '1153292342585741312'}","Ball","nba",NA,"",NA,"SG","2220",NA,26,NA,"ball",1,1
NA,"1993-05-19",NA,"",NA,"jarroduthoff","","acf0cacb-9fc7-408b-9315-9742db34cd60","","",NA,NA,1596478522872,NA,"True",NA,"[]",NA,"Jefferson (IA)",NA,NA,"jarrod","FA",3920,"#jarroduthoff-NBA-FA",NA,"",220,NA,"Jarrod Uthoff",NA,NA,81,"Jarrod",NA,"Iowa",NA,NA,"['PF', 'SF']","{'channel_id': '1153292622740082688'}","Uthoff","nba",NA,"",NA,"SF","1734",NA,32,NA,"uthoff",2,1
NA,"1995-08-06",NA,"",NA,"sashavezenkov","C45F028C8D28","7160cefa-bef9-4733-8495-7e148c9e5bd9","","",NA,NA,1721917213830,NA,"True",NA,"[]",NA,"",NA,1057009,"sasha","FA",4138,"#sashavezenkov-NBA-FA",NA,"",225,NA,"Sasha Vezenkov",NA,NA,80,"Sasha",NA,"",NA,NA,"['PF', 'SF']","{'channel_id': '1113936518512115712'}","Vezenkov","nba",NA,"",NA,"PF","2410",NA,30,NA,"vezenkov",2,1
NA,"2003-09-11",NA,"",NA,"cedriccoward","","9f666f68-046c-4315-a89d-d9ec2e9a852d","","MEM",NA,2,1758915922835,NA,"True",NA,"[]",20003477,"Central (CA)",NA,NA,"cedric","ACT",6592,"#cedriccoward-NBA-MEM-23",NA,"SG",215,NA,"Cedric Coward",NA,NA,78,"Cedric",NA,"Duke",NA,299,"['PG', 'SG']","{'channel_id': '1243819677176565760'}","Coward","nba",NA,"",NA,"PG","4748",4903027,22,23,"coward",0,1
NA,"1982-07-05",NA,"",NA,"benoudrih","","f77263f9-a97c-45b9-91f0-0f0da4156b9f","","",NA,NA,NA,NA,"False",NA,"[]",NA,"",NA,NA,"beno","RET",NA,"#benoudrih-NBA-FA",NA,"",205,NA,"Beno Udrih",NA,NA,75,"Beno",NA,"",NA,NA,"['PG', 'SG']","{'channel_id': '1153292042462318592'}","Udrih","nba",NA,"",NA,"PG","1038",NA,43,NA,"udrih",13,1
NA,"1994-07-04",NA,"",NA,"deandrebembry","","db42a3d8-e493-4f0e-aa9f-149397877fea","","",NA,NA,1649349021689,NA,"True",NA,"[]",NA,"The Patrick School (NJ)",NA,795428,"deandre","FA",3880,"#deandrebembry-NBA-FA",NA,"",210,NA,"DeAndre' Bembry",NA,NA,77,"DeAndre'",NA,"Saint Joseph's",NA,NA,"['PF', 'SF']","{'channel_id': '1153292196502327296'}","Bembry","nba",NA,"Out",NA,"SF","1706",NA,31,NA,"bembry",6,1
NA,"2001-07-01",NA,"",NA,"stevencrowl","","b02fc475-b0da-471a-9036-7749c64e572d","","UTA",NA,NA,NA,NA,"True",NA,"[]",20003523,"Eastview (CA)",NA,NA,"steven","ACT",NA,"#stevencrowl-NBA-UTA-25",NA,"",248,NA,"Steven Crowl",NA,NA,84,"Steven",NA,"Wisconsin",NA,NA,"['PF', 'SF']","{'channel_id': '1278986523198390272'}","Crowl","nba",NA,"",NA,"PF","4829",NA,24,25,"crowl",0,1
NA,"1998-07-14",NA,"",NA,"jacobgilyard","492E5E2A27AA","49aaa5a4-1bb3-4651-9249-b1c7ca0c09e2","","",NA,NA,1728968109943,NA,"True",NA,"[]",NA,"The Barstow School (MO)",NA,1076225,"jacob","FA",5763,"#jacobgilyard-NBA-FA",NA,"",160,NA,"Jacob Gilyard",NA,NA,68,"Jacob",NA,"Richmond",NA,NA,"['PG', 'SG']","{'channel_id': '1144404547960049664'}","Gilyard","nba",NA,"",NA,"PG","2530",NA,27,NA,"gilyard",1,1
NA,"1999-09-17",NA,"",NA,"tysonetienne","3155EB0A07E705CB","674b6d37-16d4-4851-81c2-b279754b9b82","Illness","BKN",NA,6,1752876050940,NA,"True",NA,"[]",20002953,"Putnam Science Academy (CT)",NA,1175318,"tyson","TWO-WAY",5758,"#tysonetienne-NBA-BKN-10",NA,"PG",200,NA,"Tyson Etienne",NA,NA,74,"Tyson",NA,"Wichita State",NA,NA,"['PG', 'SG']","{'channel_id': '1153292957802057728'}","Etienne","nba",NA,"DTD",NA,"PG","2495",4432887,26,10,"etienne",1,1
NA,"1987-06-23",NA,"",NA,"nandodecolo","","d5ea8739-c9aa-46dd-97e1-52f6821382ef","","",NA,NA,NA,NA,"True",NA,"[]",NA,"",NA,NA,"nando","FA",NA,"#nandodecolo-NBA-FA",NA,"",195,NA,"Nando De Colo",NA,NA,77,"Nando",NA,"",NA,590,"['PG', 'SG']","{'channel_id': '1153293149389475840'}","De Colo","nba",NA,"",NA,"PG","1309",NA,38,NA,"decolo",2,1
NA,"1990-10-26",NA,"",NA,"erikmurphy","","69ad92c6-2203-4b71-9cc7-108a0aad6ccd","","",NA,NA,NA,NA,"True",NA,"[]",NA,"St. Mark's (MA)",NA,NA,"erik","FA",NA,"#erikmurphy-NBA-FA",NA,"",230,NA,"Erik Murphy",NA,NA,82,"Erik",NA,"Florida",NA,NA,"['PF', 'SF']","{'channel_id': '1153292994397360128'}","Murphy","nba",NA,"",NA,"PF","1012",NA,34,NA,"murphy",1,1
NA,"2002-05-31",NA,"Surgery",NA,"mosesmoody","7ABE921065C6","a316cf6a-693d-4c6a-b0d9-ebf80e73e832","Thumb","GSW",NA,2,1756837251812,NA,"True",NA,"[]",20002655,"Montverde Academy (FL)",NA,1231366,"moses","ACT",5384,"#mosesmoody-NBA-GSW-4",NA,"SF",211,NA,"Moses Moody",NA,NA,77,"Moses",NA,"Arkansas",NA,252,"['PF', 'SF', 'SG']","{'channel_id': '1113936493568589824'}","Moody","nba",NA,"DTD",NA,"SF","2262",NA,23,4,"moody",4,1
NA,"2002-04-23",NA,"",NA,"phillipwheeler","","38dd5ead-88c7-437b-ba41-0adbff0cb6b0","","",NA,NA,1759362658567,NA,"True",NA,"[]",20002986,"Ranney School (NJ)",NA,NA,"phillip","FA",5574,"#phillipwheeler-NBA-FA",NA,"",185,NA,"Phillip Wheeler",NA,NA,80,"Phillip",NA,"",NA,536,"['PF', 'SF']","{'channel_id': '1210721554397138944'}","Wheeler","nba",NA,"",NA,"PF","4735",NA,23,NA,"wheeler",0,1
NA,"1998-07-23",NA,"",NA,"deandreayton","54818F8E80E9","7ca4beac-bbd6-454f-b820-4e8442a3e1e5","","LAL",NA,1,1754850046541,NA,"True",NA,"[]",20001990,"Hillcrest Prep Academy (AZ)",NA,1061507,"deandre","ACT",4372,"#deandreayton-NBA-LAL-5",NA,"C",252,NA,"Deandre Ayton",NA,NA,84,"Deandre",NA,"Arizona",NA,87,"['C']","{'channel_id': '1113936533859074048'}","Ayton","nba",NA,"",NA,"C","1974",4278129,27,5,"ayton",7,1
NA,"1995-03-29",NA,"",NA,"benbentil","","52b566e9-cd53-47da-a4b6-6869edc830f1","","",NA,NA,NA,NA,"True",NA,"[]",NA,"",NA,NA,"ben","FA",NA,"#benbentil-NBA-FA",NA,"",235,NA,"Ben Bentil",NA,NA,81,"Ben",NA,"Providence",NA,NA,"['PF', 'SF']","{'channel_id': '1153293022687940608'}","Bentil","nba",NA,"",NA,"PF","1729",NA,30,NA,"bentil",1,1
NA,"1987-11-25",NA,"",NA,"trevorbooker","","86da224d-e103-412a-8406-1ca8976726e7","","",NA,NA,1586903130531,NA,"False",NA,"[]",NA,"Union County (SC)",NA,NA,"trevor","RET",3142,"#trevorbooker-NBA-FA",NA,"",228,NA,"Trevor Booker",NA,NA,80,"Trevor",NA,"Clemson",NA,NA,"['PF', 'SF']","{'channel_id': '1153292185743937536'}","Booker","nba",NA,"",NA,"PF","1118",NA,37,NA,"booker",8,1
NA,"1982-05-17",NA,"",NA,"tonyparker","","b1b2d578-44df-4e05-9884-31dd89e82cf0","","",NA,NA,NA,NA,"False",NA,"[]",NA,"",NA,NA,"tony","RET",NA,"#tonyparker-NBA-FA",NA,"",185,NA,"Tony Parker",NA,NA,74,"Tony",NA,"",NA,NA,"['PG', 'SG']","{'channel_id': '1153292132014903296'}","Parker","nba",NA,"",NA,"PG","1306",NA,43,NA,"parker",18,1
NA,"2001-02-16",NA,"",NA,"tosanevbuomwan","791D648B4974","68ed2fac-e117-48e1-ac43-314098f600ea","","NYK",NA,6,1758058218772,NA,"True",NA,"[]",20003134,"Royal Grammar School (GBR)",NA,1197249,"tosan","TWO-WAY",5996,"#tosanevbuomwan-NBA-NYK-20",NA,"PF",217,NA,"Tosan Evbuomwan",NA,NA,79,"Tosan",NA,"Princeton",NA,377,"['PF', 'SF']","{'channel_id': '1113936498081660928'}","Evbuomwan","nba",NA,"",NA,"PF","2670",4597865,24,20,"evbuomwan",2,1
NA,"1996-09-19",NA,"Surgery",NA,"brandonclarke","C428D411DF56","c978afe7-cf22-45fc-8d0f-da8f867eb5ee","Knee","MEM",NA,6,1758967828381,NA,"True",NA,"[]",20002283,"Desert Vista (AZ)",NA,892914,"brandon","ACT",4819,"#brandonclarke-NBA-MEM-15",NA,"C",215,NA,"Brandon Clarke",NA,NA,80,"Brandon",NA,"Gonzaga",NA,225,"['C', 'PF']","{'channel_id': '1113936505962758144'}","Clarke","nba",NA,"Out",NA,"PF","2041",3906665,29,15,"clarke",6,1
NA,"2003-12-12",NA,"",NA,"kyshawngeorge","BC7CBB02A084","0e03dd88-2c39-4b4a-8b47-0c3c8ba82305","","WAS",NA,2,1758728106081,NA,"True",NA,"[]",20003202,"",NA,1460113,"kyshawn","ACT",6269,"#kyshawngeorge-NBA-WAS-18",NA,"PF",200,NA,"Kyshawn George",NA,NA,80,"Kyshawn",NA,"Miami (FL)",NA,210,"['PG', 'SF', 'SG']","{'channel_id': '1113936495741239296'}","George","nba",NA,"",NA,"SG","2714",5174563,21,18,"george",1,1
NA,"2003-01-07",NA,"",NA,"ryandunn","177A54C97E81","749f9e06-52c1-4436-840e-9096a9908c0b","","PHX",NA,2,1759419303867,NA,"True",NA,"[]",20003231,"Perkiomen School (PA)",NA,1406029,"ryan","ACT",6276,"#ryandunn-NBA-PHX-0",NA,"SF",216,NA,"Ryan Dunn",NA,NA,80,"Ryan",NA,"Virginia",NA,267,"['PF', 'SF']","{'channel_id': '1113936530415550464'}","Dunn","nba",NA,"",NA,"SF","2710",4888725,22,0,"dunn",1,1
NA,"1988-05-22",NA,"",NA,"chasebudinger","","22f65f0b-5ccb-4f72-9bbe-ab383c86fa6b","","",NA,NA,NA,NA,"False",NA,"[]",NA,"La Costa Canyon (CA)",NA,NA,"chase","RET",NA,"#chasebudinger-NBA-FA",NA,"",215,NA,"Chase Budinger",NA,NA,79,"Chase",NA,"Arizona",NA,NA,"['PF', 'SF']","{'channel_id': '1153292689903472640'}","Budinger","nba",NA,"",NA,"SF","1182",NA,37,NA,"budinger",7,1
NA,"1987-03-19",NA,"",NA,"milosteodosic","","f6a7a563-cc37-47de-8c86-25fcabd20f16","","",NA,NA,NA,NA,"True",NA,"[]",NA,"",NA,NA,"milos","FA",NA,"#milosteodosic-NBA-FA",NA,"",196,NA,"Miloš Teodosić",NA,NA,77,"Miloš",NA,"",NA,NA,"['PG', 'SG']","{'channel_id': '1153292098607271936'}","Teodosić","nba",NA,"",NA,"PG","1839",NA,38,NA,"teodosic",1,1
NA,"1999-11-22",NA,"Strain",NA,"brandonwilliams","","c8efed0b-f365-4440-84f7-df8c8078d1c0","Hamstring","DAL",NA,3,1759405503031,NA,"True",NA,"[]",20002854,"Crespi Carmelite (CA)",NA,1134688,"brandon","ACT",5588,"#brandonwilliams-NBA-DAL-10",NA,"PG",190,NA,"Brandon Williams",NA,NA,73,"Brandon",NA,"Arizona",NA,419,"['PG']","{'channel_id': '1113936529077567488'}","Williams","nba",NA,"DTD",NA,"PG","2397",4397040,25,10,"williams",3,1
NA,"2005-06-10",NA,"",NA,"collinmurrayboyles","","7b169c92-2d4d-4218-9557-4e0ec1b43378","","TOR",NA,2,1756142451571,NA,"True",NA,"[]",20003454,"Wasatch Academy (UT)",NA,NA,"collin","ACT",6585,"#collinmurrayboyles-NBA-TOR-12",NA,"PF",240,NA,"Collin Murray-Boyles",NA,NA,80,"Collin",NA,"South Carolina",NA,287,"['PF', 'SF']","{'channel_id': '1243819688798982144'}","Murray-Boyles","nba",NA,"",NA,"PF","4755",5093267,20,12,"murrayboyles",0,1
NA,"1997-01-30",NA,"",NA,"shaqbuchanan","","a36e922d-16c1-4009-80e7-7665c48fd32a","","",NA,NA,1641332727150,NA,"True",NA,"[]",NA,"Madison Central (MS)",NA,1135267,"shaq","FA",4887,"#shaqbuchanan-NBA-FA",NA,"",190,NA,"Shaq Buchanan",NA,NA,75,"Shaq",NA,"Murray State",NA,456,"['PG', 'SG']","{'channel_id': '1153292995840200704'}","Buchanan","nba",NA,"",NA,"PG","2245",NA,28,NA,"buchanan",1,1
NA,"1988-06-03",NA,"",NA,"patrickchristopher","","53df69b9-f573-4c68-8064-d4bc29374606","","",NA,NA,NA,NA,"False",NA,"[]",NA,"Dominquez (CA)",NA,NA,"patrick","RET",NA,"#patrickchristopher-NBA-FA",NA,"",220,NA,"Patrick Christopher",NA,NA,77,"Patrick",NA,"California",NA,NA,"['PG', 'SG']","{'channel_id': '1153292952861167616'}","Christopher","nba",NA,"",NA,"SG","1558",NA,37,NA,"christopher",1,1
NA,"1995-09-28",NA,"",NA,"codymartin","F018C67F2BE3","6eadcfb0-1d51-4525-add6-17f07ae2ad49","","",NA,NA,1751322642976,NA,"True",NA,"[]",20002294,"Oak Hill Academy (VA)",NA,842971,"cody","FA",4929,"#codymartin-NBA-FA",NA,"",205,NA,"Cody Martin",NA,NA,78,"Cody",NA,"Nevada",NA,293,"['PF', 'SF', 'SG']","{'channel_id': '1113936499872628736'}","Martin","nba",NA,"",NA,"SF","2030",3138161,30,NA,"martin",7,1
NA,"1997-02-01",NA,"",NA,"dreweubanks","7EA33E29F217","0fbb8fd5-9b9c-48a2-a355-18aba7b5d9d5","","SAC",NA,2,1756833651212,NA,"True",NA,"[]",20002045,"Reynolds (OR)",NA,883573,"drew","ACT",4416,"#dreweubanks-NBA-SAC-19",NA,"C",245,NA,"Drew Eubanks",NA,NA,82,"Drew",NA,"Oregon State",NA,283,"['C']","{'channel_id': '1113936522312155136'}","Eubanks","nba",NA,"",NA,"C","1951",3914285,28,19,"eubanks",7,1
NA,"2001-01-17",NA,"",NA,"ismaelkamagate","","697d7f19-3659-4d83-9bdd-6995e3455880","","",NA,NA,1707424823555,NA,"True",NA,"[]",NA,"",NA,1350624,"ismael","FA",5711,"#ismaelkamagate-NBA-FA",NA,"",220,NA,"Ismael Kamagate",NA,NA,83,"Ismael",NA,"",NA,NA,"['C']","{'channel_id': '1153293042677993472'}","Kamagate","nba",NA,"",NA,"C","2486",NA,24,NA,"kamagate",1,1
NA,"2006-05-28",NA,"",NA,"nolantraore","","4cee9366-c78d-4ae9-a04a-eb695ee2fac0","","BKN",NA,2,1757017245119,NA,"True",NA,"[]",20003473,"",NA,NA,"nolan","ACT",6587,"#nolantraore-NBA-BKN-88",NA,"PG",175,NA,"Nolan Traoré",NA,NA,75,"Nolan",NA,"",NA,360,"['PG', 'SG']","{'channel_id': '1243819669844922368'}","Traoré","nba",NA,"",NA,"PG","4742",NA,19,88,"traore",0,1
NA,"1983-04-29",NA,"",NA,"davidlee","","9a48ac5c-430e-4306-b393-bd366e922334","","",NA,NA,NA,NA,"False",NA,"[]",NA,"Chaminade College Prep (MO)",NA,NA,"david","RET",NA,"#davidlee-NBA-FA",NA,"",245,NA,"David Lee",NA,NA,81,"David",NA,"Florida",NA,NA,"['C', 'PF']","{'channel_id': '1153292377440407552'}","Lee","nba",NA,"",NA,"PF","1088",NA,42,NA,"lee",12,1
NA,"2000-03-05",NA,"",NA,"landersnolley","","6e0b341f-2434-494f-878f-fc3d57b6faf3","","",NA,NA,1697485212086,NA,"True",NA,"[]",NA,"Langston Hughes (GA)",NA,1138410,"landers","FA",6024,"#landersnolley-NBA-FA",NA,"",220,NA,"Landers Nolley",NA,NA,79,"Landers",NA,"Cincinnati",NA,NA,"['PG', 'SG']","{'channel_id': '1153292313854758912'}","Nolley","nba",NA,"",NA,"SG","2673",NA,25,NA,"nolley",1,1
