player_id,opta_id,fantasy_data_id,news_updated,years_exp,espn_id,birth_state,birth_date,fantasy_positions,depth_chart_order,kalshi_id,active,sportradar_id,team_abbr,player_id,stats_id,high_school,height,gsis_id,competitions,search_full_name,status,injury_start_date,search_first_name,practice_participation,sport,college,yahoo_id,oddsjam_id,birth_city,injury_status,last_name,age,metadata,swish_id,number,practice_description,pandascore_id,search_rank,full_name,rotoworld_id,weight,birth_country,team,depth_chart_position,injury_body_part,hashtag,position,first_name,team_changed_at,search_last_name,injury_notes,rotowire_id
1159,,,,,,,,,,,False,de5294b2-3ebb-4d11-9aad-cad9a1ddd13f,,1159,,,76,,[],franciscomorales,MIN,,francisco,,mlb,,,,San Juan de los Morros,,Morales,,"{'bat_hand': 'R', 'full_name': 'Francisco Morales', 'pro_debut': '2022-05-09', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-08-03T13:37:11+00:00'}",672839.0,69.0,,,,Francisco Morales,,185,VEN,PHI,,,#franciscomorales-MLB-PHI-69,RP,Francisco,,morales,,
1059,,,1734069634451.0,4.0,,TX,1996-03-25,,,,True,da381d9b-e6c5-4be2-9d24-ae1cf8f42259,,1059,,Tascosa (TX),74,,[],tuckerdavidson,A,,tucker,,mlb,,,F199B15168AD,Amarillo,,Davidson,,"{'bat_hand': 'L', 'full_name': 'Tucker Davidson', 'pro_debut': '2020-09-26', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-09-28T17:06:46+00:00'}",656353.0,67.0,,,,Tucker Davidson,,215,USA,BAL,,,#tuckerdavidson-MLB-BAL-67,RP,Tucker,,davidson,,15265.0
1744,,,1752786334362.0,3.0,,OH,1998-06-28,,,,True,168e458f-a73b-4361-b25b-31fe1eb50e61,,1744,,Estero (FL),76,,[],joshwinckowski,D60,,josh,,mlb,,,B4AD1806B436,Toledo,IL60,Winckowski,,"{'bat_hand': 'R', 'channel_id': '1157161462003695616', 'full_name': 'Josh Winckowski', 'pro_debut': '2022-05-28', 'rookie_year': '2022', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-06-24T02:59:29+00:00'}",670174.0,25.0,,,,Josh Winckowski,,215,USA,BOS,,Elbow,#joshwinckowski-MLB-BOS-25,RP,Josh,,winckowski,Inflammation,17171.0
1217,,,1747323934022.0,8.0,,TN,1991-10-31,,,,True,34b9b68f-3fcf-402c-8008-0414696a8b7c,,1217,,Centennial (TN),66,,[],tonykemp,A,,tony,,mlb,Vanderbilt,,5E064110B53F,Franklin,,Kemp,,"{'bat_hand': 'L', 'full_name': 'Tony Kemp', 'pro_debut': '2016-05-17', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-03-27T18:07:40+00:00'}",643393.0,12.0,,,,Tony Kemp,,160,USA,BAL,,,#tonykemp-MLB-BAL-12,2B,Tony,,kemp,,13290.0
1980,,,1754583037744.0,7.0,,CA,1990-02-10,,,,True,934c78d9-d33a-4ad0-9fbf-ffe6548d2783,,1980,,Granada Hills (CA),76,,[],timhill,A,,tim,,mlb,Bacone College,,2B7CD169AB9E,Mission Hills,,Hill,,"{'bat_hand': 'R', 'channel_id': '1157161476310466560', 'full_name': 'Tim Hill', 'pro_debut': '2018-03-29', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-05-17T19:39:05+00:00'}",657612.0,41.0,,,,Tim Hill,,210,USA,NYY,,,#timhill-MLB-NYY-41,RP,Tim,,hill,,15248.0
3220,,,1758721804954.0,1.0,,GA,1997-11-06,,,,True,d44032f9-41bf-4d35-8c89-d2de3a67e420,,3220,,King's Ridge Christian School (GA),75,,[],fraserellard,A,,fraser,,mlb,Truett McConnell (GA),,82E14A28AF28,Roswell,,Ellard,,"{'bat_hand': 'L', 'channel_id': '1157161289294839808', 'full_name': 'Fraser Ellard', 'pro_debut': '2024-07-30', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-01T15:07:20+00:00'}",686642.0,55.0,,,,Fraser Ellard,,220,USA,CWS,,,#fraserellard-MLB-CWS-55,RP,Fraser,,ellard,,19766.0
2613,,,1701125750221.0,,,IL,,,,,True,0fa5b378-895d-4ce9-90f3-aec093dbca87,,2613,,St. Rita (IL),68,,[],markpayton,A,,mark,,mlb,Texas,,,Orland Park,,Payton,,"{'bat_hand': 'L', 'full_name': 'Mark Payton', 'pro_debut': '2020-08-22', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-09-24T20:45:47+00:00'}",592622.0,46.0,,,,Mark Payton,,180,USA,CWS,,,#markpayton-MLB-CWS-46,RF,Mark,,payton,,16519.0
1717,,,1751060431846.0,13.0,,FL,1987-08-21,,,,True,f423faea-d0e3-49b6-b347-52ec5cfac66a,,1717,,Charles W Flanagan (FL),75,,[],jdmartinez,A,,jd,,mlb,Nova Southeastern,,30410CBDDCDC,Miami,,Martinez,,"{'bat_hand': 'R', 'channel_id': '1157161685899837440', 'full_name': 'J.D. Martinez', 'pro_debut': '2011-07-30', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-09-05T19:21:35+00:00'}",502110.0,28.0,,,,J.D. Martinez,,230,USA,NYM,,,#jdmartinez-MLB-NYM-28,DH,J.D.,,martinez,,11460.0
2436,,,1697490616347.0,8.0,,FL,1992-01-15,,,,True,e50ba0dc-3c6c-43e7-ba03-48f3ecef10c5,,2436,,Boca Raton Community (FL),75,,[],chichigonzalez,A,,chichi,,mlb,Oral Roberts,,455E3090CEE1,Delray Beach,,González,,"{'bat_hand': 'R', 'full_name': 'Chi Chi González', 'pro_debut': '2015-05-30', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-09-19T20:32:44+00:00'}",592346.0,17.0,,,,Chi Chi González,,210,USA,MIA,,,#chichigonzalez-MLB-MIA-17,SP,Chi Chi,,gonzalez,,12966.0
2377,,,,,,MO,,,,,True,2d0e1c28-a11c-49db-a59e-0c00e7b55ae0,,2377,,Wentzville (MO),77,,[],rossdetwiler,A,,ross,,mlb,Missouri State,,,St. Louis,,Detwiler,,"{'bat_hand': 'R', 'full_name': 'Ross Detwiler', 'pro_debut': '2007-09-07', 'rookie_year': '2007', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-07-29T16:54:08+00:00'}",446321.0,75.0,,,,Ross Detwiler,,210,USA,CIN,,,#rossdetwiler-MLB-CIN-75,RP,Ross,,detwiler,,
1855,,,1758807010737.0,12.0,,TN,1989-11-07,,,,True,b004cc6c-f00c-4b5d-917a-ee1abf92179d,,1855,,Smyrna (TN),70,,[],sonnygray,A,,sonny,,mlb,Vanderbilt,,D3DADB56DEE4,Nashville,,Gray,,"{'bat_hand': 'R', 'channel_id': '1157161267606093824', 'full_name': 'Sonny Gray', 'pro_debut': '2013-07-10', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-24T23:53:06+00:00'}",543243.0,54.0,,,,Sonny Gray,,190,USA,STL,,,#sonnygray-MLB-STL-54,SP,Sonny,,gray,,12129.0
1604,,,1751511959211.0,3.0,,CA,1997-04-17,,,,False,f996a507-3ac6-41b8-943b-657362620a84,,1604,,Frontier (CA),74,,[],logangillaspie,D15,,logan,,mlb,Oxnard (CA),,3B397DA79F8E,Bakersfield,,Gillaspie,,"{'bat_hand': 'R', 'channel_id': '1157161574163578880', 'full_name': 'Logan Gillaspie', 'pro_debut': '2022-05-17', 'rookie_year': '2022', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-06-24T05:07:27+00:00'}",670810.0,71.0,,,,Logan Gillaspie,,215,USA,SD,,,#logangillaspie-MLB-SD-71,RP,Logan,,gillaspie,,17701.0
3437,,,1758597937189.0,0.0,,TN,2001-06-08,,,,True,0f6ab9aa-3a45-411b-8555-82eb99b29f94,,3437,,Loretto (TN),76,,[],bladetidwell,MIN,,blade,,mlb,Tennessee,,C046C1EE1D519F48,Columbia,,Tidwell,,"{'bat_hand': 'R', 'channel_id': '1224172775527161856', 'full_name': 'Blade Tidwell', 'pro_debut': '2025-05-04', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-07-30T20:30:04+00:00'}",,,,,,Blade Tidwell,,207,USA,SF,,,#bladetidwell-MLB-SF,SP,Blade,,tidwell,,17944.0
1536,,,1754070936252.0,11.0,,NY,1991-05-01,,,,True,cc86d4d3-1618-415e-b7fc-a303f3b8dd6f,,1536,,Patchogue-Medford (NY),67,,[],marcusstroman,A,,marcus,,mlb,Duke,,33A6BAF1CCBC,Medford,,Stroman,,"{'bat_hand': 'R', 'channel_id': '1157161480278278144', 'full_name': 'Marcus Stroman', 'pro_debut': '2014-05-04', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-29T15:14:17+00:00'}",573186.0,0.0,,,,Marcus Stroman,,180,USA,NYY,,,#marcusstroman-MLB-NYY-0,SP,Marcus,,stroman,,12456.0
1644,,,1758939620103.0,7.0,,CA,1995-05-31,,,,True,5a6d40fb-f37a-415d-bae6-83fd66bb3322,,1644,,Laguna Hills (CA),75,,[],shanebieber,A,,shane,,mlb,UC Santa Barbara,,789E7ACA4357,Orange,,Bieber,,"{'bat_hand': 'R', 'channel_id': '1157161411915317248', 'full_name': 'Shane Bieber', 'pro_debut': '2018-05-31', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-22T19:27:03+00:00'}",669456.0,57.0,,,,Shane Bieber,,200,USA,TOR,,,#shanebieber-MLB-TOR-57,SP,Shane,,bieber,,14383.0
2243,,,1758881415676.0,12.0,,LA,1992-08-13,,,,True,515af486-d938-4cb6-90e4-943323a5737c,,2243,,Yucaipa (CA),76,,[],taijuanwalker,A,,taijuan,,mlb,,,C095A255A39C,Shreveport,,Walker,,"{'bat_hand': 'R', 'channel_id': '1157161178997227520', 'full_name': 'Taijuan Walker', 'pro_debut': '2013-08-30', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T21:43:36+00:00'}",592836.0,99.0,,,,Taijuan Walker,,235,USA,PHI,,,#taijuanwalker-MLB-PHI-99,RP,Taijuan,,walker,,11537.0
1300,,,1742751033766.0,9.0,,CA,1990-12-23,,,,True,ce3ef51a-54c0-4e29-80bc-7a3048036c9a,,1300,,Archbishop Mitty (CA),74,,[],mitchhaniger,A,,mitch,,mlb,Cal Poly San Luis Obispo,,BA439F8BD242,Mountain View,,Haniger,,"{'bat_hand': 'R', 'channel_id': '1157161244541616128', 'full_name': 'Mitch Haniger', 'pro_debut': '2016-08-16', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T04:27:31+00:00'}",571745.0,17.0,,,,Mitch Haniger,,214,USA,SEA,,,#mitchhaniger-MLB-SEA-17,RF,Mitch,,haniger,,12491.0
1362,,,,,,,,,,,False,9498ebd5-3be0-4244-b6f1-d21ac060ade8,,1362,,,73,,[],angelrondon,MIN,,angel,,mlb,,,,Higuey,,Rondón,,"{'bat_hand': 'R', 'full_name': 'Angel Rondón', 'pro_debut': '2021-06-06', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-07-13T20:42:30+00:00'}",667373.0,,,,,Angel Rondón,,205,DOM,SF,,,#angelrondon-MLB-SF,RP,Angel,,rondon,,
3051,,,1753987830494.0,1.0,,FL,2000-09-05,,,,True,a0552dd7-a85e-4468-a61b-ea6b77ad2b97,,3051,,Niceville (FL),75,,[],recehinds,MIN,,rece,,mlb,,,7F9376EE0DCB,Niceville,,Hinds,,"{'bat_hand': 'R', 'channel_id': '1157161549182304256', 'full_name': 'Rece Hinds', 'pro_debut': '2024-07-08', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-07-31T18:55:29+00:00'}",677956.0,57.0,,,,Rece Hinds,,215,USA,CIN,,,#recehinds-MLB-CIN-57,RF,Rece,,hinds,,16072.0
1683,,,1754075136579.0,5.0,,CA,1997-08-19,,,,True,96604b45-657d-4b2d-987d-794d842219b6,,1683,,Archbishop Mitty (CA),75,,[],krisbubic,D60,,kris,,mlb,Stanford,,48DF92C9FDE5,Cupertino,IL60,Bubic,,"{'bat_hand': 'L', 'channel_id': '1157161431938924544', 'full_name': 'Kris Bubic', 'pro_debut': '2020-07-31', 'rookie_year': '2020', 'status': 'D60', 'throw_hand': 'L', 'updated': '2025-08-01T05:27:37+00:00'}",663460.0,50.0,,,,Kris Bubic,,225,USA,KC,,Shoulder,#krisbubic-MLB-KC-50,SP,Kris,,bubic,Strain,15433.0
3476,,,1751828120402.0,0.0,,MD,1999-02-11,,,,True,84a60be4-3f69-47c5-aa2e-2fa266d0a70c,,3476,,Mercersburg (MD),77,,[],jayviensandridge,MIN,,jayvien,,mlb,Lynn,,,Hagerstown,,Sandridge,,"{'bat_hand': 'L', 'channel_id': '1241431455708495872', 'full_name': 'Jayvien Sandridge', 'pro_debut': '2025-07-05', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-07-29T19:57:07+00:00'}",,88.0,,,,Jayvien Sandridge,,220,USA,NYY,,,#jayviensandridge-MLB-NYY-88,RP,Jayvien,,sandridge,,19852.0
3400,,,1758404727499.0,0.0,,DE,2001-08-13,,,,True,04c6998c-a48a-4683-8d75-f985ad89b491,,3400,,Cape Henlopen (DE),74,,[],masonfluharty,A,,mason,,mlb,Liberty,,B04EC3E09089E9D8,Lewes,,Fluharty,,"{'bat_hand': 'R', 'channel_id': '1212093236865159168', 'full_name': 'Mason Fluharty', 'pro_debut': '2025-04-01', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-20T21:40:17+00:00'}",,68.0,,,,Mason Fluharty,,215,USA,TOR,,,#masonfluharty-MLB-TOR-68,RP,Mason,,fluharty,,18146.0
2442,,,1758038437645.0,3.0,,NY,1993-02-11,,,,True,b16dc89a-c5fb-4f5b-b56b-8855b53c5f2f,,2442,,Broadalbin-Perth (NY),75,,[],mattgage,A,,matt,,mlb,Siena,,94EB57819D6D,Johnstown,,Gage,,"{'bat_hand': 'L', 'channel_id': '1157161695060197376', 'full_name': 'Matt Gage', 'pro_debut': '2022-06-06', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-18T19:31:06+00:00'}",657424.0,93.0,,,,Matt Gage,,265,USA,SF,,,#mattgage-MLB-SF-93,RP,Matt,,gage,,13509.0
2779,,,1755439857277.0,2.0,,IL,1996-03-30,,,,True,7f5b4d55-78a3-44c6-a970-d7d9a2907391,,2779,,Grant (IL),74,,[],ryannoda,MIN,,ryan,,mlb,Cincinnati,,10557A000C79,Volo,,Noda,,"{'bat_hand': 'L', 'channel_id': '1157161203458408448', 'full_name': 'Ryan Noda', 'pro_debut': '2023-03-30', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-08-17T14:05:24+00:00'}",676116.0,41.0,,,,Ryan Noda,,217,USA,BAL,,,#ryannoda-MLB-BAL-41,1B,Ryan,,noda,,15235.0
2142,,,,,,FL,,,,,False,dbad4f0e-980c-4231-8ed5-f65b2e3559a6,,2142,,South Broward (FL),75,,[],joshjames,D60,,josh,,mlb,Western Oklahoma State College (OK),,,Hollywood,,James,,"{'bat_hand': 'R', 'full_name': 'Josh James', 'pro_debut': '2018-09-01', 'rookie_year': '2018', 'status': 'D60', 'throw_hand': 'R', 'updated': '2022-06-23T21:30:34+00:00'}",,39.0,,,,Josh James,,234,USA,HOU,,,#joshjames-MLB-HOU-39,RP,Josh,,james,,
2813,,,1714339838197.0,1.0,,TX,1998-08-24,,,,False,8c19c153-59d8-461e-9cf5-1a07535c2a65,,2813,,Keller (TX),78,,[],mckinleymoore,MIN,,mckinley,,mlb,Little Rock,,2CE2F0D2E3BC,Houston,,Moore,,"{'bat_hand': 'R', 'full_name': 'McKinley Moore', 'pro_debut': '2023-04-10', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-04-13T20:13:07+00:00'}",686842.0,87.0,,,,McKinley Moore,,225,USA,NYY,,,#mckinleymoore-MLB-NYY-87,RP,McKinley,,moore,,17816.0
3533,,,1758950121035.0,0.0,,GA,2000-11-07,,,,True,3937b4a0-cea7-4377-afc5-3e933a77ebf1,,3533,,Cartersville (GA),72,,[],masonbarnett,A,,mason,,mlb,Auburn,,,Kennesaw,,Barnett,,"{'bat_hand': 'R', 'channel_id': '1266179428883365888', 'full_name': 'Mason Barnett', 'pro_debut': '2025-08-30', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-02T17:01:46+00:00'}",,63.0,,,,Mason Barnett,,218,USA,ATH,,,#masonbarnett-MLB-ATH-63,SP,Mason,,barnett,,18118.0
3381,,,1759101331724.0,0.0,,FL,1998-12-20,,,,True,d179b61b-309e-4380-bfbb-fe82741778d2,,3381,,Lakewood Ranch (FL),76,,[],coltongordon,A,,colton,,mlb,UCF,,BE11E82527C32399,St. Petersburg,,Gordon,,"{'bat_hand': 'L', 'channel_id': '1199824311322431488', 'full_name': 'Colton Gordon', 'pro_debut': '2025-05-14', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-12T21:27:06+00:00'}",,61.0,,,,Colton Gordon,,225,USA,HOU,,,#coltongordon-MLB-HOU-61,SP,Colton,,gordon,,18572.0
3109,,,1757946914364.0,1.0,,NC,1998-09-10,,,,True,125d2312-8520-4fe9-a2cb-a98062cbcbea,,3109,,Faith Christian (NC),74,,[],landenroupp,D15,,landen,,mlb,UNC Wilmington,,4E0E1AF555C8,Rocky Mount,IL15,Roupp,,"{'bat_hand': 'R', 'channel_id': '1157161498389282816', 'full_name': 'Landen Roupp', 'pro_debut': '2024-03-29', 'rookie_year': '2024', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-08-22T18:49:38+00:00'}",694738.0,65.0,,,,Landen Roupp,,215,USA,SF,,Knee,#landenroupp-MLB-SF-65,SP,Landen,,roupp,Inflammation,18192.0
3082,,,1759161335731.0,1.0,,,1998-08-20,,,,True,b5f88674-e70f-42eb-9a7e-cd09616f7066,,3082,,,72,,[],junghoolee,A,,junghoo,,mlb,,,045A4D4AE4BA,Nagoya,,Lee,,"{'bat_hand': 'L', 'channel_id': '1157161489363140608', 'full_name': 'Jung Hoo Lee', 'pro_debut': '2024-03-28', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T18:07:35+00:00'}",808982.0,51.0,,,,Jung Hoo Lee,,197,JPN,SF,,,#junghoolee-MLB-SF-51,CF,Jung Hoo,,lee,,17160.0
2592,,,1758940520011.0,3.0,,OK,1998-08-14,,,,True,40983107-33a5-4d4f-960e-42236c08130f,,2592,,Bixby (OK),76,,[],cadecavalli,A,,cade,,mlb,Oklahoma,,1C3D0B0D0552,Tulsa,,Cavalli,,"{'bat_hand': 'R', 'channel_id': '1157161590898851840', 'full_name': 'Cade Cavalli', 'pro_debut': '2022-08-26', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T18:00:49+00:00'}",676917.0,24.0,,,,Cade Cavalli,,223,USA,WSH,,,#cadecavalli-MLB-WSH-24,SP,Cade,,cavalli,,16692.0
1710,,,1754675432603.0,5.0,,WA,1995-06-29,,,,True,ac760643-fe40-475e-8cf0-5b7faa47c5a1,,1710,,Legend (CO),76,,[],bobbydalbec,A,,bobby,,mlb,Arizona,,EE16153098ED,Seattle,,Dalbec,,"{'bat_hand': 'R', 'channel_id': '1220050531565715456', 'full_name': 'Bobby Dalbec', 'pro_debut': '2020-08-30', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-21T13:24:03+00:00'}",666915.0,31.0,,,,Bobby Dalbec,,225,USA,CWS,,,#bobbydalbec-MLB-CWS-31,1B,Bobby,,dalbec,,14308.0
2491,,,1696980635234.0,8.0,,,,,,,True,4f7115d4-0cab-40b2-af8c-ba59b6e5d437,,2491,,,70,,[],silvinobracho,A,,silvino,,mlb,,,,Maracaibo,,Bracho,,"{'bat_hand': 'R', 'full_name': 'Silvino Bracho', 'pro_debut': '2015-08-30', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-06-21T17:12:53+00:00'}",611093.0,69.0,,,,Silvino Bracho,,190,VEN,CIN,,,#silvinobracho-MLB-CIN-69,RP,Silvino,,bracho,,14036.0
1246,,,1718475009674.0,3.0,,FL,1994-10-07,,,,True,838754e3-6865-4e6f-b2f7-708451c78aa9,,1246,,Santa Fe (FL),73,,[],kirbysnead,A,,kirby,,mlb,Florida,,0027E978EBA9,Alachua,,Snead,,"{'bat_hand': 'L', 'full_name': 'Kirby Snead', 'pro_debut': '2021-07-28', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-05-08T22:40:28+00:00'}",669912.0,43.0,,,,Kirby Snead,,218,USA,SEA,,,#kirbysnead-MLB-SEA-43,RP,Kirby,,snead,,17587.0
3159,,,1742825436462.0,0.0,,AZ,1995-06-18,,,,False,53654ef6-35a0-4770-ad92-4c7dbfe769a0,,3159,,Basha (AZ),67,,[],jamiewestbrook,MIN,,jamie,,mlb,,,89F478772BD1,Gilbert,,Westbrook,,"{'bat_hand': 'R', 'full_name': 'Jamie Westbrook', 'pro_debut': '2024-06-02', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-07-31T19:04:44+00:00'}",642197.0,73.0,,,,Jamie Westbrook,,193,USA,BOS,,,#jamiewestbrook-MLB-BOS-73,2B,Jamie,,westbrook,,14056.0
1586,,,1756848648231.0,5.0,,,1995-06-23,,,,True,9b8a295d-bae1-4684-bf38-9f64dc0fd22e,,1586,,,73,,[],jorgemateo,A,,jorge,,mlb,,,48B694B7BED8,Santo Domingo,,Mateo,,"{'bat_hand': 'R', 'channel_id': '1157161384413265920', 'full_name': 'Jorge Mateo', 'pro_debut': '2020-08-13', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-02T21:18:15+00:00'}",622761.0,3.0,,,,Jorge Mateo,,200,DOM,BAL,,,#jorgemateo-MLB-BAL-3,SS,Jorge,,mateo,,13690.0
3321,,,1750175420370.0,0.0,,FL,2001-12-12,,,,True,4b394270-695b-4230-b601-55df4e0ec3da,,3321,,Spruce Creek (FL),75,,[],zacveen,MIN,,zac,,mlb,,,9E3E21A0D4D9EADF,Port Orange,,Veen,,"{'bat_hand': 'L', 'channel_id': '1199824310114471936', 'full_name': 'Zac Veen', 'pro_debut': '2025-04-08', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-07-29T20:29:21+00:00'}",,13.0,,,,Zac Veen,,190,USA,COL,,,#zacveen-MLB-COL-13,LF,Zac,,veen,,16675.0
1210,,,,,,MO,,,,,True,b5a713f7-835e-4420-84eb-686df8145117,,1210,,Chaminade College Prep (MO),74,,[],austinallen,A,,austin,,mlb,Florida Institute of Technology,,,St. Louis,,Allen,,"{'bat_hand': 'L', 'full_name': 'Austin Allen', 'pro_debut': '2019-05-11', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-04-21T16:24:01+00:00'}",664119.0,30.0,,,,Austin Allen,,219,USA,ATH,,,#austinallen-MLB-ATH-30,C,Austin,,allen,,
2443,,,1757971834330.0,7.0,,AZ,1994-04-29,,,,True,c7db3443-0f4f-4912-a6a4-45344a13f787,,2443,,Mountain Pointe (AZ),69,,[],scottkingery,A,,scott,,mlb,Arizona,,BD28D6F73F36E171,Phoenix,,Kingery,,"{'bat_hand': 'R', 'channel_id': '1199824319203528704', 'full_name': 'Scott Kingery', 'pro_debut': '2018-03-30', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-02T13:50:58+00:00'}",664068.0,13.0,,,,Scott Kingery,,180,USA,LAA,,,#scottkingery-MLB-LAA-13,2B,Scott,,kingery,,13844.0
2655,,,1758826812560.0,3.0,,ON,2000-02-21,,,,True,dfe4ba88-3fee-4401-bf88-13a59ccf8b07,,2655,,St. Joan of Arc Catholic Secondary School (CAN),72,,[],bonaylor,A,,bo,,mlb,,,113841DC8EC3,Mississauga,,Naylor,,"{'bat_hand': 'L', 'channel_id': '1157161402692042752', 'full_name': 'Bo Naylor', 'pro_debut': '2022-10-01', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T17:59:57+00:00'}",666310.0,23.0,,,,Bo Naylor,,205,CAN,CLE,,,#bonaylor-MLB-CLE-23,C,Bo,,naylor,,15424.0
2210,,,1746211838744.0,8.0,,CA,1993-04-27,,,,True,9560fe4d-d13b-45a0-ae45-e1304bf19256,,2210,,Elk Grove (CA),73,,[],jddavis,A,,jd,,mlb,Cal State Fullerton,,8FF4AEDEACDD,Elk Grove,,Davis,,"{'bat_hand': 'R', 'channel_id': '1216094579158159360', 'full_name': 'J.D. Davis', 'pro_debut': '2017-08-05', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-18T20:14:12+00:00'}",605204.0,22.0,,,,J.D. Davis,,218,USA,LAA,,,#jddavis-MLB-LAA-22,3B,J.D.,,davis,,13445.0
2216,,,1757946614152.0,8.0,,CA,1995-06-15,,,,True,0203fb2b-3d49-40bd-b685-c6a5c388cade,,2216,,Junipero Serra (CA),72,,[],dominicsmith,D10,,dominic,,mlb,,,B83F0B7A15C4,Los Angeles,IL10,Smith,,"{'bat_hand': 'L', 'channel_id': '1236040960886964224', 'full_name': 'Dominic Smith', 'pro_debut': '2017-08-11', 'rookie_year': '2017', 'status': 'D10', 'throw_hand': 'L', 'updated': '2025-09-14T05:20:20+00:00'}",642086.0,7.0,,,,Dominic Smith,,224,USA,SF,,Hamstring,#dominicsmith-MLB-SF-7,1B,Dominic,,smith,Strain,12950.0
2777,,,1757017544426.0,0.0,,VA,1997-01-08,,,,True,166eb2fe-5415-4cfd-b69e-a88008615b8e,,2777,,Steward (VA),75,,[],nicenright,D15,,nic,,mlb,Virginia Tech,,BC27B94188039EE4,Richmond,IL15,Enright,,"{'bat_hand': 'R', 'channel_id': '1199824321858523136', 'full_name': 'Nic Enright', 'pro_debut': '2025-05-25', 'rookie_year': '2025', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-09-04T20:11:37+00:00'}",663671.0,59.0,,,,Nic Enright,,205,USA,CLE,,Elbow,#nicenright-MLB-CLE-59,RP,Nic,,enright,Inflammation,18282.0
2429,,,,,,,,,,,True,8c95fdc4-2d6a-4567-867e-36fb9be8b948,,2429,,,72,,[],jermainepalacios,A,,jermaine,,mlb,,,,Barquisimeto,,Palacios,,"{'bat_hand': 'R', 'full_name': 'Jermaine Palacios', 'pro_debut': '2022-05-31', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T18:31:26+00:00'}",650339.0,,,,,Jermaine Palacios,,145,VEN,DET,,,#jermainepalacios-MLB-DET,SS,Jermaine,,palacios,,
2674,,,1738971014804.0,2.0,,GA,1997-06-24,,,,True,5a5c2129-3f87-43ee-8f6b-a2b6ca91bab4,,2674,,Tift County (GA),72,,[],cademarlowe,A,,cade,,mlb,West Georgia,,73AA29C514D5,Tifton,,Marlowe,,"{'bat_hand': 'L', 'channel_id': '1157161245036544000', 'full_name': 'Cade Marlowe', 'pro_debut': '2023-07-20', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-02T18:11:04+00:00'}",687799.0,5.0,,,,Cade Marlowe,,210,USA,SEA,,,#cademarlowe-MLB-SEA-5,RF,Cade,,marlowe,,17534.0
