birth_country,birth_date,gsis_id,injury_notes,practice_description,search_full_name,oddsjam_id,sportradar_id,injury_body_part,team,kalshi_id,depth_chart_order,news_updated,opta_id,active,birth_city,competitions,fantasy_data_id,high_school,injury_start_date,swish_id,search_first_name,status,rotowire_id,hashtag,pandascore_id,depth_chart_position,weight,stats_id,full_name,practice_participation,birth_state,height,first_name,rotoworld_id,college,yahoo_id,search_rank,fantasy_positions,metadata,last_name,sport,team_changed_at,injury_status,team_abbr,position,player_id,espn_id,age,number,search_last_name,years_exp
,1980-06-09,,,,udonishaslem,,ed343fa6-397c-4456-9f3f-63efee6706b5,,,,,1690570522096.0,,False,,[],,Miami Senior (FL),,226806.0,udonis,RET,2412.0,#udonishaslem-NBA-FA,,,235,,Udonis Haslem,,,79,Udonis,,Florida,,,['PF'],{'channel_id': '1153293044296994816'},Haslem,nba,,,,PF,1373,,45.0,,haslem,20.0
,1994-08-04,,,,mattthomas,,2239eb97-eadc-4e6d-946f-9e17f0cea5b4,,,,,1651000856876.0,,True,,[],,Onalaska (WI),,741012.0,matt,FA,4978.0,#mattthomas-NBA-FA,,,190,,Matt Thomas,,,75,Matt,,Iowa State,,,"['SF', 'SG']",{'channel_id': '1153292439994257408'},Thomas,nba,,,,SG,2068,,31.0,,thomas,3.0
,2002-06-29,,,,jaylinwilliams,3B7EBDB020FA,4965ef48-7aa9-4eae-a923-5023ff7ab1eb,,OKC,,2.0,1757352040727.0,,True,,[],20002921.0,Northside (AR),,1231367.0,jaylin,ACT,5690.0,#jaylinwilliams-NBA-OKC-6,,C,240,,Jaylin Williams,,,81,Jaylin,,Arkansas,,292.0,['C'],{'channel_id': '1113936531631898624'},Williams,nba,,,,C,2475,,23.0,6.0,williams,3.0
,2001-02-01,,,,keiseitominaga,CF706134BCEA585D,00dcec69-10f8-40e3-836a-13908fee4eaf,,,,,1727466936835.0,,True,,[],,Sakuragaoka Gakuen (JPN),,,keisei,FA,6403.0,#keiseitominaga-NBA-FA,,,178,,Keisei Tominaga,,,74,Keisei,,Nebraska,,,"['PG', 'SG']",{'channel_id': '1115119076503465984'},Tominaga,nba,,,,PG,2828,,24.0,,tominaga,0.0
,1995-08-16,,,,jamesyoung,,0bf197ae-6f88-4ce6-ace0-50a20b98f847,,,,,,,True,,[],,Rochester (MI),,,james,FA,,#jamesyoung-NBA-FA,,,215,,James Young,,,78,James,,Kentucky,,,"['SF', 'SG']",{'channel_id': '1153292086842249216'},Young,nba,,,,SG,1545,,30.0,,young,4.0
,1996-09-19,,,,chrissilva,,cc48bc62-dcd4-4522-8b65-c8588b06169d,,,,,1695847837896.0,,True,,[],,Roselle Catholic (NJ),,886457.0,chris,FA,4826.0,#chrissilva-NBA-FA,,,234,,Chris Silva,,,80,Chris,,South Carolina,,602.0,"['C', 'PF']",{'channel_id': '1153292182715650048'},Silva,nba,,,,PF,2087,,29.0,,silva,3.0
,2002-06-01,,,,gabrieleprocida,,cf05ff56-669b-4ba3-a647-15b798a72152,,,,,1707330612550.0,,True,,[],,,,1350608.0,gabriele,FA,5733.0,#gabrieleprocida-NBA-FA,,,194,,Gabriele Procida,,,79,Gabriele,,,,,"['PG', 'SG']",{'channel_id': '1153293086445555712'},Procida,nba,,,,PG,2479,,23.0,,procida,1.0
,2003-03-16,,,,blakewesley,7959261438C7,08baba55-bec0-4494-95ce-28778c37a981,,POR,,5.0,1753262738227.0,,True,,[],20002886.0,Riley (IN),,1325125.0,blake,ACT,5652.0,#blakewesley-NBA-POR-1,,SG,185,,Blake Wesley,,,75,Blake,,Notre Dame,,623.0,"['PG', 'SG']",{'channel_id': '1113936515517382656'},Wesley,nba,,,,SG,2450,,22.0,1.0,wesley,3.0
,2003-01-26,,,,mileskelly,,2c6dfdfd-f624-4738-b6b0-d96871d0620f,,DAL,,4.0,1752359110346.0,,True,,[],20003516.0,Hargrave Military Academy (VA),,,miles,TWO-WAY,6632.0,#mileskelly-NBA-DAL-14,,PG,190,,Miles Kelly,,,78,Miles,,Auburn,,396.0,"['PG', 'SG']",{'channel_id': '1244182077981593600'},Kelly,nba,,,,PG,4797,,22.0,14.0,kelly,0.0
,1989-08-07,,,,demarderozan,4B75CA28FA43,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,,SAC,,1.0,1753899621131.0,,True,,[],20000456.0,Compton (CA),,457594.0,demar,ACT,3019.0,#demarderozan-NBA-SAC-10,,SF,220,,DeMar DeRozan,,,78,DeMar,,USC,,40.0,"['PF', 'SF', 'SG']",{'channel_id': '1115504126529110016'},DeRozan,nba,,,,SG,1321,,36.0,10.0,derozan,16.0
,1990-06-04,,,,gregmonroe,,762d218c-cdbd-4886-9252-10cd99284c7a,,,,,1649653234135.0,,False,,[],,Helen Cox (LA),,467468.0,greg,RET,3108.0,#gregmonroe-NBA-FA,,,265,,Greg Monroe,,,83,Greg,,Georgetown,,,"['C', 'PF']",{'channel_id': '1153292682727018496'},Monroe,nba,,,,C,1135,,35.0,,monroe,10.0
,2003-02-25,,,,brandinpodziemski,2F3301432D61,49be9129-da30-4e74-aa60-b1e87582604b,,GSW,,2.0,1759257048635.0,,True,,[],20003068.0,St. John's Northwest Military Academy (WI),,1324108.0,brandin,ACT,5889.0,#brandinpodziemski-NBA-GSW-2,,PG,205,,Brandin Podziemski,,,76,Brandin,,Santa Clara,,100.0,"['PG', 'SG']",{'channel_id': '1113936492633260032'},Podziemski,nba,,,,PG,2564,,22.0,2.0,podziemski,2.0
,1986-05-19,,,,mariochalmers,,b60c920c-b42e-4896-9f6d-7f3031fc6492,,,,,1641604545027.0,,True,,[],,Bartlett (AK),,296572.0,mario,FA,2938.0,#mariochalmers-NBA-FA,,,190,,Mario Chalmers,,,74,Mario,,Kansas,,,"['PG', 'SG']",{'channel_id': '1153292077916770304'},Chalmers,nba,,,,PG,1371,,39.0,,chalmers,9.0
,1994-01-08,,,,glennrobinson,,7f462af0-2ac8-4ca5-aa5a-17b37dc5001b,,,,,1697735140466.0,,True,,[],,Lake Central (IN),,698979.0,glenn,FA,3604.0,#glennrobinson-NBA-FA,,,222,,Glenn Robinson,,,78,Glenn,,Michigan,,615.0,"['PF', 'SF']",{'channel_id': '1153293165587877888'},Robinson,nba,,,,SF,1505,,31.0,,robinson,7.0
,2004-11-02,,,,tylersmith,C0495877C1EB,44fe2902-0a78-440e-bbad-d28cd0308e21,,MIL,,5.0,1752887152192.0,,True,,[],20003225.0,Fort Bend Bush (TX),,1429357.0,tyler,ACT,5997.0,#tylersmith-NBA-MIL-21,,C,224,,Tyler Smith,,,81,Tyler,,,,413.0,"['C', 'PF']",{'channel_id': '1113936526095417344'},Smith,nba,,,,C,2769,,20.0,21.0,smith,1.0
,1991-04-12,,,,jackcooley,,3778453d-f9cf-440c-a5c3-37f39f5f2882,,,,,,,True,,[],,Glenbrook South (IL),,,jack,FA,,#jackcooley-NBA-FA,,,274,,Jack Cooley,,,82,Jack,,Notre Dame,,,"['C', 'PF']",{'channel_id': '1153292880471674880'},Cooley,nba,,,,C,1556,,34.0,,cooley,2.0
,1992-07-14,,,,marshallplumlee,,c4f6ce17-cb4e-477b-ae38-e57fc9f4ddf8,,,,,,,True,,[],,Christ School,,,marshall,FA,,#marshallplumlee-NBA-FA,,,250,,Marshall Plumlee,,,84,Marshall,,Duke,,580.0,['C'],{'channel_id': '1153292615492325376'},Plumlee,nba,,,,C,1666,,33.0,,plumlee,1.0
,1980-06-21,,,,richardjefferson,,262d9b81-107d-4921-9002-7ece87bb8004,,,,,,,False,,[],,Moon Valley (AZ),,,richard,RET,,#richardjefferson-NBA-FA,,,233,,Richard Jefferson,,,79,Richard,,Arizona,,,"['PF', 'SF']",{'channel_id': '1153292406892810240'},Jefferson,nba,,,,SF,1348,,45.0,,jefferson,17.0
,1986-06-12,,,,sergiorodriguez,,4f38f864-706e-434a-980a-0660e15ff084,,,,,,,False,,[],,,,,sergio,RET,,#sergiorodriguez-NBA-FA,,,175,,Sergio Rodríguez,,,75,Sergio,,,,912.0,"['PG', 'SG']",{'channel_id': '1153293056414339072'},Rodríguez,nba,,,,PG,1677,,39.0,,rodriguez,5.0
,1996-11-20,,,,deanwade,94FB16CEEFBA,bbeecf0c-62c6-4211-991d-2afaf2403623,,CLE,,2.0,1756999243835.0,,True,,[],20002333.0,St. John (KS),,880677.0,dean,ACT,4893.0,#deanwade-NBA-CLE-32,,PF,228,,Dean Wade,,,81,Dean,,Kansas State,,485.0,"['PF', 'SF']",{'channel_id': '1113936489734995968'},Wade,nba,,,,PF,2008,,28.0,32.0,wade,6.0
,1996-11-01,,,,chinanuonuaku,,ef87a2e2-6732-478b-ac33-4c2ca502e723,,,,,,,True,,[],,Riverdale Baptist,,,chinanu,FA,,#chinanuonuaku-NBA-FA,,,245,,Chinanu Onuaku,,,82,Chinanu,,Louisville,,,['C'],{'channel_id': '1153292719909523456'},Onuaku,nba,,,,C,1703,,28.0,,onuaku,2.0
,1991-05-21,,,,isaiahcanaan,,98a43535-8643-45ff-a954-2afecb418a9d,,,,,,,True,,[],,Biloxi (MS),,,isaiah,FA,,#isaiahcanaan-NBA-FA,,,200,,Isaiah Canaan,,,72,Isaiah,,Murray State,,,"['PG', 'SG']",{'channel_id': '1153292559116685312'},Canaan,nba,,,,PG,1239,,34.0,,canaan,6.0
,1999-08-23,,,,joewieskamp,,d1f4f8f6-1b69-4224-a9d6-a1c565fa2e7e,,,,,1697326800913.0,,True,,[],,Muscatine (IA),,1141061.0,joe,FA,5410.0,#joewieskamp-NBA-FA,,,205,,Joe Wieskamp,,,78,Joe,,Iowa,,,"['SF', 'SG']",{'channel_id': '1153293152107384832'},Wieskamp,nba,,,,SF,2288,,26.0,,wieskamp,2.0
,1995-02-10,,,,jaredterrell,,f0277044-0e4f-42f3-93ae-50257a474eed,,,,,,,True,,[],,Brewster Academy (NH),,,jared,FA,,#jaredterrell-NBA-FA,,,227,,Jared Terrell,,,75,Jared,,Rhode Island,,,"['PG', 'SG']",{'channel_id': '1153293034176139264'},Terrell,nba,,,,SG,1922,,30.0,,terrell,1.0
,1997-05-01,,,,brandonsampson,,4c01da5f-42ff-4da6-bb4f-a4c5fd4e4665,,,,,1588006877940.0,,True,,[],,Madison Prep (LA),,,brandon,FA,4427.0,#brandonsampson-NBA-FA,,,184,,Brandon Sampson,,,77,Brandon,,LSU,,,"['PG', 'SG']",{'channel_id': '1153292515483340800'},Sampson,nba,,,,SG,1881,,28.0,,sampson,1.0
,1988-09-01,,,,milesplumlee,,73e55440-d981-48e6-9639-d2ed7276f22d,,,,,1588006871545.0,,True,,[],,Christ School (NC),,,miles,FA,3357.0,#milesplumlee-NBA-FA,,,249,,Miles Plumlee,,,83,Miles,,Duke,,613.0,['C'],{'channel_id': '1153293150941368320'},Plumlee,nba,,,,C,1419,,37.0,,plumlee,7.0
,1995-11-25,,,,reidtravis,,9a2908ea-53cc-409a-bc11-fb1f89ced48b,,,,,1697643932515.0,,True,,[],,De La Salle (MN),,,reid,FA,4768.0,#reidtravis-NBA-FA,,,238,,Reid Travis,,,80,Reid,,Kentucky,,,"['PF', 'SF']",{'channel_id': '1153292983928377344'},Travis,nba,,,,PF,2689,,29.0,,travis,1.0
,1991-12-02,,,,brandonknight,,f58a9803-0ede-4c0b-acbd-08bc0da229af,,,,,1649517325881.0,,True,,[],,Pine Crest (FL),,553575.0,brandon,FA,3184.0,#brandonknight-NBA-FA,,,182,,Brandon Knight,,,74,Brandon,,Kentucky,,494.0,"['PG', 'SG']",{'channel_id': '1153292437687390208'},Knight,nba,,,,PG,1389,,33.0,,knight,9.0
,2001-05-10,,,,tarieason,B5147174565A,e7373530-b566-4f36-b0de-0510b6d94e0e,,HOU,,2.0,1756308011474.0,,True,,[],20002883.0,Federal Way (WA),,1235198.0,tari,ACT,5704.0,#tarieason-NBA-HOU-17,,SF,215,,Tari Eason,,,80,Tari,,LSU,,107.0,"['PF', 'SF']",{'channel_id': '1113936510186422272'},Eason,nba,,,,PF,2447,,24.0,17.0,eason,3.0
,2000-05-01,,,,balsakoprivica,,add6e0f2-abec-4eb1-b8f3-535eb68e69c4,,,,,1721352337069.0,,True,,[],,Montverde Academy (FL),,1174908.0,balsa,NWT,5432.0,#balsakoprivica-NBA-FA,,,240,,Balsa Koprivica,,,85,Balsa,,Florida State,,,['C'],{'channel_id': '1120034096710443008'},Koprivica,nba,,,,C,2269,,25.0,,koprivica,1.0
,1995-08-11,,,,lucavildoza,,7a5ac4a4-e00d-4b4c-9195-e02a613dd72a,,,,,1657401925917.0,,True,,[],,,,1183278.0,luca,FA,5368.0,#lucavildoza-NBA-FA,,,190,,Luca Vildoza,,,75,Luca,,,,,"['PG', 'SG']",{'channel_id': '1153293014525825024'},Vildoza,nba,,,,PG,2252,,30.0,,vildoza,1.0
,1998-04-22,,,,harrygiles,C4A7D0043D02,70ba6b2e-e7c5-4df5-a88a-cd755e43ba97,,,,,1729276843356.0,,True,,[],,Oak Hill Academy (VA),,937650.0,harry,FA,4111.0,#harrygiles-NBA-FA,,,240,,Harry Giles,,,82,Harry,,Duke,,,"['C', 'PF']",{'channel_id': '1143664861981446144'},Giles,nba,,,,C,1869,,27.0,,giles,3.0
,1989-05-23,,,,jefftaylor,,394f9bf4-e739-444d-9e13-875fb3a9d007,,,,,,,True,,[],,Hobbs (NM),,,jeff,FA,,#jefftaylor-NBA-FA,,,225,,Jeff Taylor,,,79,Jeff,,Vanderbilt,,,['SF'],{'channel_id': '1153292114331717632'},Taylor,nba,,,,SF,1149,,36.0,,taylor,3.0
,1999-02-09,,,,dexterdennis,2F339ECB4A65,9daa541c-53f6-47ac-ab09-c94f0dbda29b,,SAC,,,1759004730789.0,,True,,[],20003153.0,Believe Academy (SC),,1132882.0,dexter,ACT,6102.0,#dexterdennis-NBA-SAC-15,,,210,,Dexter Dennis,,,77,Dexter,,Texas A&M,,,"['PG', 'SG']",{'channel_id': '1153292185228038144'},Dennis,nba,,,,SG,2647,,26.0,15.0,dennis,2.0
,1999-04-28,,Surgery,,kzokpala,,77dc9e11-c422-4c1b-9545-0f487095891e,Knee,,,,1677338124145.0,,True,,[],,Esperanza (CA),,1061544.0,kz,FA,4839.0,#kzokpala-NBA-FA,,,215,,KZ Okpala,,,80,KZ,,Stanford,,,"['C', 'PF']",{'channel_id': '1153292158086696960'},Okpala,nba,,DTD,,PF,2085,,26.0,,okpala,3.0
,1987-05-29,,,,alonzogee,,eee7ca97-fce8-4af4-94b5-f5b107c76b46,,,,,,,True,,[],,William T. Dwyer (FL),,,alonzo,FA,,#alonzogee-NBA-FA,,,225,,Alonzo Gee,,,78,Alonzo,,Alabama,,,"['PF', 'SF']",{'channel_id': '1153292696039739392'},Gee,nba,,,,SF,1056,,38.0,,gee,8.0
,2006-03-03,,,,egordemin,,b5e408ae-86d3-44a0-aa16-6977c6aaed41,Foot,BKN,,1.0,1759257648686.0,,True,,[],20003455.0,,,,egor,ACT,6559.0,#egordemin-NBA-BKN-8,,PG,199,,Egor Demin,,,80,Egor,,BYU,,199.0,"['PG', 'SG']",{'channel_id': '1243819672046931968'},Demin,nba,,DTD,,PG,4744,,19.0,8.0,demin,0.0
,2001-06-09,,,,jahmiusramsey,4D306E1E7402,d919df6a-d871-4394-aad5-bbb0e7eb489f,,,,,1729362950823.0,,True,,[],,Duncanville (TX),,1182151.0,jahmius,FA,5252.0,#jahmiusramsey-NBA-FA,,,190,,Jahmi'us Ramsey,,,75,Jahmi'us,,Texas Tech,,,"['PG', 'SF', 'SG']",{'channel_id': '1145151992159535104'},Ramsey,nba,,,,SG,2162,,24.0,,ramsey,2.0
,1990-08-26,,,,lorenzobrown,,a2a15cb3-9a7d-4e24-b3ce-62cb4e1c3c68,,,,,,,True,,[],,Hargrave Military Academy (VA),,,lorenzo,FA,,#lorenzobrown-NBA-FA,,,189,,Lorenzo Brown,,,77,Lorenzo,,North Carolina State,,,"['PG', 'SG']",{'channel_id': '1153293253588570112'},Brown,nba,,,,PG,1109,,35.0,,brown,5.0
,1999-03-30,,,,jaylenhoard,,0ff2f0c4-9adb-4965-a8f2-d34e9f565e5f,,,,,1649689825413.0,,True,,[],,Wesleyan Christian Academy (NC),,1132326.0,jaylen,FA,4859.0,#jaylenhoard-NBA-FA,,,216,,Jaylen Hoard,,,80,Jaylen,,Wake Forest,,,"['PF', 'SF']",{'channel_id': '1153292923652034560'},Hoard,nba,,,,PF,2099,,26.0,,hoard,2.0
,2001-02-18,,,,jaimejaquez,726A9ED24956,4b7ecb2a-ec19-4984-9472-92edf7e17acb,,MIA,,2.0,1758636946325.0,,True,,[],20003060.0,Camarillo (CA),,1176708.0,jaime,ACT,5960.0,#jaimejaquez-NBA-MIA-11,,SF,225,,Jaime Jaquez,,,78,Jaime,,UCLA,,173.0,"['SF', 'SG']",{'channel_id': '1113936524459638784'},Jaquez,nba,,,,SF,2583,,24.0,11.0,jaquez,2.0
,1988-07-12,,,,patrickbeverley,07E62B2F3139,912e7aa3-dd03-4a98-9980-0442e108f287,,,,,1721194825305.0,,True,,[],,John Marshall Metropolitan (IL),,332691.0,patrick,FA,3072.0,#patrickbeverley-NBA-FA,,,180,,Patrick Beverley,,,74,Patrick,,Arkansas,,559.0,"['PG', 'SG']",{'channel_id': '1153292574941794304'},Beverley,nba,,,,PG,1237,,37.0,,beverley,12.0
,2004-11-20,,,,codywilliams,836960C839E7,f6db8914-5cdd-48d6-ac19-b64133d688cf,,UTA,,2.0,1756750845573.0,,True,,[],20003195.0,Perry (AZ),,1458830.0,cody,ACT,6259.0,#codywilliams-NBA-UTA-5,,SF,190,,Cody Williams,,,79,Cody,,Colorado,,332.0,"['SF', 'SG']",{'channel_id': '1113936523775967232'},Williams,nba,,,,SF,2725,,20.0,5.0,williams,1.0
,1979-05-23,,,,rasualbutler,,007a5e3c-978e-49e3-af38-7a4d9354cf21,,,,,,,False,,[],,Roman Catholic (PA),,,rasual,RET,,#rasualbutler-NBA-FA,,,215,,Rasual Butler,,,80,Rasual,,La Salle,,,"['PF', 'SF', 'SG']",{'channel_id': '1153293113238769664'},Butler,nba,,,,SF,1071,,46.0,,butler,13.0
,1995-04-09,,,,jemerriojones,,5652cf6c-ed82-4af4-8036-110169212c00,,,,,1640033160222.0,,True,,[],,Melrose (TN),,956193.0,jemerrio,FA,4645.0,#jemerriojones-NBA-FA,,,174,,Jemerrio Jones,,,77,Jemerrio,,New Mexico State,,,"['PF', 'SF']",{'channel_id': '1153292212310659072'},Jones,nba,,,,SF,1931,,30.0,,jones,1.0
,1988-11-12,,Surgery,,russellwestbrook,B4E36C04AAB5,74a45eed-f2b0-4886-ae71-d04cf7d59528,Hand,,,,1756706141840.0,,True,,[],20000877.0,Leuzinger (CA),,329830.0,russell,FA,2932.0,#russellwestbrook-NBA-FA,,,200,,Russell Westbrook,,,76,Russell,,UCLA,,136.0,['PG'],{'channel_id': '1113936520533770240'},Westbrook,nba,,DTD,,PG,1434,,36.0,,westbrook,16.0
,1996-11-03,,,,seanmcdermott,,37bae212-4b2f-47e5-9c97-a062e9d94f99,,,,,1665682527685.0,,True,,[],,Pendleton Heights (IN),,880774.0,sean,FA,5239.0,#seanmcdermott-NBA-FA,,,195,,Sean McDermott,,,78,Sean,,Butler,,,"['PF', 'SF']",{'channel_id': '1153292309824032768'},McDermott,nba,,,,SF,2169,,28.0,,mcdermott,1.0
,2003-03-11,,,,tristanvukcevic,8F5D39481B98,73f8f274-238d-419f-bccb-097362b8354d,,WAS,,2.0,1752170139407.0,,True,,[],20003078.0,,,1350809.0,tristan,TWO-WAY,6000.0,#tristanvukcevic-NBA-WAS-0,,C,220,,Tristan Vukcevic,,,84,Tristan,,,,291.0,['C'],{'channel_id': '1114296327476355072'},Vukcevic,nba,,,,C,2596,,22.0,0.0,vukcevic,2.0
,1998-03-04,,,,obitoppin,FAA7DB84AFAB,ed000754-fb2c-4778-be6d-40cfc2400bd7,,IND,,2.0,1755703234447.0,,True,,[],20002533.0,Mount Zion Prep (MD),,1076274.0,obi,ACT,5109.0,#obitoppin-NBA-IND-1,,PF,220,,Obi Toppin,,,81,Obi,,Dayton,,172.0,"['PF', 'SF']",{'channel_id': '1113936492272549888'},Toppin,nba,,,,PF,2119,,27.0,1.0,toppin,5.0
,1998-10-20,,,,jerichosims,30E287616A4E,56003e58-6b25-4f22-9d97-020b3d1f6616,,MIL,,2.0,1757006444172.0,,True,,[],20002691.0,Cristo Ray Jesuit (MN),,1071933.0,jericho,ACT,5389.0,#jerichosims-NBA-MIL-0,,C,250,,Jericho Sims,,,82,Jericho,,Texas,,343.0,['C'],{'channel_id': '1113936487277133824'},Sims,nba,,,,C,2257,,26.0,0.0,sims,4.0
,1995-11-29,,,,troycaupain,,2af98bf0-199a-4369-ba87-4d03d3adb899,,,,,,,True,,[],,Cosby (VA),,,troy,FA,,#troycaupain-NBA-FA,,,210,,Troy Caupain,,,76,Troy,,Cincinnati,,,"['PG', 'SG']",{'channel_id': '1153293053885173760'},Caupain,nba,,,,SG,1993,,29.0,,caupain,1.0
,1990-07-06,,,,jaecrowder,4AB103EBD0CE,db74c5dd-08bd-41a5-99ba-328e9b18aeb5,,,,,1742168742271.0,,True,,[],20000562.0,Villa Rica (GA),,552381.0,jae,FA,3324.0,#jaecrowder-NBA-FA,,,235,,Jae Crowder,,,78,Jae,,Marquette,,,['PF'],{'channel_id': '1153292661776470016'},Crowder,nba,,,,PF,1403,,35.0,,crowder,12.0
,1986-02-16,,,,shawnewilliams,,718aec05-73fa-4c3f-8275-dda9f489b00e,,,,,,,True,,[],,Laurinburg Institute (NC),,,shawne,FA,,#shawnewilliams-NBA-FA,,,230,,Shawne Williams,,,82,Shawne,,Memphis,,,"['PF', 'SF']",{'channel_id': '1153292043674472448'},Williams,nba,,,,SF,1220,,39.0,,williams,7.0
,2000-09-29,,,,nickongenda,,472b947d-c5ff-4c92-b49a-f3b5d4cbaed7,,,,,1697066725172.0,,True,,[],,,,1193142.0,nick,FA,6046.0,#nickongenda-NBA-FA,,,230,,Nick Ongenda,,,83,Nick,,DePaul,,906.0,['C'],{'channel_id': '1153292870610866176'},Ongenda,nba,,,,C,2677,,25.0,,ongenda,0.0
,1991-04-03,,,,hollisthompson,,dbf62639-cf0d-43ea-b470-c116128b76ec,,,,,,,True,,[],,Loyola (CA),,,hollis,FA,,#hollisthompson-NBA-FA,,,206,,Hollis Thompson,,,80,Hollis,,Georgetown,,,"['SF', 'SG']",{'channel_id': '1153292346503221248'},Thompson,nba,,,,SF,1112,,34.0,,thompson,4.0
,1989-08-08,,,,scottyhopson,,f78e5895-0da3-46a5-810c-47e957bb1e6a,,,,,1640712018156.0,,True,,[],,University Heights Academy (KY),,461025.0,scotty,FA,3252.0,#scottyhopson-NBA-FA,,,215,,Scotty Hopson,,,79,Scotty,,Tennessee,,,"['PF', 'SF', 'SG']",{'channel_id': '1153292051660427264'},Hopson,nba,,,,SG,1058,,36.0,,hopson,3.0
,2001-09-01,,,,gregbrown,51CDB4080D52,03258eec-a666-4b8f-86da-9bed8e91c39f,,,,,1713051307790.0,,True,,[],,Vandegrift (TX),,1243740.0,greg,FA,5376.0,#gregbrown-NBA-FA,,,206,,Greg Brown,,,79,Greg,,Texas,,528.0,"['PF', 'SF']",{'channel_id': '1153292553831862272'},Brown,nba,,,,PF,2300,,24.0,,brown,2.0
,2001-09-06,,,,donovanwilliams,,65281655-5409-4943-9013-ac2ad45374ea,,,,,1759328155966.0,,True,,[],,Elkins (TX),,1186764.0,donovan,FA,5760.0,#donovanwilliams-NBA-FA,,,190,,Donovan Williams,,,78,Donovan,,UNLV,,,"['PG', 'SG']",{'channel_id': '1153292176092844032'},Williams,nba,,,,PG,2547,,24.0,,williams,1.0
,1983-10-28,,,,jarrettjack,,c3a3881d-92e9-4352-979b-d8465a5a3605,,,,,1582576832445.0,,True,,[],,Worcester Academy (MA),,,jarrett,FA,2611.0,#jarrettjack-NBA-FA,,,200,,Jarrett Jack,,,75,Jarrett,,Georgia Tech,,943.0,"['PG', 'SG']",{'channel_id': '1153292444545077248'},Jack,nba,,,,PG,1052,,41.0,,jack,13.0
,1992-12-22,,,,nickjohnson,,98ec8372-22fd-4ab4-88f2-94b47df7cb58,,,,,,,True,,[],,Findlay Prep (NV),,,nick,FA,,#nickjohnson-NBA-FA,,,200,,Nick Johnson,,,75,Nick,,Arizona,,,"['PG', 'SG']",{'channel_id': '1153292381412413440'},Johnson,nba,,,,SG,1538,,32.0,,johnson,1.0
,1993-03-23,,,,quinncook,,9484b30a-4e6e-4307-8b42-12fa141dee17,,,,,1665675326927.0,,True,,[],,Oak Hill Academy (VA),,601140.0,quinn,FA,3729.0,#quinncook-NBA-FA,,,180,,Quinn Cook,,,73,Quinn,,Duke,,,"['PG', 'SG']",{'channel_id': '1153292239737212928'},Cook,nba,,,,PG,1709,,32.0,,cook,5.0
,2001-01-09,,,,zekennaji,1773FA8CA2AF,5a563d9c-10c4-4005-a884-109f05264b0b,,DEN,,3.0,1747665067851.0,,True,,[],20002547.0,Hopkins (MN),,1193676.0,zeke,ACT,5123.0,#zekennaji-NBA-DEN-22,,PF,240,,Zeke Nnaji,,,81,Zeke,,Arizona,,,"['C', 'PF']",{'channel_id': '1113936537482952704'},Nnaji,nba,,,,PF,2164,,24.0,22.0,nnaji,5.0
,1989-04-05,,,,justinholiday,78273E8C935B,05dea31d-f1ff-491b-9f17-8be88b26f413,,,,,1708648558809.0,,True,,[],,Campbell Hall (CA),,395365.0,justin,FA,3242.0,#justinholiday-NBA-FA,,,180,,Justin Holiday,,,78,Justin,,Washington,,,"['SF', 'SG']",{'channel_id': '1153292532285722624'},Holiday,nba,,,,SG,1503,,36.0,,holiday,10.0
,2001-05-02,,,,vincentvaleriobodon,,f91ef20b-b52f-4e6d-9896-3a5b39037ecc,,,,,1725496823424.0,,True,,[],,,,1453527.0,vincent,M-LEAGUE,6058.0,#vincentvaleriobodon-NBA-FA,,,205,,Vincent Valerio-Bodon,,,81,Vincent,,,,,"['PF', 'SF']",{'channel_id': '1114062286818906112'},Valerio-Bodon,nba,,,,PF,2675,,24.0,,valeriobodon,1.0
,1997-02-11,,,,zaviersimpson,FDF945449694,7a30c43d-a206-476d-b5b2-75b419445ae9,Knee,,,,1753057503618.0,,True,,[],,Lima (OH),,944807.0,zavier,TWO-WAY,5180.0,#zaviersimpson-NBA-FA,,,190,,Zavier Simpson,,,72,Zavier,,Michigan,,951.0,"['PG', 'SG']",{'channel_id': '1113936505404915712'},Simpson,nba,,DTD,,PG,2170,,28.0,,simpson,1.0
,1995-11-16,,,,cliffalexander,,f3233c73-bb6b-44a4-8a16-20e772dbf69a,,,,,,,True,,[],,Curie (IL),,,cliff,FA,,#cliffalexander-NBA-FA,,,245,,Cliff Alexander,,,80,Cliff,,Kansas,,,"['PF', 'SF']",{'channel_id': '1153292753849831424'},Alexander,nba,,,,PF,1654,,29.0,,alexander,1.0
,1997-02-23,,,,jamalmurray,FFCA441A8182,685576ef-ea6c-4ccf-affd-18916baf4e60,,DEN,,1.0,1753312830391.0,,True,,[],20001666.0,Orangeville Prep (CAN),,891352.0,jamal,ACT,3882.0,#jamalmurray-NBA-DEN-27,,PG,215,,Jamal Murray,,,76,Jamal,,Kentucky,,38.0,"['PG', 'SG']",{'channel_id': '1113936537587810304'},Murray,nba,,,,PG,1747,,28.0,27.0,murray,8.0
