player_id,rotowire_id,opta_id,search_rank,fantasy_data_id,sport,team_changed_at,oddsjam_id,height,swish_id,high_school,birth_state,injury_start_date,news_updated,active,gsis_id,injury_status,pandascore_id,weight,team,search_full_name,stats_id,years_exp,practice_description,yahoo_id,team_abbr,status,practice_participation,full_name,search_last_name,birth_city,age,fantasy_positions,sportradar_id,rotoworld_id,birth_country,depth_chart_position,last_name,metadata,number,espn_id,college,competitions,search_first_name,injury_body_part,injury_notes,depth_chart_order,position,player_id,first_name,hashtag,birth_date,kalshi_id
4118,,,,,nhl,,,74,,,,,,True,,,,187,EDM,davidtomasek,,,,,,ACT,,David Tomasek,tomasek,,,,787ace1d-0903-4f12-a60b-62de7e823a51,,,,Tomasek,"{'birth_date': '1996-02-10', 'birth_place': 'Praha,, CZE', 'channel_id': '1274665403448033280', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",86.0,,,[],david,,,,RW,4118,David,#davidtomasek-NHL-EDM-86,,
2856,,,,,nhl,,,72,9015093.0,,,,,True,,,,192,DET,trentonbliss,,,,,,ACT,,Trenton Bliss,bliss,,,,5f7f2543-7747-4b1b-bc70-f361d90cf682,,,,Bliss,"{'birth_date': '1998-03-16', 'birth_place': 'Dallas, TX, USA', 'college': 'Michigan Tech', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",72.0,,,[],trenton,,,,C,2856,Trenton,#trentonbliss-NHL-DET-72,,
4106,,,,,nhl,,,74,,,,,,True,,,,191,NYR,noahlaba,,,,,,ACT,,Noah Laba,laba,,,,e9b82404-aebb-4ef7-95ff-fb380dcf2458,,,,Laba,"{'birth_date': '2003-08-04', 'birth_place': 'Northville, MI, USA', 'channel_id': '1274605031835836416', 'college': 'Colorado College', 'draft_pick': '111', 'draft_round': '4', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",42.0,,,[],noah,,,,C,4106,Noah,#noahlaba-NHL-NYR-42,,
3557,,,,,nhl,,,75,9015131.0,,,,,True,,,,220,NSH,kylemarino,,,,,,ACT,,Kyle Marino,marino,,,,f87385ce-e4ee-40dd-a8c0-ea71af343286,,,,Marino,"{'birth_date': '1995-06-01', 'birth_place': 'Niagara Falls, ON, CAN', 'channel_id': '1274605169174126592', 'college': 'Alaska Fairbanks', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",63.0,,,[],kyle,,,,C,3557,Kyle,#kylemarino-NHL-NSH-63,,
3589,,,,,nhl,,,72,9025194.0,,,,,True,,,,168,ANA,michaelmcivor,,,,,,ACT,,Michael McIvor,mcivor,,,,8540b1c4-a66b-4ee1-b10a-db280b6743d9,,,,McIvor,"{'birth_date': '2006-03-22', 'birth_place': 'Warkworth, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",79.0,,,[],michael,,,,G,3589,Michael,#michaelmcivor-NHL-ANA-79,,
3479,,,,,nhl,,,76,9024854.0,,,,,True,,,,218,MIN,samuelhlavaj,,1.0,,,,ACT,,Samuel Hlavaj,hlavaj,,,,552b17e0-4753-41aa-adcb-69bfcbf83735,,,,Hlavaj,"{'birth_date': '2001-05-29', 'birth_place': 'Martin,, SVK', 'channel_id': '1220186594628091904', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2024'}",35.0,,,[],samuel,,,,G,3479,Samuel,#samuelhlavaj-NHL-MIN-35,,
3549,,,,,nhl,,,77,9025170.0,,,,,True,,,,194,DET,cartergylander,,,,,,ACT,,Carter Gylander,gylander,,,,a70a8e2d-d863-41cd-8ea8-566494fa4040,,,,Gylander,"{'birth_date': '2001-06-05', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1274423849550643200', 'college': 'Colgate', 'draft_pick': '191', 'draft_round': '7', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}",2.0,,,[],carter,,,,G,3549,Carter,#cartergylander-NHL-DET-2,,
3763,,,,,nhl,,,72,,,,,,True,,,,166,VGK,mateonobert,,,,,,ACT,,Mateo Nobert,nobert,,,,7587e26d-dbc1-4949-82a5-9011cfde7974,,,,Nobert,"{'birth_date': '2007-08-12', 'birth_place': 'Beaconsfield, QC, CAN', 'channel_id': '1244768399062487040', 'college': '', 'draft_pick': '85', 'draft_round': '3', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",45.0,,,[],mateo,,,,C,3763,Mateo,#mateonobert-NHL-VGK-45,,
1631,,,,,nhl,,,71,8476419.0,,,,,True,,,,195,NYI,jeangabrielpageau,,13.0,,,,ACT,,Jean-Gabriel Pageau,pageau,,,,42f54522-0f24-11e2-8525-18a905767e44,,,,Pageau,"{'birth_date': '1992-11-11', 'birth_place': 'Ottawa, ON, CAN', 'channel_id': '1157131210099544064', 'college': '', 'draft_pick': '96', 'draft_round': '4', 'draft_year': '2011', 'high_school': '', 'rookie_year': '2012'}",44.0,,,[],jeangabriel,,,,C,1631,Jean-Gabriel,#jeangabrielpageau-NHL-NYI-44,,
3540,,,,,nhl,,,73,9025162.0,,,,,True,,,,200,DAL,charliepaquette,,,,,,ACT,,Charlie Paquette,paquette,,,,1119ea21-a7dc-4d1d-bf3a-93b7ceba6af4,,,,Paquette,"{'birth_date': '2005-12-06', 'birth_place': 'Essex, ON, CAN', 'channel_id': '1244828876966744064', 'college': '', 'draft_pick': '222', 'draft_round': '7', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",63.0,,,[],charlie,,,,RW,3540,Charlie,#charliepaquette-NHL-DAL-63,,
4078,,,,,nhl,,,74,,,,,,True,,,,216,TOR,ryankirwan,,,,,,ACT,,Ryan Kirwan,kirwan,,,,e74accf5-f3f8-4307-81f3-fac8e078eb9a,,,,Kirwan,"{'birth_date': '2002-02-27', 'birth_place': 'DeWitt, NY, USA', 'channel_id': '1274544638253895680', 'college': 'Arizona State', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",45.0,,,[],ryan,,,,LW,4078,Ryan,#ryankirwan-NHL-TOR-45,,
2310,,,,,nhl,,,78,9013630.0,,,,,True,,,,224,EDM,lukeprokop,,,,,,ACT,,Luke Prokop,prokop,,,,e18aaf6c-54d4-4479-8a11-daec91342e6f,,,,Prokop,"{'birth_date': '2002-05-06', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1274605141554634752', 'college': '', 'draft_pick': '73', 'draft_round': '3', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",77.0,,,[],luke,,,,D,2310,Luke,#lukeprokop-NHL-EDM-77,,
3057,,,,,nhl,,,74,9012289.0,,,,,True,,,,221,OTT,haydenhodgson,,4.0,,,,ACT,,Hayden Hodgson,hodgson,,,,dcbe3b30-0525-4b1b-8adb-948c2d8157ed,,,,Hodgson,"{'birth_date': '1996-03-02', 'birth_place': 'Windsor, ON, CAN', 'channel_id': '1216562677459988481', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2021'}",42.0,,,[],hayden,,,,RW,3057,Hayden,#haydenhodgson-NHL-OTT-42,,
3886,,,,,nhl,,,75,,,,,,True,,,,192,CHI,ilyakanarsky,,,,,,UDP,,Ilya Kanarsky,kanarsky,,,,49f8f0b6-d10d-43f8-880c-2828c129455b,,,,Kanarsky,"{'birth_date': '2004-12-06', 'birth_place': 'Moskva,, RUS', 'channel_id': '1244828817801891840', 'college': '', 'draft_pick': '194', 'draft_round': '7', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",,,,[],ilya,,,,G,3886,Ilya,#ilyakanarsky-NHL-CHI,,
3338,,,,,nhl,,,73,,,,,,True,,,,204,PHI,heikkiruohonen,,,,,,UDP,,Heikki Ruohonen,ruohonen,,,,919b6b4c-71de-4d21-967c-60f2cca43931,,,,Ruohonen,"{'birth_date': '2006-06-19', 'birth_place': 'Helsinki,, FIN', 'college': '', 'draft_pick': '107', 'draft_round': '4', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",,,,[],heikki,,,,C,3338,Heikki,#heikkiruohonen-NHL-PHI,,
3317,,,,,nhl,,,73,,,,,,True,,,,170,MTL,aatoskoivu,,,,,,UDP,,Aatos Koivu,koivu,,,,2f1a25ad-aa9d-4ffe-90cb-3e357d83edb2,,,,Koivu,"{'birth_date': '2006-06-22', 'birth_place': 'Turku,, FIN', 'college': '', 'draft_pick': '70', 'draft_round': '3', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",,,,[],aatos,,,,C,3317,Aatos,#aatoskoivu-NHL-MTL,,
4023,,,,,nhl,,,72,,,,,,True,,,,182,CAR,amirmiftakhov,,,,,,ACT,,Amir Miftakhov,miftakhov,,,,84a24f42-d44e-4cb4-9867-edef00c73829,,,,Miftakhov,"{'birth_date': '2000-04-26', 'birth_place': 'Kazan,, RUS', 'channel_id': '1274303006174613504', 'college': '', 'draft_pick': '186', 'draft_round': '6', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",35.0,,,[],amir,,,,G,4023,Amir,#amirmiftakhov-NHL-CAR-35,,
2204,,,,,nhl,,,70,9012480.0,,,,,True,,,,184,TOR,vinnilettieri,,8.0,,,,ACT,,Vinni Lettieri,lettieri,,,,4ad4c4db-797c-4d43-b67a-1f6d5e3a5758,,,,Lettieri,"{'birth_date': '1995-02-06', 'birth_place': 'Excelsior, MN, USA', 'channel_id': '1184566805083987968', 'college': 'Minnesota ', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2017'}",71.0,,,[],vinni,,,,C,2204,Vinni,#vinnilettieri-NHL-TOR-71,,
3822,,,,,nhl,,,71,,,,,,True,,,,171,NYI,lucaromano,,,,,,ACT,,Luca Romano,romano,,,,869f1959-6a44-4fe6-b70a-90f8d9cf963b,,,,Romano,"{'birth_date': '2007-06-25', 'birth_place': 'Toronto, ON, CAN', 'channel_id': '1244768450400768000', 'college': '', 'draft_pick': '74', 'draft_round': '3', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",82.0,,,[],luca,,,,C,3822,Luca,#lucaromano-NHL-NYI-82,,
1093,,,,,nhl,,,74,9013295.0,,,,,True,,,,201,WPG,rasmuskupari,,5.0,,,,ACT,,Rasmus Kupari,kupari,,,,d061ca7e-263d-425c-b6c6-8523ee3b9f45,,,,Kupari,"{'birth_date': '2000-03-15', 'birth_place': 'Kotka,, FIN', 'channel_id': '1157131303385059328', 'college': '', 'draft_pick': '20', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2020'}",15.0,,,[],rasmus,,,,C,1093,Rasmus,#rasmuskupari-NHL-WPG-15,,
1027,,,,,nhl,,,72,8476905.0,,,,,True,,,,201,SEA,chandlerstephenson,,10.0,,,,ACT,,Chandler Stephenson,stephenson,,,,23e3f15b-493a-4669-819b-cc07d5d16bda,,,,Stephenson,"{'birth_date': '1994-04-22', 'birth_place': 'Saskatoon, SK, CAN', 'channel_id': '1157130890652962816', 'college': '', 'draft_pick': '77', 'draft_round': '3', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2015'}",9.0,,,[],chandler,,,,C,1027,Chandler,#chandlerstephenson-NHL-SEA-9,,
2964,,,,,nhl,,,73,9014780.0,,,,,True,,,,185,UTA,julianlutz,,,,,,ACT,,Julian Lutz,lutz,,,,f007ce40-31a1-4dd4-9528-88590ffabe6d,,,,Lutz,"{'birth_date': '2004-02-29', 'birth_place': 'Weingarten,, DEU', 'channel_id': '1274544817472311296', 'college': '', 'draft_pick': '43', 'draft_round': '2', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",43.0,,,[],julian,,,,LW,2964,Julian,#julianlutz-NHL-UTA-43,,
2304,,,,,nhl,,,75,9015601.0,,,,,True,,,,197,SJ,nolanburke,,,,,,ACT,,Nolan Burke,burke,,,,75b7ddbc-e8fb-4b9b-8431-4c0d7ee04db4,,,,Burke,"{'birth_date': '2002-12-09', 'birth_place': 'Peterborough, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",74.0,,,[],nolan,,,,C,2304,Nolan,#nolanburke-NHL-SJ-74,,
1196,,,,,nhl,,,74,9015235.0,,,,,True,,,,206,PIT,aidanmcdonough,,,,,,ACT,,Aidan McDonough,mcdonough,,,,1b3505a7-0542-4cae-9961-88ad3d464ea1,,,,McDonough,"{'birth_date': '1999-11-06', 'birth_place': 'Milton, MA, USA', 'channel_id': '1274484280390586369', 'college': 'Northeastern', 'draft_pick': '195', 'draft_round': '7', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}",8.0,,,[],aidan,,,,LW,1196,Aidan,#aidanmcdonough-NHL-PIT-8,,
2263,,,,,nhl,,,77,9012265.0,,,,,True,,,,218,TB,jonasjohansson,,6.0,,,,ACT,,Jonas Johansson,johansson,,,,4eb27bf4-1107-4ade-b231-c6d0db2bd866,,,,Johansson,"{'birth_date': '1995-09-19', 'birth_place': 'Gavle,, SWE', 'channel_id': '1157131267519565824', 'college': '', 'draft_pick': '61', 'draft_round': '3', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2019'}",31.0,,,[],jonas,,,,G,2263,Jonas,#jonasjohansson-NHL-TB-31,,
4009,,,,,nhl,,,71,,,,,,True,,,,190,CBJ,rylandmosley,,,,,,ACT,,Ryland Mosley,mosley,,,,9792fbc5-8484-4d48-b551-4e96821fc875,,,,Mosley,"{'birth_date': '2000-02-15', 'birth_place': 'Arnprior, ON, CAN', 'channel_id': '1274242619878158336', 'college': 'Wisconsin', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",63.0,,,[],ryland,,,,LW,4009,Ryland,#rylandmosley-NHL-CBJ-63,,
1176,,,,,nhl,,,72,8475726.0,,,,,True,,,,205,SJ,tylertoffoli,,13.0,,,,ACT,,Tyler Toffoli,toffoli,,,,427e5dad-0f24-11e2-8525-18a905767e44,,,,Toffoli,"{'birth_date': '1992-04-24', 'birth_place': 'Scarborough, ON, CAN', 'channel_id': '1157130938522554368', 'college': '', 'draft_pick': '47', 'draft_round': '2', 'draft_year': '2010', 'high_school': '', 'rookie_year': '2012'}",73.0,,,[],tyler,,,,C,1176,Tyler,#tylertoffoli-NHL-SJ-73,,
2565,,,,,nhl,,,72,9014874.0,,,,,True,,,,172,BOS,nolanmaier,,,,,,ACT,,Nolan Maier,maier,,,,51007a04-2668-4254-9406-fc30f85ec34e,,,,Maier,"{'birth_date': '2001-01-10', 'birth_place': 'Yorkton, SK, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",35.0,,,[],nolan,,,,G,2565,Nolan,#nolanmaier-NHL-BOS-35,,
4026,,,,,nhl,,,69,,,,,,True,,,,185,DET,justicechristensen,,,,,,ACT,,Justice Christensen,christensen,,,,265d4da3-c748-42d3-96af-02a47a58e47e,,,,Christensen,"{'birth_date': '2005-08-30', 'birth_place': 'Red Deer, AB, CAN', 'channel_id': '1274423803874672640', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",3.0,,,[],justice,,,,D,4026,Justice,#justicechristensen-NHL-DET-3,,
1353,,,,,nhl,,,77,9012276.0,,,,,True,,,,224,NJ,calfoote,,3.0,,,,NWT,,Cal Foote,foote,,,,47799708-4df8-459b-9412-5143c7dc8de1,,,,Foote,"{'birth_date': '1998-12-13', 'birth_place': 'Denver, CO, USA', 'college': '', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2020'}",52.0,,,[],cal,,,,D,1353,Cal,#calfoote-NHL-NJ-52,,
1900,,,,,nhl,,,73,9014909.0,,,,,True,,,,196,NSH,mattmurray,,3.0,,,,ACT,,Matt Murray,murray,,,,21a8a108-d421-4bb8-a48b-98856055a044,,,,Murray,"{'birth_date': '1998-02-02', 'birth_place': 'St. Albert, AB, CAN', 'channel_id': '1191210540010057728', 'college': 'UMass', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2022'}",32.0,,,[],matt,,,,G,1900,Matt,#mattmurray-NHL-NSH-32,,
1169,,,,,nhl,,,75,8476889.0,,,,,True,,,,215,DAL,radekfaksa,,10.0,,,,ACT,,Radek Faksa,faksa,,,,f45dad30-08be-4aab-9db7-b2033609b5d6,,,,Faksa,"{'birth_date': '1994-01-09', 'birth_place': 'Vitkov,, CZE', 'channel_id': '1157131081711898624', 'college': '', 'draft_pick': '13', 'draft_round': '1', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2015'}",12.0,,,[],radek,,,,C,1169,Radek,#radekfaksa-NHL-DAL-12,,
3383,,,,,nhl,,,75,9025033.0,,,,,True,,,,180,VAN,parkeralcos,,,,,,ACT,,Parker Alcos,alcos,,,,0da639f2-3ab8-4d25-8ade-04be8b73b203,,,,Alcos,"{'birth_date': '2006-07-20', 'birth_place': 'Port Moody, BC, CAN', 'channel_id': '1274242656817393664', 'college': '', 'draft_pick': '189', 'draft_round': '6', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",70.0,,,[],parker,,,,D,3383,Parker,#parkeralcos-NHL-VAN-70,,
2552,,,,,nhl,,,67,,,,,,True,,,,168,NYR,bobbytrivigno,,,,,,ACT,,Bobby Trivigno,trivigno,,,,d9e5c5cc-78c1-41fe-bff4-1d74867573a5,,,,Trivigno,"{'birth_date': '1999-01-19', 'birth_place': 'Setauket, NY, USA', 'college': 'UMass', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",48.0,,,[],bobby,,,,LW,2552,Bobby,#bobbytrivigno-NHL-NYR-48,,
2754,,,,,nhl,,,72,9015736.0,,,,,True,,,,198,MIN,ryansandelin,,,,,,ACT,,Ryan Sandelin,sandelin,,,,bb962dfd-0fd0-47b2-933c-991f98f09fb5,,,,Sandelin,"{'birth_date': '1999-01-03', 'birth_place': 'Hermantown, MN, USA', 'channel_id': '1274061442353479680', 'college': 'Minnesota State', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",59.0,,,[],ryan,,,,C,2754,Ryan,#ryansandelin-NHL-MIN-59,,
4003,,,,,nhl,,,74,,,,,,True,,,,199,STL,matthewkoprowski,,,,,,ACT,,Matthew Koprowski,koprowski,,,,72f84239-92f4-4739-b5b0-61ab85c6e01c,,,,Koprowski,"{'birth_date': '2007-02-05', 'birth_place': 'Komoka, ON, CAN', 'channel_id': '1274242612240330752', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",45.0,,,[],matthew,,,,G,4003,Matthew,#matthewkoprowski-NHL-STL-45,,
1023,,,,,nhl,,,72,9000651.0,,,,,True,,,,200,SEA,vincedunn,,8.0,,,,ACT,,Vince Dunn,dunn,,,,f305ce90-1b89-4498-bee0-0d5689c12a2a,,,,Dunn,"{'birth_date': '1996-10-29', 'birth_place': 'Mississauga, ON, CAN', 'channel_id': '1157130900891258880', 'college': '', 'draft_pick': '56', 'draft_round': '2', 'draft_year': '2015', 'high_school': '', 'rookie_year': '2017'}",29.0,,,[],vince,,,,D,1023,Vince,#vincedunn-NHL-SEA-29,,
3698,,,,,nhl,,,73,9014170.0,,,,,True,,,,185,PHI,alekseikolosov,,1.0,,,,ACT,,Aleksei Kolosov,kolosov,,,,bdf37458-8d34-482a-a5a4-1a2634398159,,,,Kolosov,"{'birth_date': '2002-01-04', 'birth_place': 'Minsk,, BLR', 'channel_id': '1157131245637881856', 'college': '', 'draft_pick': '78', 'draft_round': '3', 'draft_year': '2021', 'high_school': '', 'rookie_year': '2024'}",35.0,,,[],aleksei,,,,G,3698,Aleksei,#alekseikolosov-NHL-PHI-35,,
1751,,,,,nhl,,,75,8474590.0,,,,,True,,,,220,WSH,johncarlson,,16.0,,,,ACT,,John Carlson,carlson,,,,434f3b9c-0f24-11e2-8525-18a905767e44,,,,Carlson,"{'birth_date': '1990-01-10', 'birth_place': 'Natick, MA, USA', 'channel_id': '1157131284217090048', 'college': '', 'draft_pick': '27', 'draft_round': '1', 'draft_year': '2008', 'high_school': '', 'rookie_year': '2009'}",74.0,,,[],john,,,,D,1751,John,#johncarlson-NHL-WSH-74,,
3712,,,,,nhl,,,73,,,,,,True,,,,194,NYI,joeylarson,,,,,,ACT,,Joey Larson,larson,,,,dd94009a-6e51-40b1-be5c-e5f945688da4,,,,Larson,"{'birth_date': '2001-03-27', 'birth_place': 'Brighton, MI, USA', 'channel_id': '1212576320416923648', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",61.0,,,[],joey,,,,RW,3712,Joey,#joeylarson-NHL-NYI-61,,
2684,,,,,nhl,,,71,9015024.0,,,,,True,,,,195,BUF,grahamslaggert,,,,,,ACT,,Graham Slaggert,slaggert,,,,ce594a31-156e-4511-985a-1190cfa3cfe7,,,,Slaggert,"{'birth_date': '1999-04-06', 'birth_place': 'South Bend, IN, USA', 'channel_id': '1273819869392949249', 'college': 'Notre Dame', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",67.0,,,[],graham,,,,C,2684,Graham,#grahamslaggert-NHL-BUF-67,,
1266,,,,,nhl,,,73,9013527.0,,,,,True,,,,206,STL,dylanholloway,,3.0,,,,ACT,,Dylan Holloway,holloway,,,,54e13854-ae0e-41d4-86fa-6b5be9f03630,,,,Holloway,"{'birth_date': '2001-09-23', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1157131074619330560', 'college': 'Wisconsin', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2022'}",81.0,,,[],dylan,,,,LW,1266,Dylan,#dylanholloway-NHL-STL-81,,
3345,,,,,nhl,,,70,,,,,,True,,,,165,WSH,colehutson,,,,,,UDP,,Cole Hutson,hutson,,,,11c2f992-d4e1-4ddb-ae8e-6df9b7db2ac6,,,,Hutson,"{'birth_date': '2006-06-28', 'birth_place': 'St. Louis, MO, USA', 'college': 'Boston University', 'draft_pick': '43', 'draft_round': '2', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",,,,[],cole,,,,D,3345,Cole,#colehutson-NHL-WSH,,
1953,,,,,nhl,,,76,,,,,,True,,,,202,NSH,matthewwood,,1.0,,,,ACT,,Matthew Wood,wood,,,,e647ba42-9c33-4c5b-8cf7-58e2c34d7cc2,,,,Wood,"{'birth_date': '2005-02-06', 'birth_place': 'Nanaimo, BC, CAN', 'channel_id': '1215475359064006656', 'college': 'UConn', 'draft_pick': '15', 'draft_round': '1', 'draft_year': '2023', 'high_school': '', 'rookie_year': '2024'}",71.0,,,[],matthew,,,,RW,1953,Matthew,#matthewwood-NHL-NSH-71,,
3067,,,,,nhl,,,71,,,,,,True,,,,172,OTT,grahammcphee,,,,,,ACT,,Graham McPhee,mcphee,,,,0fdf6f4d-f380-4c6d-b989-aa5fafb2b698,,,,McPhee,"{'birth_date': '1998-07-24', 'birth_place': 'Bethesda, MD, USA', 'college': '', 'draft_pick': '149', 'draft_round': '5', 'draft_year': '2016', 'high_school': '', 'rookie_year': ''}",,,,[],graham,,,,LW,3067,Graham,#grahammcphee-NHL-OTT,,
2202,,,,,nhl,,,70,9000797.0,,,,,True,,,,179,EDM,drakecaggiula,,8.0,,,,ACT,,Drake Caggiula,caggiula,,,,017d16c8-07cc-47bf-98fb-69c5d67430dd,,,,Caggiula,"{'birth_date': '1994-06-20', 'birth_place': 'Pickering, ON, CAN', 'channel_id': '1157131011079819264', 'college': 'North Dakota', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2016'}",8.0,,,[],drake,,,,LW,2202,Drake,#drakecaggiula-NHL-EDM-8,,
3278,,,,,nhl,,,75,,,,,,True,,,,187,EDM,eemilvinni,,,,,,UDP,,Eemil Vinni,vinni,,,,74cb7aaf-6588-4ea9-ba56-482c5047e4fe,,,,Vinni,"{'birth_date': '2005-12-18', 'birth_place': 'Vantaa,, FIN', 'college': '', 'draft_pick': '64', 'draft_round': '2', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",,,,[],eemil,,,,G,3278,Eemil,#eemilvinni-NHL-EDM,,
2581,,,,,nhl,,,74,9013227.0,,,,,True,,,,217,PIT,sampoulin,,3.0,,,,ACT,,Sam Poulin,poulin,,,,0528f772-352a-4803-a244-2a50cda34f35,,,,Poulin,"{'birth_date': '2001-02-25', 'birth_place': 'Blainville, QC, CAN', 'channel_id': '1161736322008748032', 'college': '', 'draft_pick': '21', 'draft_round': '1', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2022'}",22.0,,,[],sam,,,,RW,2581,Sam,#sampoulin-NHL-PIT-22,,
1958,,,,,nhl,,,71,,,,,,True,,,,185,DET,axelsandinpellikka,,,,,,ACT,,Axel Sandin-Pellikka,sandinpellikka,,,,99916d52-08c2-4c45-a995-15602a85958a,,,,Sandin-Pellikka,"{'birth_date': '2005-03-11', 'birth_place': 'Gallivare,, SWE', 'channel_id': '1274423845637357568', 'college': '', 'draft_pick': '17', 'draft_round': '1', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",4.0,,,[],axel,,,,D,1958,Axel,#axelsandinpellikka-NHL-DET-4,,
4104,,,,,nhl,,,70,,,,,,True,,,,11,NYR,timlovell,,,,,,ACT,,Tim Lovell,lovell,,,,d5843c85-52a9-45a1-bd3f-f2338d75a8b9,,,,Lovell,"{'birth_date': '2002-02-08', 'birth_place': 'Hingham, MA, USA', 'channel_id': '1274605029226979328', 'college': 'Michigan', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",48.0,,,[],tim,,,,D,4104,Tim,#timlovell-NHL-NYR-48,,
3304,,,,,nhl,,,73,9024953.0,,,,,True,,,,179,DET,ondrejbecher,,,,,,ACT,,Ondrej Becher,becher,,,,7a723056-988d-40c5-839f-7704662fed50,,,,Becher,"{'birth_date': '2004-02-22', 'birth_place': 'Ostrava,, CZE', 'channel_id': '1274484256092983296', 'college': '', 'draft_pick': '15', 'draft_round': '3', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",57.0,,,[],ondrej,,,,C,3304,Ondrej,#ondrejbecher-NHL-DET-57,,
1335,,,,,nhl,,,72,9012677.0,,,,,True,,,,190,SJ,philippkurashev,,5.0,,,,ACT,,Philipp Kurashev,kurashev,,,,879af438-9187-41fe-b54d-1a203ff3be88,,,,Kurashev,"{'birth_date': '1999-10-12', 'birth_place': 'Munsingen,, CHE', 'channel_id': '1157131048379764736', 'college': '', 'draft_pick': '120', 'draft_round': '4', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2020'}",96.0,,,[],philipp,,,,C,1335,Philipp,#philippkurashev-NHL-SJ-96,,
1414,,,,,nhl,,,77,9015249.0,,,,,True,,,,227,CBJ,dmitrivoronkov,,2.0,,,,ACT,,Dmitri Voronkov,voronkov,,,,d938417d-e2d3-41ea-a4d5-8b29b3cf2258,,,,Voronkov,"{'birth_date': '2000-09-10', 'birth_place': 'Angarsk,, RUS', 'channel_id': '1157131095632793600', 'college': '', 'draft_pick': '114', 'draft_round': '4', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2023'}",10.0,,,[],dmitri,,,,LW,1414,Dmitri,#dmitrivoronkov-NHL-CBJ-10,,
