id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,collegeId,is_latest
4395712,nba,Andrew Nembhard,Andrew,Nembhard,PG,2,True,191.0,76.0,25.0,2000-01-16T08:00Z,3.0,Aurora,ON,Canada,,Gonzaga,collegeAthlete,2022,2,31,IND,IND,2025-10-11T21:32:22.666253,2250,1
4397233,nba,Pete Nance,Pete,Nance,F,35,True,220.0,82.0,25.0,2000-02-19T08:00Z,2.0,Akron,OH,USA,,North Carolina,collegeAthlete,,,,,MIL,2025-10-11T21:32:22.666253,153,1
3907497,nba,Dejounte Murray,Dejounte,Murray,SG,5,True,180.0,76.0,29.0,1996-09-19T07:00Z,9.0,Seattle,WA,USA,2016.0,Washington,collegeAthlete,2016,1,29,SA,NO,2025-10-11T21:32:22.666253,264,1
5144071,nba,Eli John N'Diaye,Eli John,N'Diaye,C,30,True,209.0,80.0,21.0,2004-06-26T07:00Z,,Dakar,,Senegal,,,,,,,,ATL,2025-10-11T21:32:22.666253,,1
3133602,nba,Svi Mykhailiuk,Svi,Mykhailiuk,SG,10,True,205.0,79.0,28.0,1997-06-10T07:00Z,7.0,Cherkasy,,Ukraine,2018.0,Kansas,collegeAthlete,2018,2,47,LAL,UTAH,2025-10-11T21:32:22.666253,2305,1
4702442,nba,Matthew Murrell,Matthew,Murrell,G,15,True,205.0,76.0,23.0,2001-12-19T08:00Z,,Memphis,TN,USA,,Ole Miss,collegeAthlete,,,,,UTAH,2025-10-11T21:32:22.666253,145,1
5093267,nba,Collin Murray-Boyles,Collin,Murray-Boyles,F,12,True,245.0,79.0,20.0,2005-06-10T07:00Z,,Columbia,SC,USA,,South Carolina,collegeAthlete,2025,1,9,TOR,TOR,2025-10-11T21:32:22.666253,2579,1
4398029,nba,Dwight Murray Jr.,Dwight,Murray Jr.,G,19,False,180.0,72.0,25.0,2000-01-31T08:00Z,,Austell,GA,USA,,Rider,collegeAthlete,,,,,ATL,2025-10-11T21:32:22.666253,2520,1
4594326,nba,Kris Murray,Kris,Murray,F,24,True,216.0,80.0,25.0,2000-08-19T07:00Z,2.0,Cedar Rapids,IA,USA,,Iowa,collegeAthlete,2023,1,23,POR,POR,2025-10-11T21:32:22.666253,2294,1
4594327,nba,Keegan Murray,Keegan,Murray,SF,13,True,225.0,80.0,25.0,2000-08-19T07:00Z,3.0,Cedar Rapids,IA,USA,,Iowa,collegeAthlete,2022,1,4,SAC,SAC,2025-10-11T21:32:22.666253,2294,1
3936299,nba,Jamal Murray,Jamal,Murray,PG,27,True,215.0,76.0,28.0,1997-02-23T08:00Z,9.0,Kitchener,ON,Canada,2016.0,Kentucky,collegeAthlete,2016,1,7,DEN,DEN,2025-10-11T21:32:22.666253,96,1
4397077,nba,Jaxson Hayes,Jaxson,Hayes,C,11.0,True,220.0,84.0,25.0,2000-05-23T07:00Z,6.0,Norman,OK,USA,2019.0,Texas,collegeAthlete,2019.0,1.0,8.0,ATL,LAL,2025-10-11T21:14:14.357443,251.0,0
4017837,nba,Ivica Zubac,Ivica,Zubac,C,40.0,True,240.0,84.0,28.0,1997-03-18T08:00Z,9.0,Mostar,,Bosnia & Herzegovina,2016.0,,,2016.0,2.0,32.0,LAL,LAC,2025-10-11T21:14:14.357443,,0
4433136,nba,Walker Kessler,Walker,Kessler,C,24.0,True,245.0,84.0,24.0,2001-07-26T07:00Z,3.0,Newnan,GA,USA,,Auburn,collegeAthlete,2022.0,1.0,22.0,MEM,UTAH,2025-10-11T21:14:14.357443,2.0,0
4023,nba,Garrett Temple,Garrett,Temple,SF,17.0,True,195.0,77.0,39.0,1986-05-08T07:00Z,15.0,Baton Rouge,LA,USA,2009.0,LSU,collegeAthlete,,,,,TOR,2025-10-11T21:14:14.357443,99.0,0
4066218,nba,Grant Williams,Grant,Williams,PF,2.0,True,236.0,78.0,26.0,1998-11-30T08:00Z,6.0,Charlotte,NC,USA,2019.0,Tennessee,collegeAthlete,2019.0,1.0,22.0,BOS,CHA,2025-10-11T21:14:14.357443,2633.0,0
4593803,nba,Jalen Williams,Jalen,Williams,F,8.0,True,211.0,77.0,24.0,2001-04-14T07:00Z,3.0,Gilbert,AZ,USA,,Santa Clara,collegeAthlete,2022.0,1.0,12.0,OKC,OKC,2025-10-11T21:14:14.357443,2541.0,0
5230864,nba,Tom Wilson,Tom,Wilson,F,12.0,True,,,,,,,,,,,,,,,,MEL,2025-10-11T21:14:14.357443,,0
5157587,nba,Rocco Zikarsky,Rocco,Zikarsky,C,44.0,True,227.0,86.0,19.0,2006-07-11T07:00Z,,,,,,,,2025.0,2.0,45.0,CHI,MIN,2025-10-11T21:14:14.357443,,0
4683681,nba,Fanbo Zeng,Fanbo,Zeng,F,12.0,True,199.0,83.0,22.0,2003-01-11T08:00Z,,,,,,,,,,,,BKN,2025-10-11T21:14:14.357443,,0
4706557,nba,Chris Youngblood,Chris,Youngblood,G,3.0,True,221.0,76.0,23.0,2002-02-09T08:00Z,,Tuscaloosa,AL,USA,,Alabama,collegeAthlete,,,,,OKC,2025-10-11T21:14:14.357443,333.0,0
4433133,nba,Jahmir Young,Jahmir,Young,G,17.0,True,185.0,73.0,25.0,2000-10-07T07:00Z,1.0,Upper Marlboro,MD,USA,,Maryland,collegeAthlete,,,,,MIA,2025-10-11T21:14:14.357443,120.0,0
4017844,nba,Guerschon Yabusele,Guerschon,Yabusele,F,28.0,True,265.0,80.0,29.0,1995-12-17T08:00Z,3.0,Versailles,,France,2017.0,,,2016.0,1.0,16.0,BOS,NY,2025-10-11T21:14:14.357443,,0
3064447,nba,Delon Wright,Delon,Wright,G,3.0,False,185.0,77.0,33.0,1992-04-26T07:00Z,10.0,Los Angeles,CA,USA,2015.0,Utah,collegeAthlete,2015.0,1.0,20.0,TOR,IND,2025-10-11T21:14:14.357443,254.0,0
5107173,nba,Danny Wolf,Danny,Wolf,F,2.0,True,254.0,84.0,21.0,2004-05-05T07:00Z,,Glencoe,IL,USA,,Michigan,collegeAthlete,2025.0,1.0,27.0,BKN,BKN,2025-10-11T21:14:14.357443,130.0,0
4432808,nba,James Wiseman,James,Wiseman,C,11.0,True,240.0,83.0,24.0,2001-03-31T08:00Z,5.0,Nashville,TN,USA,2020.0,Memphis,collegeAthlete,2020.0,1.0,2.0,GS,IND,2025-10-11T21:14:14.357443,235.0,0
4395628,nba,Zion Williamson,Zion,Williamson,PF,1.0,True,284.0,78.0,25.0,2000-07-06T07:00Z,6.0,Salisbury,NC,USA,2019.0,Duke,collegeAthlete,2019.0,1.0,1.0,NO,NO,2025-10-11T21:14:14.357443,150.0,0
4432823,nba,Jaylin Williams,Jaylin,Williams,F,6.0,True,240.0,81.0,23.0,2002-06-29T07:00Z,3.0,Fort Smith,AR,USA,,Arkansas,collegeAthlete,2022.0,2.0,34.0,OKC,OKC,2025-10-11T21:14:14.357443,8.0,0
4397227,nba,Vince Williams Jr.,Vince,Williams Jr.,G,5.0,True,205.0,76.0,25.0,2000-08-30T07:00Z,3.0,Toledo,OH,USA,,VCU,collegeAthlete,2022.0,2.0,47.0,MEM,MEM,2025-10-11T21:14:14.357443,2670.0,0
4066211,nba,Robert Williams III,Robert,Williams III,C,35.0,True,249.0,81.0,27.0,1997-10-17T07:00Z,7.0,Shreveport,LA,USA,2018.0,Texas A&M,collegeAthlete,2018.0,1.0,27.0,BOS,POR,2025-10-11T21:14:14.357443,245.0,0
4433137,nba,Ziaire Williams,Ziaire,Williams,F,1.0,True,185.0,81.0,24.0,2001-09-12T07:00Z,3.0,Lancaster,CA,USA,,Stanford,collegeAthlete,2021.0,1.0,10.0,NO,BKN,2025-10-11T21:14:14.357443,24.0,0
4431687,nba,Patrick Williams,Patrick,Williams,PF,44.0,True,215.0,80.0,24.0,2001-08-26T07:00Z,5.0,Charlotte,NC,USA,2020.0,Florida State,collegeAthlete,2020.0,1.0,4.0,CHI,CHI,2025-10-11T21:14:14.357443,52.0,0
4397821,nba,Nate Williams,Nate,Williams,G,19.0,True,205.0,77.0,26.0,1999-02-12T08:00Z,3.0,Rochester,NY,USA,,Buffalo,collegeAthlete,,,,,LAL,2025-10-11T21:14:14.357443,2084.0,0
4701232,nba,Mark Williams,Mark,Williams,C,15.0,True,240.0,84.0,23.0,2001-12-16T08:00Z,3.0,Virginia Beach,VA,USA,,Duke,collegeAthlete,2022.0,1.0,15.0,CHA,PHX,2025-10-11T21:14:14.357443,150.0,0
4895758,nba,Cody Williams,Cody,Williams,F,5.0,True,190.0,79.0,20.0,2004-11-20T08:00Z,1.0,Gilbert,AZ,USA,,Colorado,collegeAthlete,2024.0,1.0,10.0,UTAH,UTAH,2025-10-11T21:14:14.357443,38.0,0
4278078,nba,P.J. Washington,P.J.,Washington,PF,25.0,True,230.0,78.0,27.0,1998-08-23T07:00Z,6.0,Louisville,KY,USA,2019.0,Kentucky,collegeAthlete,2019.0,1.0,12.0,CHA,DAL,2025-10-11T21:14:14.357443,96.0,0
4683749,nba,TyTy Washington Jr.,TyTy,Washington Jr.,G,14.0,False,195.0,75.0,23.0,2001-11-15T08:00Z,2.0,Phoenix,AZ,USA,,Kentucky,collegeAthlete,2022.0,1.0,29.0,MEM,LAC,2025-10-11T21:14:14.357443,96.0,0
3078576,nba,Derrick White,Derrick,White,PG,9.0,True,190.0,76.0,31.0,1994-07-02T07:00Z,8.0,Parker,CO,USA,2017.0,Colorado,collegeAthlete,2017.0,1.0,29.0,SA,BOS,2025-10-11T21:14:14.357443,38.0,0
4397424,nba,Neemias Queta,Neemias,Queta,C,88.0,True,248.0,84.0,26.0,1999-07-13T07:00Z,4.0,Barreiro,,Portugal,,Utah State,collegeAthlete,2021.0,2.0,39.0,SAC,BOS,2025-10-11T21:14:14.357443,328.0,0
4432174,nba,Cam Thomas,Cam,Thomas,SG,24.0,True,210.0,75.0,23.0,2001-10-13T07:00Z,3.0,Chesapeake,VA,USA,,LSU,collegeAthlete,2021.0,1.0,27.0,BKN,BKN,2025-10-11T21:14:14.357443,99.0,0
4592843,nba,Brice Williams,Brice,Williams,G,,True,214.0,79.0,24.0,2001-07-05T07:00Z,,Huntersville,NC,USA,,Nebraska,collegeAthlete,,,,,DET,2025-10-11T21:14:14.357443,158.0,0
4397040,nba,Brandon Williams,Brandon,Williams,G,10.0,True,190.0,73.0,25.0,1999-11-22T08:00Z,3.0,Los Angeles,CA,USA,,Arizona,collegeAthlete,,,,,DAL,2025-10-11T21:14:14.357443,12.0,0
4702745,nba,Amari Williams,Amari,Williams,C,77.0,True,262.0,84.0,23.0,2002-01-28T08:00Z,,Nottingham,,England,,Kentucky,collegeAthlete,2025.0,2.0,46.0,ORL,BOS,2025-10-11T21:14:14.357443,96.0,0
3059319,nba,Andrew Wiggins,Andrew,Wiggins,SF,22.0,True,197.0,79.0,30.0,1995-02-23T08:00Z,11.0,Thornhill,ON,Canada,2014.0,Kansas,collegeAthlete,2014.0,1.0,1.0,CLE,MIA,2025-10-11T21:14:14.357443,2305.0,0
4397183,nba,Aaron Wiggins,Aaron,Wiggins,SG,21.0,True,190.0,77.0,26.0,1999-01-02T08:00Z,4.0,Greensboro,NC,USA,,Maryland,collegeAthlete,2021.0,2.0,55.0,OKC,OKC,2025-10-11T21:14:14.357443,120.0,0
5105592,nba,Cam Whitmore,Cam,Whitmore,F,1.0,True,230.0,79.0,21.0,2004-07-08T07:00Z,2.0,Odenton,MD,USA,,Villanova,collegeAthlete,2023.0,1.0,20.0,HOU,WSH,2025-10-11T21:14:14.357443,222.0,0
4395651,nba,Coby White,Coby,White,PG,0.0,True,195.0,77.0,25.0,2000-02-16T08:00Z,6.0,Goldsboro,NC,USA,2019.0,North Carolina,collegeAthlete,2019.0,1.0,7.0,CHI,CHI,2025-10-11T21:14:14.357443,153.0,0
4066317,nba,Lindy Waters III,Lindy,Waters III,F,43.0,True,210.0,78.0,28.0,1997-07-28T07:00Z,4.0,Norman,OK,USA,,Oklahoma State,collegeAthlete,,,,,SA,2025-10-11T21:14:14.357443,197.0,0
3468,nba,Russell Westbrook,Russell,Westbrook,PG,4.0,False,200.0,76.0,36.0,1988-11-12T08:00Z,16.0,Long Beach,CA,USA,2008.0,UCLA,collegeAthlete,2008.0,1.0,4.0,SEA,DEN,2025-10-11T21:14:14.357443,26.0,0
4683935,nba,Blake Wesley,Blake,Wesley,G,1.0,True,185.0,75.0,22.0,2003-03-16T08:00Z,3.0,South Bend,IN,USA,,Notre Dame,collegeAthlete,2022.0,1.0,25.0,SA,POR,2025-10-11T21:14:14.357443,87.0,0
5104157,nba,Victor Wembanyama,Victor,Wembanyama,C,1.0,True,235.0,87.0,21.0,2004-01-04T08:00Z,2.0,Paris,,France,,,,2023.0,1.0,1.0,SA,SA,2025-10-11T21:14:14.357443,,0
5112087,nba,Jaylen Wells,Jaylen,Wells,F,0.0,True,206.0,80.0,22.0,2003-08-26T07:00Z,1.0,Sacramento,CA,USA,,Washington State,collegeAthlete,2024.0,2.0,39.0,MEM,MEM,2025-10-11T21:14:14.357443,265.0,0
4576087,nba,Peyton Watson,Peyton,Watson,F,8.0,True,200.0,79.0,23.0,2002-09-11T07:00Z,3.0,Long Beach,CA,USA,,UCLA,collegeAthlete,2022.0,1.0,30.0,OKC,DEN,2025-10-11T21:14:14.357443,26.0,0
4431705,nba,Anton Watson,Anton,Watson,F,41.0,True,225.0,80.0,25.0,2000-10-06T07:00Z,1.0,Spokane,WA,USA,,Gonzaga,collegeAthlete,2024.0,2.0,54.0,BOS,LAL,2025-10-11T21:14:14.357443,2250.0,0
4606840,nba,Jamir Watkins,Jamir,Watkins,G,5.0,True,210.0,79.0,24.0,2001-07-06T07:00Z,,Trenton,NJ,USA,,Florida State,collegeAthlete,2025.0,2.0,43.0,UTAH,WSH,2025-10-11T21:14:14.357443,52.0,0
4431675,nba,Trendon Watford,Trendon,Watford,PF,12.0,True,237.0,80.0,24.0,2000-11-09T08:00Z,4.0,Birmingham,AL,USA,,LSU,collegeAthlete,,,,,PHI,2025-10-11T21:14:14.357443,99.0,0
4277880,nba,Malik Williams,Malik,Williams,C,,False,250.0,83.0,27.0,1998-08-26T07:00Z,1.0,Fort Wayne,IN,USA,,Louisville,collegeAthlete,,,,,ATL,2025-10-11T21:14:14.357443,97.0,0
3133626,nba,Kenrich Williams,Kenrich,Williams,SF,34.0,True,210.0,78.0,30.0,1994-12-02T08:00Z,7.0,Waco,TX,USA,2018.0,TCU,collegeAthlete,,,,,OKC,2025-10-11T21:14:14.357443,2628.0,0
5105623,nba,Kel'el Ware,Kel'el,Ware,C,7.0,True,230.0,84.0,21.0,2004-04-20T07:00Z,1.0,North Little Rock,AR,USA,,Indiana,collegeAthlete,2024.0,1.0,15.0,MIA,MIA,2025-10-11T21:14:14.357443,84.0,0
3912848,nba,Dean Wade,Dean,Wade,PF,32.0,True,228.0,81.0,28.0,1996-11-20T08:00Z,6.0,Wichita,KS,USA,2019.0,Kansas State,collegeAthlete,,,,,CLE,2025-10-11T21:14:14.357443,2306.0,0
4683692,nba,Cason Wallace,Cason,Wallace,G,22.0,True,195.0,75.0,21.0,2003-11-07T08:00Z,2.0,Dallas,TX,USA,,Kentucky,collegeAthlete,2023.0,1.0,10.0,DAL,OKC,2025-10-11T21:14:14.357443,96.0,0
6478,nba,Nikola Vucevic,Nikola,Vucevic,C,9.0,True,260.0,82.0,34.0,1990-10-24T07:00Z,14.0,Simi Valley,CA,USA,2011.0,USC,collegeAthlete,2011.0,1.0,16.0,PHI,CHI,2025-10-11T21:14:14.357443,30.0,0
4277890,nba,Lonnie Walker IV,Lonnie,Walker IV,G,16.0,False,205.0,76.0,26.0,1998-12-14T08:00Z,6.0,Reading,PA,USA,2018.0,Miami,collegeAthlete,2018.0,1.0,18.0,SA,PHI,2025-10-11T21:14:14.357443,2390.0,0
4432129,nba,Tyson Walker,Tyson,Walker,G,2.0,True,185.0,73.0,25.0,2000-09-18T07:00Z,,Westbury,NY,USA,,Michigan State,collegeAthlete,,,,,MEL,2025-10-11T21:14:14.357443,127.0,0
5106060,nba,Jarace Walker,Jarace,Walker,F,5.0,True,235.0,79.0,22.0,2003-09-04T07:00Z,2.0,New Freedom,PA,USA,,Houston,collegeAthlete,2023.0,1.0,8.0,WSH,IND,2025-10-11T21:14:14.357443,248.0,0
4432446,nba,Jabari Walker,Jabari,Walker,F,33.0,True,237.0,79.0,23.0,2002-07-30T07:00Z,3.0,Inglewood,CA,USA,,Colorado,collegeAthlete,2022.0,2.0,57.0,POR,PHI,2025-10-11T21:14:14.357443,38.0,0
3150844,nba,Moritz Wagner,Moritz,Wagner,C,21.0,True,245.0,83.0,28.0,1997-04-26T07:00Z,7.0,Berlin,,Germany,2018.0,Michigan,collegeAthlete,2018.0,1.0,25.0,LAL,ORL,2025-10-11T21:14:14.357443,130.0,0
4566434,nba,Franz Wagner,Franz,Wagner,SF,22.0,True,220.0,82.0,24.0,2001-08-27T07:00Z,4.0,Berlin,,Germany,,Michigan,collegeAthlete,2021.0,1.0,8.0,ORL,ORL,2025-10-11T21:14:14.357443,130.0,0
4997537,nba,Tristan Vukcevic,Tristan,Vukcevic,PF,0.0,True,220.0,84.0,22.0,2003-03-11T08:00Z,2.0,Siena,,Italy,,,,2023.0,2.0,42.0,WSH,WSH,2025-10-11T21:14:14.357443,,0
4997539,nba,Luke Travers,Luke,Travers,G,33.0,True,207.0,79.0,24.0,2001-09-03T07:00Z,1.0,,,,,,,2022.0,2.0,56.0,CLE,CLE,2025-10-11T21:14:14.357443,,0
3137259,nba,Gabe Vincent,Gabe,Vincent,PG,7.0,True,200.0,74.0,29.0,1996-06-14T07:00Z,6.0,Modesto,CA,USA,2019.0,UC Santa Barbara,collegeAthlete,,,,,LAL,2025-10-11T21:14:14.357443,2540.0,0
3033,nba,P.J. Tucker,P.J.,Tucker,PF,17.0,False,245.0,77.0,40.0,1985-05-05T07:00Z,13.0,Raleigh,NC,USA,2006.0,Texas,collegeAthlete,2006.0,2.0,35.0,TOR,NY,2025-10-11T21:14:14.357443,251.0,0
4395630,nba,Devin Vassell,Devin,Vassell,SG,24.0,True,205.0,77.0,25.0,2000-08-23T07:00Z,5.0,Suwanee,GA,USA,2020.0,Florida State,collegeAthlete,2020.0,1.0,11.0,SA,SA,2025-10-11T21:14:14.357443,52.0,0
2991230,nba,Fred VanVleet,Fred,VanVleet,PG,5.0,True,197.0,72.0,31.0,1994-02-25T08:00Z,9.0,Rockford,IL,USA,2016.0,Wichita State,collegeAthlete,,,,,HOU,2025-10-11T21:14:14.357443,2724.0,0
4278077,nba,Jarred Vanderbilt,Jarred,Vanderbilt,PF,2.0,True,214.0,80.0,26.0,1999-04-03T08:00Z,7.0,Houston,TX,USA,2018.0,Kentucky,collegeAthlete,2018.0,2.0,41.0,ORL,LAL,2025-10-11T21:14:14.357443,96.0,0
6477,nba,Jonas Valanciunas,Jonas,Valanciunas,C,17.0,True,265.0,83.0,33.0,1992-05-06T07:00Z,13.0,Utena,,Lithuania,2012.0,,,2011.0,1.0,5.0,TOR,DEN,2025-10-11T21:14:14.357443,,0
4279532,nba,Stanley Umude,Stanley,Umude,G,17.0,True,210.0,78.0,26.0,1999-04-12T07:00Z,3.0,San Antonio,TX,USA,,Arkansas,collegeAthlete,,,,,SA,2025-10-11T21:14:14.357443,8.0,0
4683747,nba,Jaylon Tyson,Jaylon,Tyson,F,20.0,True,215.0,78.0,22.0,2002-12-02T08:00Z,1.0,Plano,TX,USA,,California,collegeAthlete,2024.0,1.0,20.0,CLE,CLE,2025-10-11T21:14:14.357443,25.0,0
4432827,nba,Oscar Tshiebwe,Oscar,Tshiebwe,C,34.0,True,255.0,80.0,25.0,1999-11-27T08:00Z,2.0,Lubumbashi,,Congo,,Kentucky,collegeAthlete,,,,,UTAH,2025-10-11T21:14:14.357443,96.0,0
4897471,nba,Saint Thomas,Saint,Thomas,F,38.0,True,235.0,79.0,22.0,2003-05-01T07:00Z,,Omaha,NE,USA,,USC,collegeAthlete,,,,,PHI,2025-10-11T21:14:14.357443,30.0,0
4684272,nba,Ja'Kobe Walter,Ja'Kobe,Walter,G,14.0,True,180.0,77.0,21.0,2004-09-04T07:00Z,1.0,Mckinney,TX,USA,,Baylor,collegeAthlete,2024.0,1.0,19.0,TOR,TOR,2025-10-11T21:14:14.357443,239.0,0
4593043,nba,John Tonje,John,Tonje,F,17.0,True,218.0,77.0,24.0,2001-04-23T07:00Z,,Omaha,NE,USA,,Wisconsin,collegeAthlete,2025.0,2.0,53.0,UTAH,UTAH,2025-10-11T21:14:14.357443,275.0,0
4683689,nba,Jordan Walsh,Jordan,Walsh,G,27.0,True,205.0,78.0,21.0,2004-03-03T08:00Z,2.0,Desoto,TX,USA,,Arkansas,collegeAthlete,2023.0,2.0,38.0,SAC,BOS,2025-10-11T21:14:14.357443,8.0,0
4431695,nba,Drew Timme,Drew,Timme,F,26.0,True,235.0,82.0,25.0,2000-09-09T07:00Z,1.0,Richardson,TX,USA,,Gonzaga,collegeAthlete,,,,,BKN,2025-10-11T21:14:14.357443,2250.0,0
5279130,nba,Nolan Traore,Nolan,Traore,G,88.0,True,175.0,75.0,19.0,2006-05-28T07:00Z,,Creteil,,France,,,,2025.0,1.0,19.0,BKN,BKN,2025-10-11T21:14:14.357443,,0
3136195,nba,Karl-Anthony Towns,Karl-Anthony,Towns,C,32.0,True,248.0,84.0,29.0,1995-11-15T08:00Z,10.0,Edison,NJ,USA,2015.0,Kentucky,collegeAthlete,2015.0,1.0,1.0,MIN,NY,2025-10-11T21:14:14.357443,96.0,0
4278355,nba,Obi Toppin,Obi,Toppin,PF,1.0,True,220.0,81.0,27.0,1998-03-04T08:00Z,5.0,Brooklyn,NY,USA,2020.0,Dayton,collegeAthlete,2020.0,1.0,8.0,NY,IND,2025-10-11T21:14:14.357443,2168.0,0
4592461,nba,Jacob Toppin,Jacob,Toppin,F,0.0,True,200.0,80.0,25.0,2000-05-08T07:00Z,1.0,Brooklyn,NY,USA,,Kentucky,collegeAthlete,,,,,ATL,2025-10-11T21:14:14.357443,96.0,0
5159925,nba,Nikola Topic,Nikola,Topic,G,44.0,True,200.0,78.0,20.0,2005-08-10T07:00Z,,,,,,,,2024.0,1.0,12.0,OKC,OKC,2025-10-11T21:14:14.357443,,0
5170949,nba,Alex Toohey,Alex,Toohey,F,22.0,True,,80.0,21.0,2004-05-05T07:00Z,,Canberra,ACT,Australia,,,,2025.0,2.0,52.0,PHX,GS,2025-10-11T21:14:14.357443,,0
5106268,nba,Nae'Qwan Tomlin,Nae'Qwan,Tomlin,F,30.0,True,210.0,81.0,24.0,2000-12-19T08:00Z,1.0,Harlem,NY,USA,,Memphis,collegeAthlete,,,,,CLE,2025-10-11T21:14:14.357443,235.0,0
4684740,nba,Amen Thompson,Amen,Thompson,F,1.0,True,200.0,79.0,22.0,2003-01-30T08:00Z,2.0,Oakland,CA,USA,,,,2023.0,1.0,4.0,HOU,HOU,2025-10-11T21:14:14.357443,,0
4277964,nba,Xavier Tillman,Xavier,Tillman,F,26.0,True,245.0,79.0,26.0,1999-01-12T08:00Z,5.0,Grand Rapids,MI,USA,2020.0,Michigan State,collegeAthlete,2020.0,2.0,35.0,SAC,BOS,2025-10-11T21:14:14.357443,127.0,0
4277843,nba,Gary Trent Jr.,Gary,Trent Jr.,SG,5.0,True,204.0,77.0,26.0,1999-01-18T08:00Z,7.0,Columbus,OH,USA,2018.0,Duke,collegeAthlete,2018.0,2.0,37.0,SAC,MIL,2025-10-11T21:14:14.357443,150.0,0
3907498,nba,Matisse Thybulle,Matisse,Thybulle,SG,4.0,True,201.0,77.0,28.0,1997-03-04T08:00Z,6.0,Issaquah,WA,USA,2019.0,Washington,collegeAthlete,2019.0,1.0,20.0,BOS,POR,2025-10-11T21:14:14.357443,264.0,0
4702233,nba,JT Thor,JT,Thor,F,21.0,False,203.0,81.0,23.0,2002-08-26T07:00Z,3.0,Anchorage,AK,USA,,Auburn,collegeAthlete,2021.0,2.0,37.0,DET,WSH,2025-10-11T21:14:14.357443,2.0,0
6474,nba,Tristan Thompson,Tristan,Thompson,C,13.0,False,254.0,81.0,34.0,1991-03-13T08:00Z,13.0,Brampton,ON,Canada,2011.0,Texas,collegeAthlete,2011.0,1.0,4.0,CLE,CLE,2025-10-11T21:14:14.357443,251.0,0
6475,nba,Klay Thompson,Klay,Thompson,SG,31.0,True,220.0,77.0,35.0,1990-02-08T08:00Z,14.0,Los Angeles,CA,USA,2011.0,Washington State,collegeAthlete,2011.0,1.0,11.0,GS,DAL,2025-10-11T21:14:14.357443,265.0,0
4278516,nba,Ethan Thompson,Ethan,Thompson,G,55.0,True,195.0,77.0,26.0,1999-05-04T07:00Z,1.0,Los Angeles,CA,USA,,Oregon State,collegeAthlete,,,,,MIA,2025-10-11T21:14:14.357443,204.0,0
4684742,nba,Ausar Thompson,Ausar,Thompson,F,9.0,True,205.0,78.0,22.0,2003-01-30T08:00Z,2.0,Oakland,CA,USA,,,,2023.0,1.0,5.0,DET,DET,2025-10-11T21:14:14.357443,,0
5060631,nba,Adou Thiero,Adou,Thiero,F,1.0,True,220.0,80.0,,,,Pittsburgh,PA,USA,,Arkansas,collegeAthlete,2025.0,2.0,36.0,BKN,LAL,2025-10-11T21:14:14.357443,8.0,0
3074752,nba,Terry Rozier,Terry,Rozier,SG,2.0,True,190.0,73.0,31.0,1994-03-17T08:00Z,10.0,Youngstown,OH,USA,2015.0,Louisville,collegeAthlete,2015.0,1.0,16.0,BOS,MIA,2025-10-11T21:14:14.357443,97.0,0
4594327,nba,Keegan Murray,Keegan,Murray,SF,13.0,True,225.0,80.0,25.0,2000-08-19T07:00Z,3.0,Cedar Rapids,IA,USA,,Iowa,collegeAthlete,2022.0,1.0,4.0,SAC,SAC,2025-10-11T21:14:14.357443,2294.0,0
5099752,nba,Rayan Rupert,Rayan,Rupert,G,21.0,True,195.0,78.0,21.0,2004-05-31T07:00Z,2.0,Paris,,France,,,,2023.0,2.0,43.0,POR,POR,2025-10-11T21:14:14.357443,,0
4397882,nba,Tolu Smith,Tolu,Smith,F,35.0,True,245.0,83.0,25.0,2000-07-26T07:00Z,1.0,Bay Saint Louis,MS,USA,,Mississippi State,collegeAthlete,,,,,DET,2025-10-11T21:14:14.357443,344.0,0
5167876,nba,Tyler Smith,Tyler,Smith,F,21.0,True,220.0,81.0,20.0,2004-11-02T08:00Z,1.0,Houston,TX,USA,,,,2024.0,2.0,33.0,MIL,MIL,2025-10-11T21:14:14.357443,,0
4432810,nba,Isaiah Stewart,Isaiah,Stewart,C,28.0,True,250.0,80.0,24.0,2001-05-22T07:00Z,5.0,Rochester,NY,USA,2020.0,Washington,collegeAthlete,2020.0,1.0,16.0,POR,DET,2025-10-11T21:14:14.357443,264.0,0
4702785,nba,Jahmyl Telfort,Jahmyl,Telfort,F,,True,225.0,79.0,24.0,2001-04-30T07:00Z,,Montreal,PQ,Canada,,Butler,collegeAthlete,,,,,LAC,2025-10-11T21:14:14.357443,2086.0,0
4279815,nba,Terry Taylor,Terry,Taylor,F,32.0,False,230.0,77.0,26.0,1999-09-23T07:00Z,3.0,Bowling Green,KY,USA,,Austin Peay,collegeAthlete,,,,,SAC,2025-10-11T21:14:14.357443,2046.0,0
4903265,nba,Ethan Taylor,Ethan,Taylor,G,,False,205.0,77.0,23.0,2002-01-06T08:00Z,,Houston,TX,USA,,Air Force,collegeAthlete,,,,,LAL,2025-10-11T21:14:14.357443,2005.0,0
