id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,is_latest
5080156,nhl,Denton Mateychuk,Denton,Mateychuk,D,5,True,185.0,71.0,21.0,2004-07-12T07:00Z,2.0,Winnipeg,MB,CAN,,,,,2022,1,12,CBJ,CBJ,2025-10-11T22:13:50.013680,1
2563080,nhl,Kyle Rau,Kyle,Rau,C,37,False,176.0,68.0,32.0,1992-10-24T07:00Z,,Hoffman Estates,IL,USA,2016.0,Minnesota,135,direct,2011,3,91,FLA,MIN,2025-10-11T22:13:50.013680,1
4587712,nhl,Tyler Madden,Tyler,Madden,C,38,False,150.0,71.0,25.0,1999-11-09T08:00Z,,Albany,NY,USA,,Northeastern,111,direct,2018,3,68,VAN,MIN,2025-10-11T22:13:50.013680,1
3094544,nhl,Kevin Czuczman,Kevin,Czuczman,D,42,False,205.0,75.0,34.0,1991-01-09T08:00Z,,Port Elgin,ON,CAN,2014.0,Lake Superior State,285,direct,,,,,MIN,2025-10-11T22:13:50.013680,1
2563029,nhl,Joseph Cramarossa,Joseph,Cramarossa,C,56,False,192.0,72.0,32.0,1992-10-26T08:00Z,1.0,Toronto,ON,CAN,2016.0,,,,2011,3,65,ANA,MIN,2025-10-11T22:13:50.013680,1
2592485,nhl,Turner Elson,Turner,Elson,C,,False,185.0,72.0,33.0,1992-09-13T07:00Z,,St. Albert,AB,CAN,2016.0,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
4565265,nhl,Vladislav Firstov,Vladislav,Firstov,LW,0,False,181.0,73.0,24.0,2001-06-19T07:00Z,,Yaroslavl,,RUS,,UConn,41,direct,2019,2,42,MIN,MIN,2025-10-11T22:13:50.013680,1
3757,nhl,Alex Goligoski,Alex,Goligoski,D,33,False,173.0,71.0,40.0,1985-07-30T07:00Z,17.0,Grand Rapids,MN,USA,2008.0,Minnesota,135,direct,2004,2,61,PIT,MIN,2025-10-11T22:13:50.013680,1
4927491,nhl,Dmitry Ovchinnikov,Dmitry,Ovchinnikov,C,97,False,163.0,71.0,23.0,2002-08-19T07:00Z,,Chita,,RUS,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
4271213,nhl,Dylan Ferguson,Dylan,Ferguson,G,33,False,189.0,73.0,27.0,1998-09-20T07:00Z,,Nanaimo,BC,CAN,2017.0,,,,2017,7,194,DAL,MIN,2025-10-11T22:13:50.013680,1
3042063,nhl,Ryan Hartman,Ryan,Hartman,RW,38,True,196.0,72.0,31.0,1994-09-20T07:00Z,10.0,Hilton Head Island,SC,USA,2015.0,,,,2013,1,30,CHI,MIN,2025-10-11T22:13:50.013680,1
3059403,nhl,Jon Merrill,Jon,Merrill,D,4,False,204.0,75.0,33.0,1992-02-03T08:00Z,11.0,Oklahoma City,OK,USA,2013.0,Michigan,130,direct,2010,2,38,NJ,MIN,2025-10-11T22:13:50.013680,1
3069353,nhl,Devin Shore,Devin,Shore,C,19,False,206.0,73.0,31.0,1994-07-19T07:00Z,5.0,Ajax,ON,CAN,2015.0,Maine,311,direct,2012,2,61,DAL,MIN,2025-10-11T22:13:50.013680,1
5080216,nhl,Hunter Haight,Hunter,Haight,C,43,True,187.0,70.0,21.0,2004-04-04T08:00Z,,Strathroy,ON,CAN,,,,,2022,2,47,MIN,MIN,2025-10-11T22:13:50.013680,1
4874737,nhl,Jesper Wallstedt,Jesper,Wallstedt,G,30,True,222.0,75.0,22.0,2002-11-14T08:00Z,,Vasteras,,SWE,,,,,2021,1,20,MIN,MIN,2025-10-11T22:13:50.013680,1
4874743,nhl,Carson Lambos,Carson,Lambos,D,71,False,197.0,73.0,22.0,2003-01-14T08:00Z,,Winnipeg,MB,CAN,,,,,2021,1,26,MIN,MIN,2025-10-11T22:13:50.013680,1
4874914,nhl,Jack Peart,Jack,Peart,D,49,False,195.0,72.0,22.0,2003-05-15T07:00Z,,Grand Rapids,MN,USA,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
4893967,nhl,Nate Benoit,Nate,Benoit,C,,False,190.0,73.0,,,,Bow,NH,USA,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
5080147,nhl,David Jiricek,David,Jiricek,D,55,True,209.0,75.0,21.0,2003-11-28T08:00Z,3.0,Klatovy,,CZE,,,,,2022,1,6,CBJ,MIN,2025-10-11T22:13:50.013680,1
5080163,nhl,Liam Ohgren,Liam,Ohgren,LW,28,True,202.0,72.0,21.0,2004-01-28T08:00Z,2.0,Stockholm,,SWE,,,,,2022,1,19,MIN,MIN,2025-10-11T22:13:50.013680,1
5080172,nhl,Danila Yurov,Danila,Yurov,RW,22,True,195.0,73.0,21.0,2003-12-22T08:00Z,,Chelyabinsk,,RUS,,,,,2022,1,24,MIN,MIN,2025-10-11T22:13:50.013680,1
5080224,nhl,Rieger Lorenz,Rieger,Lorenz,C,,False,210.0,75.0,21.0,2004-03-30T08:00Z,,Calgary,AB,CAN,,,,,2022,2,56,MIN,MIN,2025-10-11T22:13:50.013680,1
4799741,nhl,Matt Kiersted,Matt,Kiersted,D,4,False,181.0,72.0,27.0,1998-04-14T07:00Z,3.0,Elk River,MN,USA,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
5103531,nhl,Caedan Bankier,Caedan,Bankier,C,76,False,192.0,74.0,22.0,2003-01-26T08:00Z,,White Rock,BC,CAN,,,,,2021,3,86,MIN,MIN,2025-10-11T22:13:50.013680,1
5103533,nhl,David Spacek,David,Spacek,D,82,False,174.0,72.0,22.0,2003-02-18T08:00Z,,Columbus,OH,USA,,,,,2022,5,153,MIN,MIN,2025-10-11T22:13:50.013680,1
5103698,nhl,Michael Milne,Michael,Milne,LW,60,False,195.0,71.0,23.0,2002-09-21T07:00Z,,Abbotsford,BC,CAN,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
5104913,nhl,Matvey Guskov,Matvey,Guskov,C,,False,182.0,74.0,24.0,2001-01-30T08:00Z,,Nizhnekamsk,,RUS,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
5136792,nhl,Cameron Butler,Cameron,Butler,RW,37,False,193.0,76.0,23.0,2002-06-09T07:00Z,,Ottawa,ON,CAN,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
5149196,nhl,Charlie Stramel,Charlie,Stramel,C,,False,210.0,75.0,20.0,2004-10-15T07:00Z,,Rosemount,MN,USA,,,,,2023,1,21,MIN,MIN,2025-10-11T22:13:50.013680,1
5149240,nhl,Rasmus Kumpulainen,Rasmus,Kumpulainen,C,0,False,190.0,75.0,20.0,2005-08-08T07:00Z,,Lahti,,FIN,,,,,2023,2,53,MIN,MIN,2025-10-11T22:13:50.013680,1
4867560,nhl,Wyatt Newpower,Wyatt,Newpower,D,62,False,194.0,75.0,27.0,1997-12-09T08:00Z,,Hugo,MN,USA,,UConn,41,direct,,,,,MIN,2025-10-11T22:13:50.013680,1
4781571,nhl,Will Zmolek,Will,Zmolek,D,80,False,196.0,75.0,,,,Rochester,MN,USA,,Bemidji State,132,direct,,,,,MIN,2025-10-11T22:13:50.013680,1
3069613,nhl,Vinnie Hinostroza,Vinnie,Hinostroza,C,18,True,176.0,70.0,31.0,1994-04-03T08:00Z,10.0,Chicago,IL,USA,2015.0,Notre Dame,87,direct,2012,6,169,CHI,MIN,2025-10-11T22:13:50.013680,1
4272674,nhl,Filip Gustavsson,Filip,Gustavsson,G,32,True,197.0,74.0,27.0,1998-06-07T07:00Z,5.0,Skelleftea,,SWE,2016.0,,,,2016,2,55,PIT,MIN,2025-10-11T22:13:50.013680,1
3115014,nhl,Nicolas Aube-Kubel,Nicolas,Aube-Kubel,RW,96,False,213.0,72.0,29.0,1996-05-10T07:00Z,6.0,Slave Lake,AB,CAN,2018.0,,,,2014,2,48,PHI,MIN,2025-10-11T22:13:50.013680,1
3149839,nhl,Jake Middleton,Jake,Middleton,D,5,True,220.0,75.0,29.0,1996-01-02T08:00Z,6.0,Wainwright,AB,CAN,2019.0,,,,2014,7,210,LA,MIN,2025-10-11T22:13:50.013680,1
3904091,nhl,Joel Eriksson Ek,Joel,Eriksson Ek,C,14,True,210.0,75.0,28.0,1997-01-29T08:00Z,10.0,Karlstad,,SWE,2016.0,,,,2015,1,20,MIN,MIN,2025-10-11T22:13:50.013680,1
3904188,nhl,Yakov Trenin,Yakov,Trenin,C,13,True,214.0,74.0,28.0,1997-01-13T08:00Z,7.0,Chelyabinsk,,RUS,2019.0,,,,2015,2,55,NSH,MIN,2025-10-11T22:13:50.013680,1
3942335,nhl,Kirill Kaprizov,Kirill,Kaprizov,LW,97,True,203.0,70.0,28.0,1997-04-26T07:00Z,6.0,Novokuznetsk,,RUS,2020.0,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
3988384,nhl,Chase Priskie,Chase,Priskie,D,56,False,185.0,72.0,29.0,1996-03-19T08:00Z,1.0,Pembroke Pines,FL,USA,2016.0,Quinnipiac,2514,direct,2016,6,177,WSH,MIN,2025-10-11T22:13:50.013680,1
4270546,nhl,Ben Jones,Ben,Jones,C,39,False,187.0,72.0,26.0,1999-02-26T08:00Z,,Waterloo,ON,CAN,2017.0,,,,2017,7,189,VGK,MIN,2025-10-11T22:13:50.013680,1
4393032,nhl,Ben Gleason,Ben,Gleason,D,6,False,185.0,73.0,27.0,1998-03-25T08:00Z,,Ortonville,MI,USA,2018.0,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
4697711,nhl,Daemon Hunt,Daemon,Hunt,D,14,True,201.0,73.0,23.0,2002-05-15T07:00Z,2.0,Brandon,MB,CAN,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
4565233,nhl,Matt Boldy,Matt,Boldy,LW,12,True,209.0,74.0,24.0,2001-04-05T07:00Z,5.0,Millis,MA,USA,2019.0,Boston College,103,direct,2019,1,12,MIN,MIN,2025-10-11T22:13:50.013680,1
4565278,nhl,Brett Leason,Brett,Leason,RW,20,False,220.0,77.0,26.0,1999-04-30T07:00Z,,Calgary,AB,CAN,2019.0,,,,2019,2,56,WSH,MIN,2025-10-11T22:13:50.013680,1
4588752,nhl,Mike Koster,Mike,Koster,D,86,False,190.0,70.0,24.0,2001-04-13T07:00Z,,Chaska,MN,USA,,,,,2019,5,146,TOR,MIN,2025-10-11T22:13:50.013680,1
4697391,nhl,Marco Rossi,Marco,Rossi,C,23,True,185.0,69.0,24.0,2001-09-23T07:00Z,4.0,Feldkirch,,AUT,2020.0,,,,2020,1,9,MIN,MIN,2025-10-11T22:13:50.013680,1
4697449,nhl,Brock Faber,Brock,Faber,D,7,True,209.0,73.0,23.0,2002-08-22T07:00Z,3.0,Maple Grove,MN,USA,,Minnesota,135,direct,2020,2,45,LA,MIN,2025-10-11T22:13:50.013680,1
4697684,nhl,Elliot Desnoyers,Elliot,Desnoyers,LW,72,False,183.0,71.0,23.0,2002-01-21T08:00Z,,Saint-Hyacinthe,QC,CAN,,,,,2020,5,135,PHI,MIN,2025-10-11T22:13:50.013680,1
4697701,nhl,Jean-Luc Foudy,Jean-Luc,Foudy,C,93,False,177.0,71.0,23.0,2002-05-13T07:00Z,,Scarborough,ON,CAN,,,,,,,,,MIN,2025-10-11T22:13:50.013680,1
4024989,nhl,Brett Howden,Brett,Howden,C,21,True,201.0,74.0,27.0,1998-03-29T08:00Z,8.0,Calgary,AB,CAN,2018.0,,,,2016,1,27,TB,VGK,2025-10-11T22:13:50.013680,1
4312877,nhl,Zach Whitecloud,Zach,Whitecloud,D,2,True,210.0,74.0,28.0,1996-11-28T08:00Z,7.0,Brandon,MB,CAN,2018.0,Bemidji State,132,direct,,,,,VGK,2025-10-11T22:13:50.013680,1
939,nhl,Joe Thornton,Joe,Thornton,C,19,False,220.0,76.0,46.0,1979-07-02T07:00Z,24.0,London,ON,CAN,1997.0,,,,1997,1,1,BOS,FLA,2025-10-11T22:13:50.013680,1
4588146,nhl,Egor Sokolov,Egor,Sokolov,LW,73,False,222.0,75.0,25.0,2000-06-07T07:00Z,,Yekaterinburg,,USSR,,,,,2020,2,61,OTT,UTA,2025-10-11T22:13:50.013680,1
3151138,nhl,Austin Poganski,Austin,Poganski,RW,89,False,198.0,73.0,29.0,1996-02-16T08:00Z,,Saint Cloud,MN,USA,2019.0,North Dakota,155,direct,2014,4,110,STL,UTA,2025-10-11T22:13:50.013680,1
3899951,nhl,Lawson Crouse,Lawson,Crouse,LW,67,True,214.0,76.0,28.0,1997-06-23T07:00Z,10.0,Mt. Brydges,ON,CAN,2016.0,,,,2015,1,11,FLA,UTA,2025-10-11T22:13:50.013680,1
3904191,nhl,Kevin Stenlund,Kevin,Stenlund,C,82,True,213.0,75.0,29.0,1996-09-20T07:00Z,6.0,Stockholm,,SWE,2019.0,,,,2015,2,58,CBJ,UTA,2025-10-11T22:13:50.013680,1
3941974,nhl,John Marino,John,Marino,D,6,True,200.0,73.0,28.0,1997-05-21T07:00Z,7.0,North Easton,MA,USA,2019.0,Harvard,108,direct,2015,6,154,EDM,UTA,2025-10-11T22:13:50.013680,1
3942065,nhl,Karel Vejmelka,Karel,Vejmelka,G,70,True,221.0,76.0,29.0,1996-05-25T07:00Z,5.0,Trebic,,CZE,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
4024857,nhl,Clayton Keller,Clayton,Keller,C,9,True,175.0,70.0,27.0,1998-07-29T07:00Z,9.0,Chesterfield,MO,USA,2017.0,Boston University,104,direct,2016,1,7,ARI,UTA,2025-10-11T22:13:50.013680,1
4024868,nhl,Mikhail Sergachev,Mikhail,Sergachev,D,98,True,212.0,75.0,27.0,1998-06-25T07:00Z,9.0,Nizhnekamsk,,RUS,2016.0,,,,2016,1,9,MTL,UTA,2025-10-11T22:13:50.013680,1
4031645,nhl,Michael Carcone,Michael,Carcone,LW,53,True,182.0,69.0,29.0,1996-05-19T07:00Z,4.0,Ajax,ON,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
4063247,nhl,Dylan Wells,Dylan,Wells,G,90,False,190.0,74.0,27.0,1998-01-03T08:00Z,,St. Catharines,ON,CAN,2016.0,,,,2016,5,123,EDM,UTA,2025-10-11T22:13:50.013680,1
4196959,nhl,Nick DeSimone,Nick,DeSimone,D,57,True,194.0,74.0,30.0,1994-11-21T08:00Z,3.0,East Amherst,NY,USA,,Union,2785,direct,,,,,UTA,2025-10-11T22:13:50.013680,1
4233611,nhl,Juuso Valimaki,Juuso,Valimaki,D,4,True,205.0,74.0,27.0,1998-10-06T07:00Z,6.0,Tampere,,FIN,2018.0,,,,2017,1,16,CGY,UTA,2025-10-11T22:13:50.013680,1
4233648,nhl,Kailer Yamamoto,Kailer,Yamamoto,RW,56,True,153.0,68.0,27.0,1998-09-29T07:00Z,8.0,Spokane,WA,USA,2017.0,,,,2017,1,22,EDM,UTA,2025-10-11T22:13:50.013680,1
4352699,nhl,Barrett Hayton,Barrett,Hayton,C,27,True,200.0,73.0,25.0,2000-06-09T07:00Z,7.0,Peterborough,ON,CAN,2019.0,,,,2018,1,5,ARI,UTA,2025-10-11T22:13:50.013680,1
4378683,nhl,Sean Durzi,Sean,Durzi,D,50,True,195.0,72.0,26.0,1998-10-21T07:00Z,5.0,Mississauga,ON,CAN,2018.0,,,,2018,2,52,TOR,UTA,2025-10-11T22:13:50.013680,1
4392297,nhl,Cameron Hebig,Cameron,Hebig,C,78,False,184.0,70.0,28.0,1997-01-21T08:00Z,,Saskatoon,SK,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
4392594,nhl,Ryan McGregor,Ryan,McGregor,C,16,False,168.0,72.0,26.0,1999-01-29T08:00Z,,Burlington,ON,CAN,2017.0,,,,2017,6,172,TOR,UTA,2025-10-11T22:13:50.013680,1
4587708,nhl,Montana Onyebuchi,Montana,Onyebuchi,D,79,False,220.0,75.0,25.0,2000-03-08T08:00Z,,Dugald,MB,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
3114996,nhl,Vitek Vanecek,Vitek,Vanecek,G,41,True,184.0,74.0,29.0,1996-01-09T08:00Z,6.0,Havlickuv Brod,,CZE,2014.0,,,,2014,2,39,WSH,UTA,2025-10-11T22:13:50.013680,1
3114770,nhl,Nick Schmaltz,Nick,Schmaltz,C,8,True,184.0,72.0,29.0,1996-02-23T08:00Z,10.0,Madison,WI,USA,2016.0,North Dakota,155,direct,2014,1,20,CHI,UTA,2025-10-11T22:13:50.013680,1
3096236,nhl,Brandon Tanev,Brandon,Tanev,LW,13,True,189.0,72.0,33.0,1991-12-31T08:00Z,10.0,Toronto,ON,CAN,2016.0,Providence,2507,direct,,,,,UTA,2025-10-11T22:13:50.013680,1
4272909,nhl,Matt Villalta,Matt,Villalta,G,31,False,165.0,75.0,26.0,1999-06-13T07:00Z,,Kingston,ON,CAN,2017.0,,,,2017,3,72,LA,UTAH,2025-10-11T22:13:50.013680,1
5141959,nhl,Reid Cooper,Reid,Cooper,G,97,False,190.0,74.0,27.0,1998-07-01T07:00Z,,Corman Park,SK,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5146597,nhl,Patrik Koch,Patrik,Koch,D,64,False,185.0,73.0,28.0,1996-12-08T08:00Z,,Malacky,,SVK,,,,,,,,,UTAH,2025-10-11T22:13:50.013680,1
5188433,nhl,Reid Dyck,Reid,Dyck,G,31,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5188654,nhl,Rasmus Korhonen,Rasmus,Korhonen,G,0,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
3150468,nhl,Liam O'Brien,Liam,O'Brien,C,38,True,215.0,73.0,31.0,1994-07-29T07:00Z,7.0,Halifax,NS,CAN,2014.0,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
4894401,nhl,Anson Thornton,Anson,Thornton,G,34,True,194.0,76.0,22.0,2003-06-28T07:00Z,,Oshawa,ON,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5172626,nhl,Terrell Goldsmith,Terrell,Goldsmith,D,54,True,223.0,76.0,20.0,2005-05-13T07:00Z,,Fort St. James,BC,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
4320665,nhl,Scott Perunovich,Scott,Perunovich,D,48,False,175.0,70.0,27.0,1998-08-18T07:00Z,2.0,Hibbing,MN,USA,,Minnesota Duluth,134,direct,,,,,UTAH,2025-10-11T22:13:50.013680,1
3069394,nhl,Alexander Kerfoot,Alexander,Kerfoot,C,15,True,185.0,71.0,31.0,1994-08-11T07:00Z,9.0,Vancouver,BC,CAN,2017.0,Harvard,108,direct,2012,5,150,NJ,UTA,2025-10-11T22:13:50.013680,1
4586827,nhl,Ben McCartney,Ben,McCartney,LW,62,False,185.0,72.0,24.0,2001-07-31T07:00Z,,McAuley,MB,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
4916,nhl,Robert Bortuzzo,Robert,Bortuzzo,D,41,False,206.0,76.0,36.0,1989-03-18T08:00Z,13.0,Thunder Bay,ON,CAN,2011.0,,,,2007,3,78,PIT,UTAH,2025-10-11T22:13:50.013680,1
4991,nhl,Ian Cole,Ian,Cole,D,28,True,237.0,73.0,36.0,1989-02-21T08:00Z,16.0,Ann Arbor,MI,USA,2010.0,Notre Dame,87,direct,2007,1,18,STL,UTA,2025-10-11T22:13:50.013680,1
5265,nhl,Kevin Connauton,Kevin,Connauton,D,44,False,205.0,74.0,35.0,1990-02-23T08:00Z,,Edmonton,AB,CAN,2013.0,Western Michigan,2711,direct,2009,3,83,VAN,UTA,2025-10-11T22:13:50.013680,1
2486992,nhl,Andrew Agozzino,Andrew,Agozzino,LW,36,True,187.0,70.0,34.0,1991-01-03T08:00Z,3.0,Kleinburg,ON,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
2976850,nhl,Olli Maatta,Olli,Maatta,D,2,True,207.0,74.0,31.0,1994-08-22T07:00Z,13.0,Jyvaskyla,,FIN,2013.0,,,,2012,1,22,PIT,UTA,2025-10-11T22:13:50.013680,1
3024798,nhl,Nate Schmidt,Nate,Schmidt,D,88,True,197.0,72.0,34.0,1991-07-16T07:00Z,13.0,Saint Cloud,MN,USA,2013.0,Minnesota,135,direct,,,,,UTA,2025-10-11T22:13:50.013680,1
4588145,nhl,Sammy Walker,Sammy,Walker,C,18,False,180.0,71.0,26.0,1999-06-07T07:00Z,,Edina,MN,USA,,Minnesota,135,direct,,,,,UTAH,2025-10-11T22:13:50.013680,1
4697438,nhl,JJ Peterka,JJ,Peterka,RW,77,True,189.0,72.0,23.0,2002-01-14T08:00Z,4.0,Munich,,GER,,,,,2020,2,34,BUF,UTA,2025-10-11T22:13:50.013680,1
4755695,nhl,Jack McBain,Jack,McBain,C,22,True,219.0,76.0,25.0,2000-01-06T08:00Z,5.0,Toronto,ON,CAN,,Boston College,103,direct,,,,,UTA,2025-10-11T22:13:50.013680,1
5291936,nhl,Caleb Desnoyers,Caleb,Desnoyers,C,,False,172.0,74.0,18.0,2007-04-11T07:00Z,,Saint-Hyacinthe,QC,CAN,,,,,2025,1,4,UTAH,UTA,2025-10-11T22:13:50.013680,1
5188629,nhl,Carsen Musser,Carsen,Musser,G,0,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5188658,nhl,Sam Lipkin,Sam,Lipkin,LW,71,False,192.0,74.0,22.0,2003-01-03T08:00Z,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5188662,nhl,Noel Nordh,Noel,Nordh,LW,45,False,198.0,74.0,20.0,2005-01-25T08:00Z,,Soderkoping,,SWE,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5188664,nhl,Tanner Ludtke,Tanner,Ludtke,D,,False,180.0,72.0,,,,Elko,MN,USA,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5216862,nhl,Tij Iginla,Tij,Iginla,C,12,False,182.0,72.0,19.0,2006-08-04T07:00Z,,Kelowna,BC,CAN,,,,,2024,1,6,UTAH,UTA,2025-10-11T22:13:50.013680,1
5229185,nhl,Cole Beaudoin,Cole,Beaudoin,C,24,False,209.0,74.0,19.0,2006-04-24T07:00Z,,Ottawa,ON,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5238043,nhl,Gabe Smith,Gabe,Smith,C,93,False,208.0,76.0,19.0,2006-08-03T07:00Z,,St. Andrews,NB,CAN,,,,,2024,4,103,UTAH,UTA,2025-10-11T22:13:50.013680,1
5291988,nhl,Max Psenicka,Max,Psenicka,D,47,False,185.0,77.0,18.0,2007-01-18T08:00Z,,Praha,,CZE,,,,,2025,2,46,UTAH,UTA,2025-10-11T22:13:50.013680,1
5188623,nhl,Vadim Moroz,Vadim,Moroz,LW,,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5302574,nhl,Michal Kunc,Michal,Kunc,LW,,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5302596,nhl,Tomas Lavoie,Tomas,Lavoie,D,75,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5310520,nhl,Reko Alanko,Reko,Alanko,D,,False,201.0,77.0,18.0,2007-07-15T07:00Z,,Helsinki,,FIN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5310523,nhl,Gregor Biber,Gregor,Biber,D,,False,187.0,75.0,19.0,2006-08-09T07:00Z,,Krems,,AUT,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5310524,nhl,Yegor Borikov,Yegor,Borikov,RW,,False,180.0,73.0,27.0,1998-08-28T07:00Z,,Zhlobin,,BLR,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5310525,nhl,Coster Dunn,Coster,Dunn,C,,False,187.0,73.0,20.0,2005-09-13T07:00Z,,Edmonton,AB,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5310526,nhl,Carson Harmer,Carson,Harmer,C,,False,185.0,70.0,18.0,2007-01-13T08:00Z,,Mitchell,ON,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5188624,nhl,Melker Thelin,Melker,Thelin,G,0,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5188622,nhl,Matthew Morden,Matthew,Morden,RW,,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
4874723,nhl,Dylan Guenther,Dylan,Guenther,RW,11,True,191.0,73.0,22.0,2003-04-10T07:00Z,4.0,Edmonton,AB,CAN,,,,,2021,1,9,ARI,UTA,2025-10-11T22:13:50.013680,1
5103534,nhl,Maksymilian Szuber,Maksymilian,Szuber,D,55,False,190.0,75.0,23.0,2002-08-25T07:00Z,,Opole,,POL,,,,,,,,,UTAH,2025-10-11T22:13:50.013680,1
4874886,nhl,Ilya Fedotov,Ilya,Fedotov,C,,False,176.0,73.0,22.0,2003-03-19T08:00Z,,,,,,,,,2021,2,43,ARI,UTA,2025-10-11T22:13:50.013680,1
4894258,nhl,Tyler Tullio,Tyler,Tullio,RW,59,False,165.0,70.0,23.0,2002-04-05T08:00Z,,Detroit,MI,USA,,,,,2020,5,126,EDM,UTA,2025-10-11T22:13:50.013680,1
5080143,nhl,Logan Cooley,Logan,Cooley,C,92,True,191.0,72.0,21.0,2004-05-04T07:00Z,3.0,Pittsburgh,PA,USA,,,,,2022,1,3,ARI,UTA,2025-10-11T22:13:50.013680,1
5080177,nhl,Maveric Lamoureux,Maveric,Lamoureux,D,10,False,199.0,79.0,21.0,2004-01-13T08:00Z,,Hawkesbury,ON,CAN,,,,,2022,1,29,ARI,UTAH,2025-10-11T22:13:50.013680,1
5080205,nhl,Artem Duda,Artem,Duda,D,84,False,187.0,73.0,21.0,2004-04-08T07:00Z,,Moscow,,RUS,,,,,2022,2,36,ARI,UTA,2025-10-11T22:13:50.013680,1
5080213,nhl,Julian Lutz,Julian,Lutz,LW,43,False,190.0,74.0,21.0,2004-02-29T08:00Z,,Stuttgart,,GER,,,,,2022,2,43,ARI,UTA,2025-10-11T22:13:50.013680,1
5101627,nhl,Owen Allard,Owen,Allard,C,37,False,190.0,74.0,21.0,2004-01-13T08:00Z,,Renfrew,ON,CAN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5104217,nhl,Cal Thomas,Cal,Thomas,C,,False,205.0,73.0,22.0,2003-05-08T07:00Z,,Maple Grove,MN,USA,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5188614,nhl,Samu Bau,Samu,Bau,C,,False,214.0,77.0,21.0,2004-04-20T07:00Z,,Helsinki,,FIN,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
5120237,nhl,Jaxson Stauber,Jaxson,Stauber,G,33,False,174.0,75.0,26.0,1999-04-27T07:00Z,,Wayzata,MN,USA,,,,,,,,,UTAH,2025-10-11T22:13:50.013680,1
5149158,nhl,Dmitriy Simashev,Dmitriy,Simashev,D,26,True,198.0,76.0,20.0,2005-02-04T08:00Z,,Kostroma,,RUS,,,,,2023,1,6,ARI,UTA,2025-10-11T22:13:50.013680,1
5149183,nhl,Daniil But,Daniil,But,LW,19,False,203.0,77.0,20.0,2005-02-15T08:00Z,,Yaroslavl,,RUS,,,,,2023,1,12,ARI,UTA,2025-10-11T22:13:50.013680,1
5149225,nhl,Michael Hrabal,Michael,Hrabal,G,0,False,215.0,79.0,20.0,2005-01-20T08:00Z,,Prague,,CZE,,Massachusetts,113,direct,2023,2,38,ARI,UTA,2025-10-11T22:13:50.013680,1
5188328,nhl,Maxim Barbashev,Maxim,Barbashev,LW,89,False,,,,,,,,,,,,,,,,,UTA,2025-10-11T22:13:50.013680,1
