gsis_id,sportradar_id,college,swish_id,fantasy_data_id,news_updated,birth_state,player_id,birth_date,height,depth_chart_order,espn_id,team,active,team_abbr,kalshi_id,practice_description,rotoworld_id,high_school,rotowire_id,competitions,status,injury_start_date,search_last_name,search_first_name,practice_participation,sport,age,years_exp,opta_id,pandascore_id,oddsjam_id,birth_city,injury_status,first_name,fantasy_positions,stats_id,birth_country,metadata,last_name,depth_chart_position,injury_body_part,hashtag,position,search_rank,team_changed_at,number,search_full_name,full_name,injury_notes,weight,yahoo_id
,7f42a2c7-0728-49f7-b8e2-d08b1a49b886,Louisiana Tech,,18954.0,1546976730040.0,,4108,1994-12-19,71,,3040561.0,,True,,,,12202.0,McDonogh 35 (LA),11859.0,[],Active,,henderson,carlos,,nfl,27.0,5.0,,,,,,Carlos,['WR'],733840.0,,{'channel_id': '1116852926111809536'},Henderson,,,#carloshenderson-NFL-FA-11,WR,9999999.0,,11.0,carloshenderson,Carlos Henderson,,191,30195.0
,ad376e80-ca23-11ec-9f1c-b7114d38a85b,Texas A&M,1060858.0,,,,8315,1999-05-19,76,,,,True,,,,,St. John's College (DC),16208.0,[],Active,,johnson,tyree,,nfl,23.0,1.0,,,,,,Tyree,['DL'],,,"{'channel_id': '1116853481517350912', 'source_id': '310ffa74-d307-4119-95c8-e9adb04cd407', 'years_exp_shift': '1'}",Johnson,,,#tyreejohnson-NFL-FA-0,DL,9999999.0,,0.0,tyreejohnson,Tyree Johnson,,240,
00-0031941,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,Duke,599649.0,16866.0,1738077041448.0,,2410,1993-06-17,69,,2576716.0,,True,,,,10373.0,Monroe (NC),10224.0,[],Active,,crowder,jamison,,nfl,31.0,10.0,,,6930CF85DF01,,,Jamison,['WR'],599649.0,,"{'channel_id': '1113708698515042304', 'rookie_year': '2015'}",Crowder,,,#jamisoncrowder-NFL-FA-80,WR,691.0,,80.0,jamisoncrowder,Jamison Crowder,,177,28493.0
,20d82a85-0128-499a-9330-2906af3cbb09,Northwestern,1173266.0,,1755894632261.0,,9220,2000-10-26,70,,,,True,,8ddc82ee-1246-4b2c-9772-4d76fa436b87,,,Maple Grove (MN),16676.0,[],Active,,hull,evan,,nfl,24.0,2.0,,,1F0A638C1F59,,,Evan,['RB'],,,"{'channel_id': '1113708775748956160', 'rookie_year': '2023'}",Hull,,,#evanhull-NFL-FA-38,RB,460.0,,38.0,evanhull,Evan Hull,,209,
,f2829cb9-5719-447c-848a-db04af5cee02,Arizona State,974641.0,23514.0,1754872804119.0,,8262,1997-09-19,77,2.0,,NYG,True,,c64ee595-f1a5-49c1-8cfc-fbb3b6783521,,,Desert Ridge (AZ),15937.0,[],Active,,davidson,dj,,nfl,28.0,3.0,,,1B5DF2E6A33F,,Questionable,D.J.,['DL'],,,"{'channel_id': '1113708681662328832', 'rookie_year': '2022'}",Davidson,NT,Foot,#djdavidson-NFL-NYG-98,DL,9999999.0,,98.0,djdavidson,D.J. Davidson,,320,
,83d4c4c3-3c40-49b1-8b86-25d256a0b5ad,Notre Dame,946101.0,21774.0,1736214607955.0,,6984,1997-11-24,71,,4046676.0,,True,,,,,IMG Academy (FL),14423.0,[],Active,,jones,tony,,nfl,27.0,5.0,,,767D16918918,,,Tony,['RB'],,,"{'channel_id': '1113708847362502656', 'rookie_year': '2020'}",Jones,,,#tonyjones-NFL-FA-37,RB,630.0,,37.0,tonyjones,Tony Jones,,224,33114.0
,605576a7-d04d-4286-9a16-9ec2a3d3f58b,Wake Forest,1109717.0,25347.0,1714261236705.0,,11818,2000-01-01,77,,,MIN,True,,75e23b9b-59b8-4094-b9bf-a7d2d944df5a,,,Damascus (MD),18077.0,[],Active,,jurgens,michael,,nfl,25.0,1.0,,,146EB33B5817,,Questionable,Michael,['OL'],,,"{'channel_id': '1113708709294403584', 'rookie_year': '2024'}",Jurgens,OL,Hamstring,#michaeljurgens-NFL-MIN-65,OL,9999999.0,,65.0,michaeljurgens,Michael Jurgens,,311,
,,,,19666.0,,,4748,,,,,,False,,,,12979.0,,,[],Inactive,,williams,doug,,nfl,,0.0,,,,,,Doug,,,,,Williams,,,#dougwilliams-NFL-FA-0,,9999999.0,,0.0,dougwilliams,Doug Williams,,,
,,Penn State,,18725.0,,,3901,1993-04-02,"6'2""",,,,False,,,,,,,[],Inactive,,johnson,brandon,,nfl,25.0,0.0,,,,,,Brandon,['RB'],,,,Johnson,,,#brandonjohnson-NFL-FA-39,RB,9999999.0,,39.0,brandonjohnson,Brandon Johnson,,228,30031.0
,b5c717af-9116-483c-9ab3-c9db0a988ab8,Kansas State,1228920.0,24985.0,1755576335916.0,,11596,2002-06-14,76,3.0,,WAS,True,,475c3f72-dc8b-4346-8b3d-8714eba3a853,,,Columbus (IA),17833.0,[],Active,,sinnott,ben,,nfl,23.0,1.0,,,8B176931BA87,,,Ben,['TE'],,,"{'channel_id': '1113708699513286656', 'rookie_year': '2024'}",Sinnott,TE,,#bensinnott-NFL-WAS-82,TE,278.0,,82.0,bensinnott,Ben Sinnott,,245,
00-0029585,5197def5-f444-4561-ad28-7aac10dc748e,Syracuse,465583.0,13749.0,1696105518812.0,,1038,1990-02-27,77,,14927.0,,True,,,,7429.0,Union-Endicott (NY),8140.0,[],Active,,jones,chandler,,nfl,33.0,11.0,,,B4BF8F40A203,,,Chandler,"['DL', 'LB']",,,{'channel_id': '1116852640999800832'},Jones,,,#chandlerjones-NFL-FA-55,LB,9999999.0,,55.0,chandlerjones,Chandler Jones,,265,25731.0
00-0027859,38293bdb-87d5-4219-be46-44fea6741483,Oklahoma State,,11604.0,1686061251413.0,,641,1988-10-07,77,,13242.0,,True,,,,5632.0,George Bush (TX),6539.0,[],Active,,okung,russell,,nfl,33.0,12.0,,,,,,Russell,"['OL', 'OT']",,,{'channel_id': '1116853246414028800'},Okung,,,#russellokung-NFL-FA-0,OT,9999999.0,,0.0,russellokung,Russell Okung,,310,23981.0
,98e92378-b01f-4fe8-ab8c-24c8e186a74a,UAB,978388.0,,,,8078,1996-11-08,70,,,,True,,,,,Cullman (AL),15734.0,[],Active,,harris,brontae,,nfl,25.0,1.0,,,,,,Brontae,['DB'],,,{'channel_id': '1116853462982721536'},Harris,,,#brontaeharris-NFL-FA-0,DB,,,0.0,brontaeharris,Brontae Harris,,190,
,ec558188-4bc5-4e5a-9035-dca1b46a49d4,Houston,1118567.0,23383.0,1759074646233.0,,8360,2000-04-22,78,1.0,,TB,True,,0fc55457-cb77-4916-b7b3-84533742b132,,,Belton (TX),16119.0,[],Active,,hall,logan,,nfl,25.0,3.0,,,704C4CAEF6DF,,,Logan,['DL'],,,"{'channel_id': '1113708734330204160', 'rookie_year': '2022'}",Hall,LDE,,#loganhall-NFL-TB-90,DL,9999999.0,,90.0,loganhall,Logan Hall,,283,
00-0030181,bd413539-9351-454e-9d61-4e8635d7e9f5,Western Kentucky,477386.0,15602.0,1646685355679.0,,1706,1990-05-05,78,,16504.0,IND,True,,,,9075.0,Cathedral (IN),9081.0,[],Active,,doyle,jack,,nfl,31.0,9.0,,,,,,Jack,['TE'],477386.0,,{'channel_id': '1116852756552876032'},Doyle,,,#jackdoyle-NFL-IND-84,TE,504.0,,84.0,jackdoyle,Jack Doyle,,262,27299.0
00-0032764,87c481c7-7414-43cc-82df-19ca0c2ae22e,Alabama,732145.0,17959.0,1759109150900.0,,3198,1994-01-04,74,1.0,3043078.0,BAL,True,,8ebb7c40-992b-441b-a691-4ff745dbfd68,,11238.0,Yulee (FL),10819.0,[],Active,,henry,derrick,,nfl,31.0,9.0,,,9D8CB3224420,,,Derrick,['RB'],732145.0,,"{'channel_id': '1113708869839777793', 'rookie_year': '2016'}",Henry,RB,,#derrickhenry-NFL-BAL-22,RB,8.0,,22.0,derrickhenry,Derrick Henry,,252,29279.0
,dd705d42-aa9c-4a4d-8d47-21c88fc39f76,Taylor,,18368.0,,,3588,1991-09-23,78,,4010885.0,,True,,,,,Valor Christian (CO),11255.0,[],Active,,miller,michael,,nfl,33.0,9.0,,,,,,Michael,['TE'],841352.0,,{'rookie_year': '2016'},Miller,,,#michaelmiller-NFL-FA-0,TE,9999999.0,,0.0,michaelmiller,Michael Miller,,235,29606.0
,,Clemson,,19316.0,,,4926,,"6'3""",,,PIT,True,,,,,,,[],Active,,schuessler,nick,,nfl,,1.0,,,,,,Nick,['QB'],,,"{'channel_id': '1116853041601970176', 'injury_override_regular_2020_5': 'Active'}",Schuessler,,,#nickschuessler-NFL-PIT-0,QB,9999999.0,,0.0,nickschuessler,Nick Schuessler,,200,30389.0
00-0027720,2beaf8a8-ccf1-4500-a941-33ffc8141d60,Georgia,,11021.0,1629764754881.0,,528,1988-03-28,73,,13311.0,,True,,,,,St. Thomas Aquinas (FL),6589.0,[],Active,,atkins,geno,,nfl,33.0,12.0,,,,,,Geno,['DL'],,,{'channel_id': '1116853081582075904'},Atkins,,,#genoatkins-NFL-FA-97,DT,599.0,,97.0,genoatkins,Geno Atkins,,300,24095.0
00-0034160,d1ae3222-8892-49bc-bb3e-0bcd7c74522e,Texas,884283.0,19956.0,1754654141221.0,,5011,1996-01-04,74,,3929851.0,SEA,True,,e5ae5879-1d00-45c3-b4df-3d83f7061eb5,,13265.0,Kirrawee (AUS),12481.0,[],Active,,dickson,michael,,nfl,29.0,7.0,,,0C72E9F7837B,,,Michael,['P'],,,"{'channel_id': '1113708725148872704', 'rookie_year': '2018'}",Dickson,P,,#michaeldickson-NFL-SEA-4,P,9999999.0,,4.0,michaeldickson,Michael Dickson,,208,31119.0
,1e53e25b-9b85-41c6-b6c1-7cc129a35de1,Oregon State,,12864.0,,,834,1988-11-09,"6'1""",,14733.0,,False,,,,,,,[],Inactive,,dockery,james,,nfl,28.0,5.0,,,,,,James,['DB'],,,,Dockery,,,#jamesdockery-NFL-FA-31,CB,9999999.0,,31.0,jamesdockery,James Dockery,,185,
,3e4f799d-5567-4239-9513-86a16a674073,Washington State,1324696.0,24969.0,1757259030650.0,,11728,2002-08-16,73,2.0,,KC,True,,7bafafa2-0db2-4f79-a5b2-371dd76da592,,,Bishop Gorman (NV),17797.0,[],Active,,hicks,jaden,,nfl,23.0,1.0,,,13BDCA2BD5A6,,,Jaden,['DB'],,,"{'channel_id': '1113708748523728896', 'rookie_year': '2024'}",Hicks,FS,,#jadenhicks-NFL-KC-21,DB,458.0,,21.0,jadenhicks,Jaden Hicks,,215,
00-0034035,2e67a3f9-b3e8-409b-a61f-adc76fb83115,Jackson State,,19733.0,1564619447093.0,,4829,1995-08-06,75,,3060347.0,,True,,,,,,12374.0,[],Active,,williams,daniel,,nfl,26.0,5.0,,,,,,Daniel,['WR'],753865.0,,{'channel_id': '1116853028385718272'},Williams,,,#danielwilliams-NFL-FA-6,WR,9999999.0,,6.0,danielwilliams,Daniel Williams,,200,30938.0
,66e35780-b140-44f7-ad2f-72fa76ea2a7e,Hawaii,,16990.0,,,2530,1991-06-19,"6'0""",,2517262.0,,False,,,,,Fagaitua,10479.0,[],Inactive,,iosefa,joey,,nfl,29.0,5.0,,,,,,Joey,['RB'],544696.0,,,Iosefa,,,#joeyiosefa-NFL-FA-47,RB,9999999.0,,47.0,joeyiosefa,Joey Iosefa,,245,28619.0
,26f507c9-6d5d-454a-a381-7ec1fd2e0fb1,Arkansas,,13250.0,,,935,1988-09-10,"6'2""",,,,False,,,,,,,[],Inactive,,williams,dj,,nfl,29.0,4.0,,,,,,DJ,['TE'],,,,Williams,,,#djwilliams-NFL-FA-85,TE,9999999.0,,85.0,djwilliams,DJ Williams,,245,
,a1173ed5-eca1-4c81-beaf-3460d22f6cf1,Mississippi State,1175806.0,23322.0,1753952738550.0,,8390,2000-09-27,74,,,CLE,True,,f7d4349e-d797-4ddd-8843-8d8354d4c240,,,Pine Forest (FL),16137.0,[],Inactive,,emerson,martin,,nfl,25.0,3.0,,,97BB0CF3C0EC,,IR,Martin,['DB'],,,"{'channel_id': '1113708841129766912', 'rookie_year': '2022'}",Emerson,DB,Achilles,#martinemerson-NFL-CLE-1,DB,9999999.0,,1.0,martinemerson,Martin Emerson,Surgery,201,
00-0032117,c257b2e6-dfc9-45c8-b30c-a497f2ce82a2,Florida State,,16954.0,1592942754230.0,,2495,1992-08-31,75,,2576804.0,,True,,,,,Dwyer (FL),10250.0,[],Active,,oleary,nick,,nfl,29.0,7.0,,,,,Questionable,Nick,['TE'],605423.0,,{'channel_id': '1116852809770205184'},O'Leary,,Chest,#nickoleary-NFL-FA-0,TE,424.0,,0.0,nickoleary,Nick O'Leary,Surgery,252,28582.0
,f158bbc0-260d-11f0-a0c9-23047f2f6720,SMU,,,1749607815446.0,,13105,,76,,,,True,,,,,Marcus (TX)S,19048.0,[],Active,,osborne,justin,,nfl,,0.0,,,E0ACE0B58538D896,,IR,Justin,['OG'],,,"{'channel_id': '1223436693932085248', 'rookie_year': '0'}",Osborne,,Undisclosed,#justinosborne-NFL-FA-62,OG,9999999.0,,62.0,justinosborne,Justin Osborne,,307,
,f0c7fed4-d422-4a57-9c2e-2a7614ef571e,Georgia Tech,,9890.0,,,488,1987-04-26,"6'2""",,12448.0,,False,,,,,Fort Mill (SC),6898.0,[],Inactive,,walker,vance,,nfl,33.0,11.0,,,,,,Vance,['DL'],,,,Walker,,,#vancewalker-NFL-FA-96,DE,9999999.0,,96.0,vancewalker,Vance Walker,,305,9474.0
,ec425946-fba0-48fd-9a72-a4b0be4b1275,Oklahoma,,18059.0,1526342409105.0,,3298,1993-10-11,71,,2976596.0,,False,,,,11445.0,Central (TX),10966.0,[],Inactive,,sanchez,zack,,nfl,28.0,6.0,,,,,,Zack,['DB'],691277.0,,,Sanchez,,,#zacksanchez-NFL-FA-31,CB,9999999.0,,31.0,zacksanchez,Zack Sanchez,,180,29375.0
,3c76cab3-3df2-43dd-acaa-57e055bd32d0,Miami (FL),,25323.0,1759128352038.0,,12522,2002-05-25,74,1.0,,TEN,True,,4e29f543-6c5b-4215-a19d-9d98caf66e14,,,Columbia (TX),16997.0,[],Active,,ward,cam,,nfl,23.0,0.0,,,27E0F43D907A37B9,,,Cam,['QB'],,,"{'channel_id': '1221352980347887616', 'rookie_year': '2025', 'source_id': 'a824f56b-2134-4034-beba-c066d62cb700'}",Ward,QB,,#camward-NFL-TEN-1,QB,109.0,,1.0,camward,Cam Ward,,219,
,884b6094-1ebd-4b72-b957-ad33a3ab984f,Oregon State,1179743.0,22733.0,1759294557603.0,,7687,1998-09-23,76,2.0,,CHI,True,,d00fd21b-6ccb-447f-9093-64b506112d87,,,James Logan (CA),15549.0,[],Active,,wright,nahshon,,nfl,27.0,4.0,,,5A4E79244583,,,Nahshon,['DB'],,,"{'channel_id': '1113708854715117568', 'rookie_year': '2021'}",Wright,RCB,,#nahshonwright-NFL-CHI-26,CB,9999999.0,,26.0,nahshonwright,Nahshon Wright,,199,
,2768da89-2265-4e20-aafc-0261fca287bc,Oregon,,14790.0,,,1309,1988-09-11,"6'5""",,15332.0,,False,,,,,Taft (CA),8595.0,[],Inactive,,weems,darrion,,nfl,32.0,8.0,,,,,,Darrion,['OL'],,,,Weems,,,#darrionweems-NFL-FA-77,T,9999999.0,,77.0,darrionweems,Darrion Weems,,310,26313.0
00-0033337,0cea85ba-f49b-4f4b-b50e-b96042a6a680,Penn State,,19218.0,1567260002810.0,,4361,1995-01-09,73,,3057972.0,,False,,,,,Oakcrest (NJ),12133.0,[],Inactive,,bell,brandon,,nfl,27.0,5.0,,,,,,Brandon,['LB'],,,,Bell,,,#brandonbell-NFL-FA-41,ILB,9999999.0,,41.0,brandonbell,Brandon Bell,,230,30576.0
,99e93c6e-cc16-4a7c-8f0e-5266d91f1a52,Eastern Washington,,18288.0,,,3522,1992-05-13,78,,2977180.0,,True,,,,,Asotin (WA),11289.0,[],Active,,debord,clay,,nfl,29.0,6.0,,,,,,Clay,['OL'],,,{'channel_id': '1116852872038842368'},DeBord,,,#claydebord-NFL-FA-67,OT,9999999.0,,67.0,claydebord,Clay DeBord,,305,29570.0
,d9e949d0-d3ec-11ec-8afa-57d9afd0ecba,Rutgers,1068766.0,,1696300244581.0,,8870,1999-06-11,74,,,,True,,,,,Grand Street Campus (NY),16570.0,[],Active,,fatukasi,olakunle,,nfl,25.0,2.0,,,AE1B21E4602F,,,Olakunle,['LB'],,,"{'channel_id': '1113708706098343936', 'rookie_year': '2022'}",Fatukasi,,,#olakunlefatukasi-NFL-FA-54,LB,9999999.0,,54.0,olakunlefatukasi,Olakunle Fatukasi,,238,
,4b0a90db-f007-4ac1-8542-b531342b9da5,Vanderbilt,877807.0,21788.0,1756223408615.0,,6885,1997-05-04,70,,3917612.0,,True,,9fb4c1d5-bdf2-4769-be62-ebccb12a4024,,,Pearl-Cohn (TN),14557.0,[],Active,,vaughn,keshawn,,nfl,28.0,5.0,,,0D80251F807B,,,Ke'Shawn,['RB'],,,"{'channel_id': '1116853312222658560', 'rookie_year': '2020'}",Vaughn,,,#keshawnvaughn-NFL-FA-30,RB,539.0,,30.0,keshawnvaughn,Ke'Shawn Vaughn,,214,32746.0
00-0034841,4d4a1164-3864-40a9-98e1-423af86b7c92,Mississippi State,,20675.0,1568240728872.0,,5768,1995-12-21,72,,3115472.0,,False,,,,,Tunica (MS) Rosa Fort,13360.0,[],Inactive,,bryant,brandon,,nfl,26.0,4.0,,,,,,Brandon,['DB'],,,,Bryant,,,#brandonbryant-NFL-FA-38,SS,9999999.0,,38.0,brandonbryant,Brandon Bryant,,215,31763.0
00-0033461,8aad56a2-0589-4ebc-99f8-b07c5023fd70,Ohio State,821386.0,18936.0,1735448110231.0,,4090,1996-11-17,74,,3121423.0,,True,,,,12271.0,Liberty County (GA),11977.0,[],Active,,mcmillan,raekwon,,nfl,28.0,8.0,,,B655C77B8889,,,Raekwon,['LB'],,,"{'channel_id': '1113708793033682944', 'rookie_year': '2017'}",McMillan,,,#raekwonmcmillan-NFL-FA-42,LB,684.0,,42.0,raekwonmcmillan,Raekwon McMillan,,250,30167.0
,b75b8d79-e040-4df1-a6b3-2ff10b99a796,USC,,13612.0,,,1012,1989-05-07,74,,16537.0,,False,,,,,Grant (CA),,[],Inactive,,tupou,christian,,nfl,35.0,12.0,,,,,,Christian,['DL'],,,"{'channel_id': '1202954205766090752', 'rookie_year': '2013'}",Tupou,,,#christiantupou-NFL-FA-0,DE,9999999.0,,0.0,christiantupou,Christian Tupou,,290,
,6878bdc0-f01b-11ed-beb1-27fdf5239b61,Rutgers,1107867.0,,,,11387,1999-01-21,75,,,,True,,,,,Erasmus Hall (NY),,[],Active,,ryan,sean,,nfl,25.0,1.0,,,C3D1D9758B7D,,,Sean,['WR'],,,"{'channel_id': '1113708868732481536', 'rookie_year': '2023'}",Ryan,,,#seanryan-NFL-FA-82,WR,328.0,,82.0,seanryan,Sean Ryan,,200,
,ed2ffa3b-b430-456b-9111-11514e90af7c,Oklahoma,,16673.0,,,2262,1991-07-21,74,,16901.0,,True,,,,,Rock Bridge (MO),9700.0,[],Active,,millard,trey,,nfl,30.0,8.0,,,,,,Trey,['RB'],542889.0,,{'channel_id': '1116852789922758656'},Millard,,,#treymillard-NFL-FA-40,RB,9999999.0,,40.0,treymillard,Trey Millard,,255,27773.0
00-0034359,7b06a505-ea09-4f2a-adad-f0f1c9b3ebc9,Ohio State,728325.0,19878.0,1758573950016.0,,5057,1995-01-30,75,2.0,3040513.0,IND,True,,d766b91f-0e3a-45c8-90c8-6866bdc8bb4a,,,Tarboro (NC),12800.0,[],Active,,lewis,tyquan,,nfl,30.0,7.0,,,873400870E76,,Questionable,Tyquan,['DL'],,,"{'channel_id': '1113708778588499968', 'rookie_year': '2018'}",Lewis,LDE,Oblique,#tyquanlewis-NFL-IND-94,DE,9999999.0,,94.0,tyquanlewis,Tyquan Lewis,,267,31034.0
00-0033819,1fc0af83-3c6e-4f4d-aadf-233e501c7241,Miami (FL),739797.0,19591.0,1655170837313.0,,4689,1994-04-12,73,,3051925.0,,True,,,,,Southridge (FL),11987.0,[],Inactive,,carter,jamal,,nfl,28.0,5.0,,,,,Questionable,Jamal,"['DB', 'LB']",739797.0,,{'channel_id': '1116853006667612160'},Carter,,Undisclosed,#jamalcarter-NFL-FA-25,DB,9999999.0,,25.0,jamalcarter,Jamal Carter,,215,30848.0
,8422a070-0502-11ef-b34c-853336a3d100,Ole Miss,1165335.0,,,,11870,2001-05-31,74,,,,True,,,,,South Dade (FL),18136.0,[],Active,,jeanbaptiste,jeremiah,,nfl,23.0,1.0,,,90D8FC4ECA6C,,,Jeremiah,['LB'],,,"{'channel_id': '1113708691560886272', 'rookie_year': '2024'}",Jean-Baptiste,,,#jeremiahjeanbaptiste-NFL-FA-51,LB,9999999.0,,51.0,jeremiahjeanbaptiste,Jeremiah Jean-Baptiste,,230,
00-0034009,399071d5-6918-40ad-9f1b-8ee787ee8cd2,Incarnate Word,,19650.0,1565795405104.0,,4735,1993-01-15,78,,3049426.0,,True,,,,,,12761.0,[],Inactive,,jenkins,alex,,nfl,28.0,5.0,,,,,,Alex,['DL'],,,{'channel_id': '1116853014741647360'},Jenkins,,,#alexjenkins-NFL-FA-98,DE,9999999.0,,98.0,alexjenkins,Alex Jenkins,,270,30880.0
,db28848e-17d9-4855-a8c0-b66765f3d041,Louisville,,22406.0,1599186654818.0,,7426,1998-08-16,75,,4035996.0,,True,,,,,Franklin Heights (OH),15018.0,[],Inactive,,dawkins,seth,,nfl,23.0,2.0,,,,,,Seth,['WR'],,,{'channel_id': '1116853387124539392'},Dawkins,,,#sethdawkins-NFL-FA-13,WR,9999999.0,,13.0,sethdawkins,Seth Dawkins,,218,33282.0
 00-0035044,fe30ca46-c995-46ce-bca3-12451bfb5ad8,Florida Tech,840345.0,21476.0,1599190854975.0,,6429,1995-08-14,71,,4264341.0,,True,,,,,Astronaut (FL),14133.0,[],Active,,hassell,jt,,nfl,26.0,3.0,,,,,,J.T.,['DB'],,,{'channel_id': '1116853249454899200'},Hassell,,,#jthassell-NFL-FA-0,DB,1742.0,,0.0,jthassell,J.T. Hassell,,199,32280.0
,8e19d167-cee8-4048-8f28-d476b11ec330,UCLA,977729.0,22050.0,1742244061703.0,,6882,1998-06-23,70,1.0,4242973.0,LV,True,,cc2ded4d-02ab-49d8-bb5d-cfe28fc067a9,,,Calabasas (CA),14535.0,[],Active,,holmes,darnay,,nfl,27.0,5.0,,,EE32EAD469B0,,,Darnay,['DB'],,,"{'channel_id': '1113708677338001408', 'rookie_year': '2020'}",Holmes,NB,,#darnayholmes-NFL-LV-30,CB,9999999.0,,30.0,darnayholmes,Darnay Holmes,,198,32780.0
,8c262580-d45d-11ec-a51e-33207d612a74,Indiana,974479.0,,1730240411485.0,,8874,1998-10-15,78,,,,True,,,,,Katy (TX),16264.0,[],Active,,anderson,ryder,,nfl,26.0,3.0,,,4625DDDEB2EE,,,Ryder,['DL'],,,"{'channel_id': '1113708677224755200', 'rookie_year': '2022'}",Anderson,,,#ryderanderson-NFL-FA-57,DE,9999999.0,,57.0,ryderanderson,Ryder Anderson,,280,
,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,Cincinnati,1125737.0,23205.0,1759149053712.0,,8143,1999-09-12,70,2.0,,CLE,True,,bf4b11ec-4476-4608-bc26-5447e9ddabdc,,,Armwood (FL),15989.0,[],Active,,ford,jerome,,nfl,26.0,3.0,,,C713CA22D196,,,Jerome,['RB'],,,"{'channel_id': '1113708842350309376', 'rookie_year': '2022'}",Ford,RB,,#jeromeford-NFL-CLE-34,RB,150.0,,34.0,jeromeford,Jerome Ford,,210,
 00-0035393,c9b2e966-bdfb-4ccb-be3c-42473f63929b,Coastal Carolina,839252.0,21530.0,1693252849998.0,,6645,1995-05-31,72,,3910754.0,,True,,,,,Gwynn Park (MD),14216.0,[],Active,,chesley,anthony,,nfl,28.0,4.0,,,,,,Anthony,['DB'],,,{'channel_id': '1116853286016647168'},Chesley,,,#anthonychesley-NFL-FA-37,CB,9999999.0,,37.0,anthonychesley,Anthony Chesley,,190,32463.0
 00-0035628,f46e812f-14c6-4af8-9316-01a880adebc5,South Florida,839043.0,21593.0,1759174257871.0,,6694,1996-02-27,70,,3139602.0,ARI,True,,d1dd45ac-a19a-46d6-9531-1167f5b0d25f,,,Immokalee (FL),12678.0,[],Active,,johnson,dernest,,nfl,29.0,6.0,,,94F2740A3F0B,,,D'Ernest,['RB'],839043.0,,"{'channel_id': '1113708894540034048', 'rookie_year': '2019'}",Johnson,,,#dernestjohnson-NFL-ARI-37,RB,465.0,,37.0,dernestjohnson,D'Ernest Johnson,,208,32608.0
,1eeea030-3313-4aab-b33c-9f836710354a,Maryland,,25924.0,1758570349411.0,,12496,2003-03-15,73,5.0,,MIN,True,,b6e2c777-17ec-4743-9cc6-32c44df5c439,,,Stone Bridge (VA),18553.0,[],Active,,felton,tai,,nfl,22.0,0.0,,,4E17F5C8BE687142,,,Tai,['WR'],,,"{'channel_id': '1221700196556087297', 'rookie_year': '2025', 'source_id': '8ab6354b-b2a8-43be-801a-e1f0f7f5df5f'}",Felton,LWR,,#taifelton-NFL-MIN-13,WR,318.0,,13.0,taifelton,Tai Felton,,186,
,b2f6a5a0-f32d-11ed-af69-7df16e87cbc5,Auburn,1215066.0,24710.0,1756708850185.0,,11468,1998-02-24,79,,,SF,True,,b439273a-6d2b-4040-a59b-ab57253bd938,,,,17274.0,[],Active,,zierer,kilian,,nfl,27.0,2.0,,,F1806B27EB81,,,Kilian,['OT'],,,"{'channel_id': '1113708787950186496', 'rookie_year': '2023'}",Zierer,,,#kilianzierer-NFL-SF-76,T,9999999.0,,76.0,kilianzierer,Kilian Zierer,,312,
,359294a0-0733-11ef-aa9e-092ebf6e6dd1,Air Force,1244326.0,,1723655115074.0,,12104,2002-03-30,75,,,,True,,,,,Weddington (NC),18347.0,[],Active,,mock,alec,,nfl,22.0,1.0,,,13A7FEAC48F2,,,Alec,['LB'],,,"{'channel_id': '1116852713531899904', 'rookie_year': ''}",Mock,,,#alecmock-NFL-FA,LB,9999999.0,,,alecmock,Alec Mock,,240,
,66338ca6-9ebb-48a1-8b35-9bd40edfa5e5,Nevada,,19747.0,1619900134191.0,,4844,1995-03-31,68,,3052304.0,,True,,,,,Roosevelt,,[],Active,,mitchell,elijah,,nfl,26.0,5.0,,,,,,Elijah,['DB'],,,{'channel_id': '1116853031380451328'},Mitchell,,,#elijahmitchell-NFL-FA-0,CB,9999999.0,,0.0,elijahmitchell,Elijah Mitchell,,180,
00-0030850,4b99ead5-0f79-4899-84a7-075c08890698,Auburn,557135.0,16236.0,1663115411187.0,,1974,1992-02-19,72,,17082.0,,True,,,,9893.0,Jupiter (FL),9943.0,[],Active,,parkey,cody,,nfl,29.0,8.0,,,,,,Cody,['K'],557135.0,,{'channel_id': '1116852771228745728'},Parkey,,,#codyparkey-NFL-FA-0,K,522.0,,0.0,codyparkey,Cody Parkey,,193,27911.0
,9e71b73a-c580-4d81-9b54-dcb7ec22a01f,Alabama,,7121.0,1513382403186.0,,281,1984-12-05,"6'2""",,11809.0,,False,,,,,Baldwin County (AL),5728.0,[],Inactive,,gilberry,wallace,,nfl,35.0,12.0,,,,,,Wallace,['DL'],,,,Gilberry,,,#wallacegilberry-NFL-FA-95,DE,9999999.0,,95.0,wallacegilberry,Wallace Gilberry,,270,9123.0
00-0034479,bd49c4a4-1314-45e1-bff5-fc67ba41d1dd,Kansas State,733640.0,20466.0,1728348029283.0,,5386,1994-09-08,70,,3052413.0,,True,,,,13503.0,Brownwood (TX),12712.0,[],Active,,mccrane,matt,,nfl,30.0,6.0,,,967AA24BBB448984,,,Matt,['K'],733640.0,,"{'channel_id': '1116853093976244224', 'rookie_year': '2018'}",McCrane,,,#mattmccrane-NFL-FA-36,K,458.0,,36.0,mattmccrane,Matt McCrane,,165,31310.0
